clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,FS,PE,RB,A,CA,FD,FF,FT,G,SG,CV,I,PP,DD,DP,GS,GC,ano
267,Vasco,6,Nulo,1,gol,Sidão,70222,23,0,1.03,6,3.74,0,3.74,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,NA,2019
290,Goiás,6,Nulo,2,lat,Kevin ,91888,23,0,1.97,4,6.04,0,6.04,1,2,13,5,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Leandro Barcia,91242,23,2,3.09,20,8.64,0.59,8.05,32,22,29,19,1,5,7,13,1,4,NA,NA,3,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Ramón Martínez,92155,23,0,1.78,7,4.73,0,4.73,5,4,6,11,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,23,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,5,ata,João Paulo,91972,23,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Marllon,70666,23,0,5.05,2,5.51,0,5.51,1,7,4,3,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,23,1.1,5.99,22,17.34,-1.24,18.58,15,19,41,25,1,1,11,15,2,9,NA,NA,4,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Raul,92496,23,0,4.63,18,7.85,0,7.85,35,47,34,49,2,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,23,4.4,4.56,23,12.91,-0.25,13.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Giovanny ,92085,23,0,-1.6,1,1.24,0,1.24,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,6,tec,Fábio Carille,70696,23,4.81,4.37,21,11.98,-0.09,12.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,André Luís,92146,23,2,2.1,14,4.47,-0.13,4.6,9,29,16,3,NA,4,4,3,2,2,NA,NA,3,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Juninho,92182,23,2.4,3.96,13,6.06,-0.41,6.47,7,8,24,9,NA,1,4,3,NA,NA,8,NA,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,23,2,5.65,15,13.52,-0.25,13.77,21,15,20,42,1,2,2,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,23,0,0.27,11,3.48,0,3.48,8,6,13,6,NA,1,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,6,tec,Odair Hellmann,92273,23,3.55,4.3,23,11.26,0.06,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Jackson,70934,23,1.3,1.58,9,4.53,-0.22,4.75,7,9,20,6,NA,1,1,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato Kayzer,92696,23,3.7,1.21,10,2.54,0.68,1.8599999999999999,10,8,4,3,NA,NA,1,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,23,1.4,3.25,16,10.76,-0.54,11.3,33,19,34,18,1,1,2,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Léo Cittadini,70986,23,16.5,5.76,13,9.42,2.2,7.22,11,16,13,21,1,1,9,9,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,3,Suspenso,5,ata,Deyverson,92708,23,-0.1,3.61,10,9.39,-0.45,9.84,11,26,18,7,2,2,7,10,NA,1,NA,NA,14,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,23,0,2.38,12,4.74,0,4.74,25,15,20,12,2,NA,9,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Mateus Vital,93108,23,1.9,4.26,15,7.25,0.28,6.97,5,33,18,15,2,1,6,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Ronaldo,92981,23,0,3.24,9,4.26,0,4.26,15,8,20,24,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,1,gol,Leo,71043,23,0,5.85,2,2.47,0,2.47,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,23,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Felipe Baxola,71113,23,0,0.22,10,3.62,0,3.62,4,NA,11,4,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Thiago Santos,93151,23,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Keiller,93834,23,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Fernando Medeiros,92841,23,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Vinícius,71162,23,0,3.11,14,4.6,0,4.6,10,14,48,10,1,2,10,12,1,2,NA,NA,1,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,23,6.87,5.97,14,15.39,0.16,15.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Lucho González,71479,23,1.6,0.78,10,4.73,0.57,4.16,14,2,18,4,NA,1,2,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,2,Dúvida,2,lat,Roberto,71116,23,1.7,3.65,2,3.59,-0.57,4.16,1,4,5,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Fábio Sanches,71604,23,4.9,4.67,10,4.62,-0.67,5.29,4,12,15,11,NA,NA,1,2,NA,1,4,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,23,0.7,2.72,14,6.8,-0.62,7.42,NA,2,6,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,17,NA,15,NA,2019
265,Bahia,7,Provável,4,mei,Flávio,91102,23,0,1.6,15,2.86,-0.45,3.31,23,11,19,25,NA,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Weverton,71631,23,7,3.33,16,13.59,1.02,12.57,NA,3,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,20,NA,16,NA,2019
290,Goiás,6,Nulo,5,ata,Zeca,94976,23,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Guarín,71233,23,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,23,4.6,2.3,2,4.28,0.48,3.8000000000000003,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Geovane,71667,23,0,0.46,15,2.8,0,2.8,37,9,34,21,NA,4,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Raúl Cáceres,71680,23,0,-0.02,5,1.76,0,1.76,11,1,6,2,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,4,mei,Elton,71719,23,0,1.71,9,5.22,0,5.22,19,NA,15,18,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Max,94982,23,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Gustavo Gómez,71684,23,2,3.39,11,12.27,-0.48,12.75,11,9,12,13,NA,4,3,1,NA,2,3,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Júnior Urso,71829,23,0,2.13,14,6.7,0,6.7,21,15,23,22,NA,3,7,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Lucas Veríssimo,93368,23,0,3.63,20,8.65,0,8.65,43,12,52,43,NA,5,3,9,2,1,8,2,1,NA,NA,NA,NA,1,2019
266,Fluminense,6,Nulo,1,gol,Agenor,71724,23,0,2.37,6,3.05,0,3.05,NA,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,9,NA,7,NA,2019
314,Avaí,5,Contundido,4,mei,Pedro Castro,78840,23,0,2.79,22,5.68,0,5.68,27,28,51,36,NA,NA,7,9,1,1,NA,NA,1,1,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Jobson,93377,23,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,3,Suspenso,3,zag,Joel Carli,93414,23,-1,1.63,16,5.97,-0.2,6.17,15,12,39,14,NA,6,1,2,1,NA,5,NA,1,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Reinaldo,78850,23,0.9,6.29,21,14.32,-1.07,15.39,26,25,46,39,1,4,7,18,NA,4,8,NA,NA,1,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Alisson Safira,93782,23,-3.3,1.03,3,3.07,-1.41,4.4799999999999995,5,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Richard,78851,23,0,1.2,1,4.73,0,4.73,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Michael,93659,23,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Thiago Santos,78855,23,0,1.55,8,5.6,0,5.6,20,6,7,16,NA,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Alan Cardoso,93785,23,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Daniel,93791,23,3.2,1.48,16,4.6,0.62,3.9799999999999995,12,24,46,13,1,2,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,23,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Andrey,93787,23,3.9,2.66,12,5.58,0.68,4.9,12,8,17,16,NA,1,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,5,Contundido,3,zag,Luiz Felipe,79035,23,0,3.58,5,6.47,0,6.47,NA,1,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Naldo,78897,23,1,1.97,20,3.77,-0.28,4.05,32,13,27,32,2,4,2,7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Rodrigo Dourado,78865,23,0,1.4,1,7.12,0,7.12,2,1,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Víctor Cuesta,79113,23,3,5.81,17,14.1,0.04,14.06,16,21,31,53,NA,5,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Fabiano,79887,23,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Sassá,79578,23,-2.8,1.95,15,5.56,-0.91,6.47,12,14,5,1,NA,1,6,7,1,2,NA,NA,3,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,23,3.86,4.4,23,11.83,-0.25,12.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,23,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Romário Rodrigues,79336,23,0,1,2,1.76,0,1.76,1,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Brenner,80080,23,0.8,1.1,12,4.24,-0.38,4.62,24,19,15,2,NA,4,3,7,1,2,NA,NA,6,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Lucas Fonseca,80189,23,0,3.21,23,6.5,-0.95,7.45,5,7,40,12,1,1,2,2,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadson,80129,23,-0.5,1.35,10,3.29,-0.2,3.49,9,11,6,9,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Edinho,80193,23,1.2,2.39,17,7.58,-0.41,7.99,9,25,23,5,NA,1,6,14,NA,2,NA,NA,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Antônio Carlos ,79702,23,0,2.16,7,6.13,0,6.13,7,2,8,6,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,1,gol,Alexandre Cajuru,80276,23,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Lucas França,93869,23,0,4,1,2.36,0,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2019
284,Grêmio,6,Nulo,5,ata,Luciano,80287,23,0,3.45,13,6.27,0,6.27,17,14,26,12,2,6,11,8,NA,3,NA,NA,3,1,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Ezequiel ,80318,23,0,0.85,6,3.23,0,3.23,13,2,8,3,NA,3,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,4,mei,Matheus Jesus,95335,23,0,2.2,4,4.92,0,4.92,1,7,4,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Arthur Caíke,80337,23,0.5,2.16,17,9,0.01,8.99,14,9,22,3,1,NA,4,13,1,3,NA,1,2,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Marcos Júnior,93893,23,-0.5,1.62,15,3.31,0.21,3.1,28,21,40,19,NA,4,3,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Cleiton,93882,23,-0.5,1.97,12,2.39,0.15,2.24,NA,2,8,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,12,1,13,NA,2019
266,Fluminense,7,Provável,2,lat,Gilberto ,80313,23,9.6,2.8,15,7.67,2,5.67,21,13,49,19,2,1,4,6,NA,NA,3,NA,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Matheus Fernandes,94067,23,0,1.45,4,3.92,0,3.92,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Ribamar,94068,23,-0.5,2.15,6,2.35,-0.43,2.7800000000000002,7,2,2,1,NA,NA,3,8,NA,1,NA,NA,7,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,John Victor,94044,23,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,5,ata,Felipe Vizeu,94138,23,0,0.67,9,2.41,0,2.41,9,3,7,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Diego Pituca,94156,23,-0.6,1.38,21,3.12,-0.22,3.3400000000000003,45,20,51,26,NA,7,8,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Alessandro Vinícius,94495,23,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Jonatan Gomez,94857,23,15.2,4.82,15,7.48,2.12,5.36,17,45,39,14,2,4,11,13,NA,3,NA,NA,1,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,William Oliveira,94297,23,-0.6,0.88,6,2.11,-0.93,3.04,7,5,4,5,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Ariel Cabral,80363,23,0,1.13,9,2.85,0,2.85,10,5,19,12,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Raphael Veiga,94509,23,1,2.93,8,7.06,-0.82,7.88,6,7,8,6,NA,NA,3,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Jarro Pedroso,94542,23,0,0.5,1,1.69,0,1.69,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Fabinho,80393,23,4.8,2.23,22,6.82,0.26,6.5600000000000005,34,23,29,46,NA,4,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,1,gol,Matheus Inácio,80394,23,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Lucas Fernandes,94931,23,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Renatinho,80395,23,0,0.91,8,2.11,0,2.11,4,7,9,2,NA,1,4,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,6,tec,Marquinhos Santos,81031,23,1.57,1.8,3,7.55,-0.26,7.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,4,mei,Lucas Lima,80583,23,-0.4,0.84,10,4.1,-0.13,4.2299999999999995,12,9,11,6,2,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Marco Antônio,94975,23,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Juninho Capixaba,94968,23,0,3.54,14,7.25,0,7.25,26,30,35,23,1,7,2,2,NA,NA,6,NA,3,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Orejuela,95352,23,-0.2,2.41,12,5.03,-0.28,5.3100000000000005,24,12,22,18,NA,2,2,2,NA,NA,3,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Danilo Avelar,72142,23,8,5.82,14,9.63,0.46,9.17,16,23,26,21,NA,3,5,2,NA,1,9,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Jair,81091,23,0,3.48,9,6.81,0,6.81,16,14,13,21,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Gregore,95464,23,4.2,2.19,20,10.23,0.46,9.77,71,17,56,62,NA,4,1,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Igor Vinícius,95466,23,0,3.07,13,7.17,0,7.17,20,8,20,22,2,3,2,3,NA,NA,4,2,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Mayke,81150,23,0,-0.3,1,7.71,0,7.71,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Oswaldo Henríquez,81241,23,-0.5,2.11,14,3.35,-0.25,3.6,9,3,19,12,NA,3,2,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Carlos Sánchez,81677,23,0,5.39,21,14.95,0,14.95,26,41,70,22,3,2,14,12,2,7,NA,NA,4,1,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Alerrandro,101715,23,0,5.59,9,6.27,0,6.27,5,9,8,8,1,NA,5,9,2,2,NA,NA,3,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Kunde,95476,23,0,0.1,4,0.75,0,0.75,7,1,7,3,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Rossi,81798,23,-1.6,1.15,16,3.57,-0.65,4.22,20,21,40,13,1,5,8,13,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Cazares,81682,23,0,4.24,14,10.58,0,10.58,12,6,60,9,NA,NA,18,13,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Nazário,81776,23,0,1.65,7,2.36,0,2.36,5,10,11,2,NA,1,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,2,lat,Orinho,95542,23,0,2.2,1,2.75,0,2.75,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Alisson,81845,23,6.1,5.79,11,8.32,0.24,8.08,14,20,19,14,5,4,7,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Clayton,81770,23,0,0.32,6,3.47,-0.44,3.91,6,NA,5,NA,NA,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,João Ricardo,81881,23,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Henrique Dourado,81905,23,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Ezequiel,99915,23,1.2,1.96,5,4.4,0.09,4.3100000000000005,2,5,4,3,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Chico,82407,23,0,0.65,6,3.68,0,3.68,14,8,7,6,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Igor Julião,81951,23,5,2.65,11,4.36,0.13,4.23,13,13,10,14,NA,1,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Gustavo Bochecha,95798,23,1.7,1.59,16,5.84,-0.35,6.1899999999999995,5,13,50,20,1,2,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Cueva,82411,23,0,0.38,5,5.15,0,5.15,4,4,12,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Marcelo Benevenuto,95638,23,0,1.47,9,3.69,0,3.69,6,8,17,3,NA,2,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,23,17,6.71,21,17.34,1.76,15.58,NA,6,14,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,46,2,25,NA,2019
356,Fortaleza,6,Nulo,4,mei,Araruna,95660,23,0,0.85,4,3.2,0,3.2,1,1,7,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Artur,95799,23,0.4,3.07,20,9.59,0.01,9.58,17,33,65,15,2,5,9,16,NA,4,NA,NA,3,1,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Zé Rafael,82455,23,0,2.59,11,9.09,0,9.09,23,24,14,14,1,3,6,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,5,Contundido,3,zag,Léo Santos,95820,23,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Piris da Motta,95802,23,-0.5,0.64,16,3.03,-0.43,3.46,12,14,11,10,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Ruan,95860,23,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
