clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FC,FD,FS,G,PE,RB,SG,A,FF,I,CV,PP,DD,GS,FT,DP,GC,ano
356,Fortaleza,2,Dúvida,2,lat,Bruno Melo,84339,35,0.8,4.05,11,3.83,0.77,3.06,1,11,1,14,2,13,6,3,3,3,1,1,1,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Michel,71920,35,0.4,1.91,20,4.45,-1.12,5.57,5,33,6,3,NA,31,43,NA,1,8,1,NA,NA,NA,NA,NA,NA,2,2019
354,Ceará,7,Provável,4,mei,Thiago Galhardo,71844,35,8.3,4.94,31,12.63,1.3,11.33,3,32,21,44,11,79,25,NA,1,30,9,NA,1,NA,NA,2,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Juninho,71937,35,0.9,3.03,30,6.96,0.12,6.84,5,54,11,27,3,73,41,NA,5,22,NA,NA,NA,NA,NA,NA,NA,1,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,35,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Max Walef,84338,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Rafinha,84381,35,0,2.38,8,3.17,0,3.17,1,6,3,7,1,7,1,NA,NA,5,1,NA,NA,NA,NA,2,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Bruno Cortez,72079,35,-2,3.49,19,5.28,-0.1,5.38,4,21,1,19,1,42,30,5,2,1,4,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Danilo Barcelos,84382,35,0,3.13,20,5.35,0,5.35,3,33,5,9,2,47,23,5,2,7,1,1,NA,NA,NA,1,NA,NA,2019
265,Bahia,5,Contundido,2,lat,Giovanni,72097,35,0,3.59,10,6.01,0,6.01,1,7,NA,3,NA,18,13,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,35,7.1,3.06,33,9.46,0.87,8.590000000000002,5,34,11,56,3,103,50,NA,2,11,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,2,lat,Danilo Avelar,72142,35,5,4.41,24,8.96,0.6,8.360000000000001,6,33,8,27,1,39,34,12,NA,5,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Fernando Sobral,84428,35,0,2.14,13,5.34,0,5.34,1,17,2,11,NA,23,22,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Romarinho,84523,35,2.9,3.52,29,6.2,-0.42,6.62,1,17,12,73,3,50,19,NA,4,7,3,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,1,gol,Jailson,72290,35,0,3,2,6.78,0,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,2019
341,CSA,2,Dúvida,5,ata,Bruno Alves,84462,35,1.5,-0.2,10,0.78,0,0.78,3,12,2,6,NA,10,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Valdo,84509,35,-0.5,2.42,28,4.4,-0.11,4.510000000000001,5,26,3,16,NA,23,31,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Lucão,84554,35,0,1.2,1,1.85,0,1.85,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,35,-1,3.64,29,8.24,0.14,8.1,1,1,NA,9,NA,43,NA,12,NA,NA,NA,NA,NA,34,26,NA,1,NA,2019
354,Ceará,7,Provável,3,zag,Luiz Otávio,72359,35,0,3.39,23,10.44,0,10.44,6,30,3,13,2,26,33,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Rodrigo Lindoso,72362,35,0,5.08,24,9.4,0,9.4,3,34,6,24,4,37,53,NA,2,12,1,NA,NA,NA,NA,2,NA,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,35,10.7,4.89,34,12.81,0.84,11.97,1,NA,NA,9,NA,30,NA,14,NA,NA,NA,NA,NA,51,25,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Nico López,84709,35,1.1,2.34,23,12.69,-0.06,12.75,6,26,16,16,1,46,21,NA,3,21,14,NA,NA,NA,NA,2,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Felipe,84860,35,0,6.43,3,4.81,0,4.81,NA,6,NA,5,NA,9,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,6,tec,Fernando Diniz,72391,35,5.92,3.5,29,7.95,0.66,7.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,35,4,2.86,29,8.66,-0.05,8.71,4,1,NA,1,NA,36,NA,5,NA,NA,NA,NA,NA,48,37,NA,1,NA,2019
314,Avaí,6,Nulo,1,gol,Lucas Frigeri,84854,35,0,1.13,3,3.41,0,3.41,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6,7,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Vitor Hugo,72605,35,0.7,2.68,18,6.73,-0.32,7.050000000000001,1,14,5,7,NA,11,16,5,NA,5,4,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gustavo Campanharo,72497,35,1.5,3.59,23,5.84,-0.17,6.01,NA,35,4,35,1,34,44,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Celsinho,72494,35,0,2.04,12,3.15,0,3.15,1,7,1,4,NA,29,17,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Alberto Valentim,84863,35,4.67,3.05,25,7.36,0.09,7.2700000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,35,0,1.7,1,4.35,0,4.35,1,2,1,3,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Juanfran,72620,35,2.7,3.18,14,10.28,-0.18,10.459999999999999,2,21,NA,4,NA,23,16,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,35,0,2.2,1,5.84,0,5.84,NA,1,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Marcos Felipe ,85004,35,10.7,7.47,3,3.65,-0.58,4.2299999999999995,1,NA,NA,1,NA,2,1,2,NA,NA,NA,NA,NA,5,1,NA,NA,NA,2019
277,Santos,3,Suspenso,3,zag,Luan Peres ,84847,35,-0.9,1.7,8,2.89,-0.19,3.08,3,9,1,3,NA,14,6,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Euller ,84890,35,3.1,1.71,14,3.84,0.65,3.19,2,13,5,10,NA,18,10,1,NA,8,1,NA,NA,NA,NA,1,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Luiz Adriano,72772,35,2,2.88,11,5.98,0.37,5.61,NA,15,2,13,3,9,1,NA,1,5,3,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,2,lat,Henrique,84893,35,-0.1,2.7,17,4.02,-0.81,4.83,5,20,1,27,NA,20,17,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,6,tec,Argel Fucks,73317,35,5.65,2.8,26,7.28,0.5,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Valdívia,85423,35,0,1.33,12,3.39,-0.47,3.8600000000000003,NA,11,3,11,NA,14,5,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Berrío ,85300,35,0,1.17,16,5.06,0,5.06,1,15,1,4,1,16,8,NA,2,6,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,João Paulo,85425,35,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,3,Suspenso,2,lat,Samuel Xavier,73384,35,-1.4,3.38,31,11.48,-0.32,11.8,10,39,5,59,NA,71,44,8,3,16,3,1,NA,NA,NA,1,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Éderson,73446,35,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,35,0,1.58,11,3.04,0,3.04,NA,12,1,18,1,14,6,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Uilson,85418,35,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,35,1,4.71,28,12.04,-0.18,12.219999999999999,2,12,15,20,5,112,30,9,1,22,NA,NA,NA,NA,NA,NA,NA,1,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,35,0,1.76,9,1.89,0,1.89,3,7,6,4,NA,22,14,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,2,Dúvida,3,zag,Luccas Claro,73465,35,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Alex Santana,85465,35,0.5,4.23,23,9.66,-1.6,11.26,2,17,10,36,5,27,17,NA,1,19,1,NA,NA,NA,NA,1,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Léo,85626,35,0,1.7,3,3.63,0,3.63,1,2,NA,2,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,6,tec,Marcão,73476,35,4.56,3.98,14,7.89,-0.08,7.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,35,0,2,1,2.69,0,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Vitor Bueno,87552,35,3.7,3.44,25,6.72,-0.74,7.46,1,16,5,27,4,43,23,NA,1,15,NA,NA,NA,NA,NA,2,NA,NA,2019
265,Bahia,5,Contundido,5,ata,Rogério,73540,35,0,2.02,13,7.6,0,7.6,NA,12,8,15,1,10,5,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Wanderson,86143,35,0,0.22,4,1.53,-0.62,2.15,1,4,NA,1,NA,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Victor Luis,86410,35,-1.2,-1.5,4,3.86,-0.61,4.47,2,9,NA,3,NA,3,3,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Natanael,86264,35,0,1.47,6,4.46,0,4.46,2,8,NA,4,NA,15,9,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2019
356,Fortaleza,7,Provável,4,mei,Nenê Bonilha,73608,35,0,0.45,6,2.18,0,2.18,1,6,2,4,NA,7,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Luanderson ,86380,35,0.4,2.57,11,2.6,-0.43,3.0300000000000002,2,15,1,21,NA,19,22,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Pablo Dyego,86444,35,1.2,1.17,7,1.89,0.12,1.77,NA,2,1,4,NA,1,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Andrey,93787,35,0,2.73,14,5.89,0,5.89,1,13,3,9,1,21,20,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Wellington Nem,73619,35,0,2.18,15,4.78,0,4.78,2,17,5,32,1,9,5,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marco Ruben,73741,35,0,3.16,20,13.05,0,13.05,3,38,10,11,3,16,14,NA,3,12,6,NA,NA,NA,NA,3,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Everton Felipe,86519,35,0,0.75,8,2.17,0,2.17,1,3,1,10,NA,12,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Gilberto,73789,35,1.5,2.56,17,3.32,-1.1,4.42,4,29,3,13,1,25,36,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,35,0,0.42,5,3.33,0,3.33,NA,3,NA,3,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,4,mei,Tchê Tchê,86686,35,0.2,2.16,33,5.12,-0.52,5.640000000000001,6,42,12,42,1,65,46,NA,NA,15,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Richard,86711,35,1.9,1.86,24,4.46,-0.05,4.51,6,35,4,28,NA,35,38,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,35,9.6,3.83,31,9.4,1.54,7.86,5,45,5,25,1,37,39,13,1,10,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,5,ata,Luan,86759,35,0,5.3,20,11.16,0,11.16,NA,11,10,35,4,56,16,NA,6,14,3,NA,NA,NA,NA,1,NA,NA,2019
354,Ceará,7,Provável,2,lat,João Lucas,86740,35,0.5,2.38,30,9.18,-0.2,9.379999999999999,1,14,7,9,1,60,32,6,NA,8,4,NA,NA,NA,NA,NA,NA,1,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,35,0,1.37,23,9.05,0,9.05,4,27,10,26,NA,33,17,NA,1,12,1,1,NA,NA,NA,1,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,35,-1.2,4,26,8.56,-1.11,9.67,4,29,4,12,2,24,23,12,NA,16,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Felipe Ferreira,86749,35,0.7,0.89,9,2.49,-0.16,2.6500000000000004,NA,1,4,5,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Jean Cléber,73858,35,-0.8,1.47,22,2.74,-0.87,3.6100000000000003,5,26,3,15,NA,27,25,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,35,8,4.66,28,10.12,0.99,9.129999999999999,4,NA,NA,5,NA,16,NA,10,NA,NA,NA,NA,NA,51,31,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Rodinei,73992,35,0.7,2.51,15,3.33,-1.36,4.69,4,15,1,10,NA,11,17,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,2,Dúvida,4,mei,João Paulo,86770,35,0.6,2.82,26,5.68,-0.38,6.06,5,42,8,39,4,65,39,NA,NA,12,NA,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Everton,86757,35,2,7.09,28,17.03,-1.35,18.380000000000003,3,16,18,28,11,50,34,NA,5,29,2,NA,NA,NA,NA,2,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Matheus Rossetto,86766,35,0,0.17,6,2.49,0,2.49,2,11,NA,3,NA,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Alison,73974,35,3.4,3.05,20,5.48,-0.03,5.510000000000001,7,35,NA,20,NA,23,52,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,1,gol,Jordi,86776,35,18.5,6.48,26,13.44,2.61,10.83,5,3,NA,4,NA,16,NA,9,NA,NA,NA,NA,NA,64,34,NA,2,NA,2019
314,Avaí,6,Nulo,4,mei,Matheus Barbosa,74069,35,0,1.44,18,2.65,0,2.65,1,18,4,13,NA,39,21,NA,1,8,1,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Guerra,74213,35,0,0.83,17,2.69,0,2.69,6,18,3,8,1,20,8,NA,2,5,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,35,0,2.15,2,4.01,0,4.01,1,2,NA,NA,NA,6,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Raniel,86797,35,0,1.48,14,5.37,0,5.37,2,18,7,18,1,14,5,NA,1,8,5,1,NA,NA,NA,2,NA,1,2019
266,Fluminense,6,Nulo,5,ata,Ewandro,86842,35,0,-1.25,2,2.26,0,2.26,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,José Welison,86859,35,0,1.59,15,3.83,0,3.83,3,19,2,11,NA,24,23,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Derlis González,75372,35,0.2,0.38,15,0.83,0.05,0.7799999999999999,5,20,2,22,1,19,10,NA,NA,5,8,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Gustavo,86932,35,15.2,2.48,21,6.42,2.23,4.1899999999999995,1,28,8,18,3,7,6,NA,2,15,7,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Paolo Guerrero,75295,35,10.9,4.93,21,13.63,-1.22,14.850000000000001,2,33,18,39,8,34,9,NA,1,27,10,1,1,NA,NA,1,NA,NA,2019
265,Bahia,7,Provável,4,mei,Élber,74140,35,10.8,3.44,28,8.18,1.26,6.92,3,12,11,68,3,48,25,NA,2,7,3,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,35,0,1.9,5,3.3,0,3.3,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,7,5,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Willian Popp,86890,35,0,-1.8,1,1.81,0,1.81,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,35,0,0.98,5,3.83,0,3.83,1,8,NA,3,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Everaldo,78117,35,2.3,4.78,32,15.97,-1.09,17.060000000000002,8,69,27,50,13,75,15,NA,1,49,2,NA,1,NA,NA,1,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Nathan,87009,35,0,2.98,19,5.95,0,5.95,2,24,5,8,4,24,20,NA,NA,6,NA,NA,NA,NA,NA,1,NA,NA,2019
285,Internacional,5,Contundido,5,ata,William Pottker,77809,35,0,4.63,10,7.22,0,7.22,1,11,3,2,4,19,11,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,35,0,-0.29,10,3.59,0,3.59,3,5,4,NA,NA,9,1,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,2,lat,Leonardo,86973,35,0,2.7,9,5.41,0,5.41,2,9,4,1,NA,18,7,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Madson,78077,35,0,4.74,24,7.68,0,7.68,2,22,5,32,4,45,27,8,1,4,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,35,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Vitinho,78435,35,7.8,4.01,22,9.81,0.99,8.82,2,28,10,17,5,34,16,NA,3,23,3,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,2,lat,Zeca,87192,35,0,3.67,20,7.31,0,7.31,4,13,1,6,NA,40,39,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Pedro Henrique,87225,35,0,4.46,14,8.69,0,8.69,NA,2,2,13,NA,18,15,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Emerson Santos,86972,35,0,2.88,11,4.12,0,4.12,3,13,2,3,1,22,13,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,3,Suspenso,4,mei,Soteldo,87258,35,-3.8,4.07,30,7.19,-2.56,9.75,10,24,18,44,9,65,19,NA,3,24,17,1,NA,NA,NA,3,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Kannemann,87342,35,3.9,4.48,15,12.26,0.08,12.18,8,29,NA,16,1,23,38,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Alex Amado,78475,35,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Caíque Sá,87437,35,0,-0.25,2,3.03,0,3.03,1,4,NA,1,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Renê,78445,35,7.2,4.59,22,9.08,0.38,8.7,2,21,2,8,NA,63,41,11,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Arthur Gomes,96966,35,0.5,2.23,26,4.61,0.39,4.220000000000001,2,23,3,42,3,30,16,NA,NA,10,2,NA,NA,NA,NA,1,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,35,2.9,3.9,31,13.21,-0.12,13.33,2,46,7,20,2,61,58,NA,6,14,1,NA,NA,NA,NA,3,NA,1,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,35,0,-0.5,1,2.23,0,2.23,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Tréllez,87679,35,0,1.58,4,4.35,0,4.35,NA,5,3,4,NA,2,1,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,4,mei,Thaciano,87470,35,0,2.73,22,4.83,0,4.83,4,21,9,15,2,18,27,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Camacho,68770,35,-3,1.46,8,3.03,-1.28,4.31,2,14,1,3,NA,11,15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Henrique Almeida,68773,35,5.2,4.03,12,5.23,0.16,5.07,3,11,8,11,3,16,11,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,2,Dúvida,4,mei,Yago Felipe,87747,35,1.4,3.34,26,5.36,-0.51,5.87,5,32,4,47,1,38,45,NA,2,5,2,NA,NA,NA,NA,2,NA,NA,2019
265,Bahia,7,Provável,2,lat,Nino Paraíba,68808,35,1.1,5.2,27,12.88,0.02,12.860000000000001,4,34,8,38,2,62,40,10,4,8,NA,NA,NA,NA,NA,1,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Paulo Miranda,68817,35,0,2.3,12,4.96,0,4.96,2,14,1,4,1,14,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019
262,Flamengo,7,Provável,4,mei,Arrascaeta,87863,35,9.5,10.03,19,17.77,1.34,16.43,1,21,6,37,11,75,30,NA,10,17,NA,NA,NA,NA,NA,1,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Sornoza,87877,35,0,1.76,19,4.81,0,4.81,4,21,9,18,NA,23,14,NA,1,13,1,NA,NA,NA,NA,1,NA,NA,2019
285,Internacional,7,Provável,1,gol,Marcelo Lomba,68872,35,-0.8,3.98,31,10.56,-1.1,11.66,1,NA,NA,9,NA,4,NA,10,NA,NA,NA,1,NA,44,31,NA,1,NA,2019
284,Grêmio,7,Provável,1,gol,Paulo Victor,68873,35,1.7,4.28,26,6.87,0.12,6.75,1,NA,NA,2,NA,12,NA,10,NA,NA,NA,NA,NA,36,21,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Rafael Galhardo,68821,35,5.7,5.08,15,5.45,0.32,5.13,NA,14,4,8,2,27,17,6,3,2,1,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Rithely,68834,35,0,3.18,8,5.28,0,5.28,NA,14,1,6,NA,13,17,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Matheus Vargas,87929,35,0,1.6,2,2.2,0,2.2,NA,3,NA,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,4,mei,Daniel,93791,35,-2.8,1.78,28,4,-0.9,4.9,3,20,9,35,1,76,21,NA,3,8,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Gustavo Scarpa,87999,35,0,3.75,23,5.89,0,5.89,1,15,17,18,4,52,16,NA,3,20,2,NA,1,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,3,zag,Digão,68886,35,4.5,3.68,19,6.65,-0.61,7.260000000000001,3,26,1,14,1,19,31,8,NA,3,1,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Gustavo Henrique,78248,35,0,2.65,29,5.93,0,5.93,9,35,4,17,3,47,19,13,NA,7,1,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Jorge,88065,35,0,6.67,28,15.56,0,15.56,4,30,13,46,1,60,54,14,4,14,2,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Yuri,88125,35,1.2,1.37,15,2.34,0.14,2.1999999999999997,3,25,2,16,NA,8,19,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
