clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,DD,DP,FS,GS,PE,RB,SG,A,CA,FC,FD,FF,FT,G,I,CV,PP,GC,ano
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,16,0,6.83,8,13.59,0,13.59,NA,NA,8,NA,8,29,3,NA,2,11,2,2,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Wescley,70925,16,-0.3,-0.64,5,3.39,-0.12,3.5100000000000002,NA,NA,4,NA,9,1,NA,NA,1,2,NA,NA,NA,NA,2,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Jackson,70934,16,2,0.95,2,4.47,-0.01,4.4799999999999995,NA,NA,1,NA,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,16,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,16,9.05,5.41,7,14.38,0.74,13.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,4,mei,Bruno Henrique,70944,16,0,1.77,9,10.11,0,10.11,NA,NA,9,NA,19,9,NA,NA,NA,16,1,3,NA,1,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Felipe Baxola,71113,16,-2.8,-0.52,6,3.22,-0.55,3.7700000000000005,NA,NA,NA,NA,8,1,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,16,0.6,2.18,9,4.01,0.28,3.7299999999999995,NA,NA,11,NA,18,10,NA,2,NA,23,5,2,NA,NA,3,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Vinícius,71162,16,0,3.13,10,4.83,0,4.83,NA,NA,9,NA,30,7,NA,NA,2,8,6,9,1,2,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Léo Cittadini,70986,16,3.8,3.43,8,6.18,0.71,5.47,NA,NA,11,NA,13,11,NA,NA,1,10,3,6,NA,1,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Lucho González,71479,16,0,1.98,6,5.21,0,5.21,NA,NA,2,NA,8,3,NA,NA,NA,8,2,3,NA,1,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Geovane,71667,16,-0.5,0.64,14,3.16,0.32,2.8400000000000003,NA,NA,8,NA,32,20,NA,NA,3,34,1,8,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Fábio Sanches,71604,16,-0.3,4.47,3,2.86,-1.84,4.7,NA,NA,4,NA,2,3,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Kelvin,71549,16,0,0.2,1,3.72,0,3.72,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,16,8,4.29,8,8.24,1.31,6.93,11,NA,1,8,4,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Elton,71719,16,0,1.71,9,5.22,0,5.22,NA,NA,NA,NA,15,18,NA,NA,1,19,1,4,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,4,mei,Michel,71920,16,1,1.94,8,4.55,-0.72,5.27,NA,NA,NA,NA,9,22,NA,NA,1,12,2,1,NA,NA,NA,NA,NA,2,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,16,0,0,1,3.8,0,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,1,gol,Weverton,71631,16,0,3.64,10,13.5,0,13.5,13,NA,3,9,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Agenor,71724,16,0,2.37,6,3.05,0,3.05,9,NA,3,7,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,16,-3.3,4.19,16,9.71,-0.94,10.65,29,NA,5,16,5,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Gustavo Gómez,71684,16,0,3.58,5,12.95,0,12.95,NA,NA,7,NA,5,5,1,NA,3,2,2,NA,NA,1,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Thiago Galhardo,71844,16,5.3,7.58,13,12.31,0.51,11.8,NA,NA,19,NA,31,16,NA,1,1,12,9,10,1,7,1,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Raúl Cáceres,71680,16,0,0.5,4,2.18,0,2.18,NA,NA,1,NA,4,1,1,NA,NA,9,1,NA,NA,NA,1,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Júnior Urso,71829,16,0,2.14,11,6.8,0,6.8,NA,NA,13,NA,20,17,NA,NA,2,16,5,5,NA,NA,1,NA,NA,NA,2019
356,Fortaleza,3,Suspenso,4,mei,Juninho,71937,16,2.4,4.34,14,7.45,-0.61,8.06,NA,NA,13,NA,33,26,NA,3,3,28,8,12,NA,2,NA,NA,NA,1,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,16,5.2,5.42,15,11.1,-1.61,12.709999999999999,25,NA,4,11,12,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,16,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,16,5.3,2.58,14,8.51,0.86,7.6499999999999995,NA,NA,19,NA,49,20,NA,1,3,9,4,5,NA,1,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Bruno Cortez,72079,16,0,1.1,4,4.39,0,4.39,NA,NA,3,NA,7,3,NA,1,NA,6,NA,NA,NA,NA,3,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,16,5.7,3.99,11,9.03,0.56,8.469999999999999,NA,NA,6,NA,13,11,4,NA,2,11,2,10,NA,1,1,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Danilo Avelar,72142,16,0,5.3,10,8.7,0,8.7,NA,NA,16,NA,19,12,6,NA,3,13,5,2,NA,1,1,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Giovanni,72097,16,6.7,3.4,5,6.18,1.31,4.869999999999999,NA,NA,1,NA,11,5,3,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,16,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,3,zag,Luiz Otávio,72359,16,0,1.62,14,9,0,9,NA,NA,8,NA,13,14,3,1,5,21,1,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,16,1.8,3.91,15,9,0.12,8.88,32,1,1,22,21,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,16,0,-1.08,5,4.02,0,4.02,NA,NA,NA,NA,3,1,NA,NA,2,4,1,2,NA,NA,2,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Rodrigo Lindoso,72362,16,0,4.57,10,9.36,0,9.36,NA,NA,6,NA,17,26,NA,NA,1,12,4,5,NA,1,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Gustavo Campanharo,72497,16,11.3,4.87,14,7.62,1.11,6.51,NA,NA,22,NA,20,31,NA,1,NA,16,3,10,NA,1,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Celsinho,72494,16,0,1.3,4,3.07,0,3.07,NA,NA,1,NA,11,4,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,16,-3.3,4.17,10,7.32,-2.28,9.6,15,NA,4,11,11,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,5,Contundido,3,zag,Vitor Hugo,72605,16,0,1.4,1,6.71,0,6.71,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,16,17.1,4.43,9,13.35,3.1,10.25,NA,NA,2,NA,28,12,3,NA,NA,3,4,NA,NA,2,NA,NA,NA,1,2019
275,Palmeiras,7,Provável,5,ata,Luiz Adriano,72772,16,0,2.4,1,6.3,0,6.3,NA,NA,NA,NA,2,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,2,lat,Samuel Xavier,73384,16,4,3.89,15,12.86,0.15,12.709999999999999,NA,NA,33,NA,39,22,3,2,5,14,4,7,1,NA,2,NA,NA,NA,2019
356,Fortaleza,5,Contundido,5,ata,Éderson,73446,16,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,16,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,16,0,0.66,4,1.55,0,1.55,NA,NA,3,NA,9,6,NA,NA,2,4,2,2,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Juanfran,72620,16,0.2,3.95,2,10.96,-1.53,12.49,NA,NA,1,NA,7,4,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,16,0,1.9,10,3.68,0,3.68,NA,NA,16,NA,12,6,NA,NA,NA,9,1,3,NA,1,3,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Wellington Nem,73619,16,0,1.63,3,5.39,0,5.39,NA,NA,7,NA,NA,NA,NA,NA,1,2,1,4,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Nenê Bonilha,73608,16,0,0.3,1,2.41,0,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,16,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,5,ata,Rogério,73540,16,0,2.95,7,9.4,0,9.4,NA,NA,11,NA,7,3,NA,NA,NA,7,5,4,NA,1,2,NA,NA,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,16,2.62,2.59,7,5.61,-0.25,5.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,16,1,0.6,2,4.01,0.09,3.92,NA,NA,2,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,5,ata,Marco Ruben,73741,16,0,3.96,8,14.35,0,14.35,NA,NA,5,NA,10,5,NA,2,1,13,7,4,2,1,5,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Gilberto,73789,16,0,1,1,2.47,0,2.47,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Jean Cléber,73858,16,3,1.59,7,3.12,0,3.12,NA,NA,7,NA,10,7,NA,1,1,9,NA,2,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Bruno Peres,73962,16,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,16,11,4.88,14,9.99,0.36,9.63,24,NA,2,13,9,NA,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Matheus Barbosa,74069,16,0,1.67,6,3.8,0,3.8,NA,NA,3,NA,16,10,NA,NA,NA,8,1,2,NA,NA,1,NA,NA,NA,2019
276,São Paulo,2,Dúvida,3,zag,Bruno Alves,73620,16,0,3.13,14,8.28,0,8.28,NA,NA,7,NA,17,19,6,NA,3,23,1,4,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,16,-0.1,6.02,15,16.52,-2,18.52,NA,NA,25,NA,37,7,NA,1,4,35,14,24,NA,8,2,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,16,3.2,2.58,15,11.87,0.21,11.659999999999998,NA,NA,24,NA,23,15,NA,1,2,20,8,10,1,NA,1,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Yago,77500,16,0,1.27,13,2.95,0,2.95,NA,NA,2,NA,11,6,4,NA,3,9,NA,1,NA,NA,1,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,16,0,1.8,3,4.23,0,4.23,NA,NA,3,NA,7,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Élber,74140,16,2.5,2.57,10,5.79,0.31,5.48,NA,NA,18,NA,11,12,NA,NA,NA,3,2,2,NA,NA,1,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Rodinei,73992,16,0,0.34,7,2.24,0,2.24,NA,NA,2,NA,8,6,1,NA,3,8,NA,1,NA,NA,2,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,16,0,2.15,2,4.01,0,4.01,NA,NA,NA,NA,6,5,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Alison,73974,16,5.5,2.17,8,5.2,0.66,4.54,NA,NA,11,NA,11,19,NA,NA,4,14,NA,2,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Eduardo Barroca,77774,16,4.27,3.21,16,8.67,0.56,8.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Derlis González,75372,16,0,0.1,9,0.77,-0.01,0.78,NA,NA,10,NA,14,6,NA,NA,3,13,1,3,NA,1,6,1,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Paolo Guerrero,75295,16,0,5.28,7,12.42,0,12.42,NA,NA,12,NA,11,4,NA,NA,1,9,5,6,1,3,6,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,William Pottker,77809,16,0,1.47,3,6.16,0,6.16,NA,NA,1,NA,3,2,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Copete,77959,16,0,0.3,1,4.56,0,4.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Gustavo Henrique,78248,16,0,2.58,13,5.2,0,5.2,NA,NA,5,NA,15,10,6,NA,5,13,2,2,NA,1,NA,1,NA,NA,2019
265,Bahia,7,Provável,4,mei,Guerra,74213,16,0.5,1.73,3,3.7,-0.74,4.44,NA,NA,1,NA,1,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,16,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Rafinha,84381,16,0,0.85,2,2.97,0,2.97,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,16,0,4.62,4,6.1,0,6.1,7,NA,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Vitinho,78435,16,0,4.2,8,9.17,0,9.17,NA,NA,9,NA,15,6,NA,NA,NA,10,6,8,NA,2,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Madson,78077,16,0,4.42,8,6.35,0,6.35,NA,NA,10,NA,15,10,3,NA,NA,8,NA,1,NA,1,NA,NA,NA,NA,2019
267,Vasco,3,Suspenso,3,zag,Leandro Castan,38505,16,10.1,7.67,6,11.64,-0.3,11.940000000000001,NA,NA,8,NA,10,10,3,1,3,3,1,1,NA,2,1,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Renatinho,80395,16,0,1.24,7,2.43,-0.65,3.08,NA,NA,6,NA,6,2,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Lucas Lima,80583,16,0,1.3,4,5.08,0,5.08,NA,NA,3,NA,6,3,NA,1,1,8,1,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Luan,80692,16,0,5.5,4,10.61,0,10.61,NA,NA,6,NA,4,10,1,NA,NA,6,2,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Pedro Geromel,80853,16,0,7,9,14.86,0,14.86,NA,NA,7,NA,12,27,4,NA,3,6,1,3,NA,1,NA,NA,NA,NA,2019
264,Corinthians,3,Suspenso,2,lat,Michel,80664,16,-5.3,1.34,5,1.67,-1.97,3.6399999999999997,NA,NA,6,NA,6,4,2,NA,1,7,NA,NA,NA,NA,NA,1,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Di Santo,80748,16,-0.8,-0.8,1,5.93,-2.07,8,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Biro Biro,80949,16,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,5,Contundido,2,lat,Mayke,81150,16,0,-0.3,1,7.71,0,7.71,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Oswaldo Henríquez,81241,16,6.5,3.19,9,4.58,1.17,3.41,NA,NA,3,NA,15,9,4,NA,2,4,1,NA,1,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Carlos Sánchez,81677,16,0.3,5.56,15,13.02,-0.41,13.43,NA,NA,28,NA,52,15,NA,3,2,20,10,11,2,5,3,NA,1,NA,2019
290,Goiás,7,Provável,4,mei,Marlone,80944,16,0,1.79,11,6.58,0,6.58,NA,NA,7,NA,12,6,NA,NA,1,5,NA,6,1,1,1,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Cazares,81682,16,0,5.68,9,10.65,0,10.65,NA,NA,3,NA,34,4,NA,NA,NA,8,13,9,1,4,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Clayton,81770,16,0,0.6,1,3.92,0,3.92,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Jair,81091,16,0,3.44,7,6.71,0,6.71,NA,NA,13,NA,9,14,NA,NA,2,11,NA,1,NA,1,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,16,0,2.1,2,4.02,0,4.02,NA,NA,2,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Alisson,81845,16,0,4.23,7,7.5,0,7.5,NA,NA,11,NA,12,10,NA,3,3,7,4,3,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Rossi,81798,16,1.4,1.18,10,4,0.38,3.62,NA,NA,12,NA,26,6,NA,1,3,15,6,8,NA,NA,1,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Henrique Dourado,81905,16,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Nazário,81776,16,0,1.65,7,2.36,0,2.36,NA,NA,10,NA,11,2,NA,NA,1,5,5,3,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,João Ricardo,81881,16,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,2,lat,Igor Julião,81951,16,0,2.13,9,3.54,0,3.54,NA,NA,10,NA,6,11,1,NA,1,11,1,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Chico,82407,16,0,0.5,5,3.5,0,3.5,NA,NA,5,NA,5,5,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Zé Rafael,82455,16,0,2.76,8,9.77,0,9.77,NA,NA,19,NA,10,12,NA,1,3,17,5,2,NA,NA,1,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Cueva,82411,16,0,1.25,4,6.83,0,6.83,NA,NA,3,NA,10,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gegê,82474,16,0,2.9,7,3.11,0,3.11,NA,NA,4,NA,9,11,NA,NA,NA,9,3,3,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Tinga,82628,16,11,1.79,8,2.94,2.16,0.7799999999999998,NA,NA,2,NA,31,7,NA,1,NA,5,NA,2,NA,1,NA,NA,NA,NA,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,16,7.2,5.65,15,14.8,0.54,14.260000000000002,35,1,4,23,11,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Alan Costa,82613,16,-0.5,2.67,7,4,-1.09,5.09,NA,NA,3,NA,12,7,3,NA,2,7,1,2,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Matheus Galdezani,82634,16,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcelo Rangel,82730,16,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Igor Fernandes,82635,16,1.4,2.64,12,3.92,0.16,3.76,NA,NA,10,NA,20,20,3,NA,3,14,NA,2,NA,NA,2,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Victor Rangel,82653,16,-2,-0.82,5,1.12,-0.56,1.6800000000000002,NA,NA,5,NA,2,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Marcelo Hermes,82639,16,-0.6,0.33,3,2.46,-0.57,3.03,NA,NA,2,NA,7,NA,NA,1,1,5,NA,2,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Vinícius Araújo,82767,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Cristovam,82930,16,0,6.2,1,3.56,0,3.56,NA,NA,3,NA,1,5,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,2,Dúvida,5,ata,Daniel Amorim,82880,16,0.3,1.37,9,5.13,-0.1,5.2299999999999995,NA,NA,9,NA,6,NA,NA,NA,1,6,3,5,NA,1,2,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,16,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucão,83199,16,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Otero,83004,16,2,2.7,5,7.75,-0.27,8.02,NA,NA,14,NA,7,1,NA,NA,1,9,6,8,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Patrick,83433,16,0,3.17,6,8.07,0,8.07,NA,NA,7,NA,10,11,NA,1,1,6,1,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Guilherme Parede,83438,16,4.8,2.18,10,5.01,0.6,4.41,NA,NA,15,NA,10,4,NA,1,1,12,4,5,NA,1,5,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Gabriel,83257,16,9,10.5,12,20.3,-1.42,21.72,NA,NA,10,NA,25,5,NA,2,3,9,15,15,NA,12,9,NA,NA,NA,2019
264,Corinthians,2,Dúvida,5,ata,Clayson,83817,16,0.2,2.67,14,9.83,-0.15,9.98,NA,NA,24,NA,26,11,NA,1,2,20,6,3,NA,2,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Neilton,83772,16,0,2.27,4,5.78,0,5.78,NA,NA,8,NA,9,4,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Charles,84187,16,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,2,lat,Diego Tavares,83869,16,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,3,Suspenso,3,zag,Léo Pereira,83528,16,-2,2.93,12,8.21,-1.05,9.260000000000002,NA,NA,5,NA,31,11,5,NA,3,14,3,3,NA,1,1,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Rafinha,83681,16,0,2.95,2,3.92,0,3.92,NA,NA,3,NA,2,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Max Walef,84338,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Jean Carlos,84253,16,0,-2.8,1,0.78,0,0.78,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
