clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,DD,DP,FS,GS,PE,RB,SG,A,CA,FC,FD,FF,FT,G,I,CV,PP,GC,ano
267,Vasco,6,Nulo,5,ata,Tiago Reis,104678,16,0,1.94,7,4.22,0,4.22,NA,NA,3,NA,4,2,NA,1,1,12,1,2,1,1,1,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Lucas Alves,104651,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Luis Henrique ,105049,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Douglas Borel,104634,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Reinier,105068,16,0,0,1,2.3,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,Igo,104991,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Gerson Júnior,104824,16,0,0,2,0.75,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Khellven ,105175,16,-0.1,1.65,2,1.25,-0.39,1.6400000000000001,NA,NA,NA,NA,4,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Luiz Fernando,105176,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Talison,105173,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Wagner Leonardo,104994,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Raphael Lopes,105198,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Bruninho,105111,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Bento,105208,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Diguinho,105282,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Vinícius Popó,105201,16,0,1,1,1.74,0,1.74,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Vinícius,105199,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Iago Mendonça,105278,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Heron,105339,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Flávio,105340,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Alan,105395,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Rafael Barbosa,105396,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Filipe Trindade,105341,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Felipe Mosquete,105397,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Alexander,105553,16,0,6,2,9.79,0,9.79,8,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Lucas Bergantin,105589,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Riquelme,105566,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Roni,105585,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Lucas Piton,105584,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Miguel,105612,16,0,0.35,2,2.21,0,2.21,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Gabriel Fornari,105636,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Morato,105613,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Geovane,105635,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Mauricio,105647,16,0,1.2,3,0.97,0,0.97,NA,NA,2,NA,8,3,NA,NA,NA,2,1,1,NA,NA,1,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Talles Magno,105786,16,10.4,2.03,7,3.19,1.77,1.42,NA,NA,10,NA,10,3,NA,NA,2,11,3,7,NA,1,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Da Silva,105836,16,0,0.17,3,0.78,0,0.78,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Luan,105807,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Guilherme Azevedo,105837,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,2,lat,Erik,105838,16,3.4,2.55,2,2.05,0.51,1.5399999999999998,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Edu,105842,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,João Celeri,105866,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Iván Angulo,105841,16,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Welligton Rocha,105846,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Daniel Marcos,105868,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Pablo Marí,105897,16,16.7,4.48,5,7.84,2.96,4.88,NA,NA,NA,NA,8,11,1,NA,1,7,NA,1,NA,1,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Ivonei,105899,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,José Aldo,105903,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Edson,105901,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Allanzinho,105900,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,José Gabriel,105902,16,0,-0.2,2,0.77,0,0.77,NA,NA,1,NA,3,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Vinicius Mingotti,105909,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Adriano,105906,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Marco Antônio,105912,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Alisson Taddei,105907,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Jonathan,105910,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Welinton,105913,16,0,1.5,1,1.29,0,1.29,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Rômulo,105911,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Calegari,104276,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Cadu Silva,105914,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,João Pedro ,106017,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Daniel Oliveira,106076,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Vanderley,106077,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,2,lat,Danilo Barcelos,84382,16,11.2,3.32,9,6.51,1.51,5,NA,NA,5,NA,20,10,2,1,NA,17,4,2,1,1,1,1,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Fernando Sobral,84428,16,0,2.11,12,5.28,0,5.28,NA,NA,10,NA,22,20,NA,NA,1,14,2,5,NA,NA,1,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Valdo,84509,16,-1.6,2.52,12,3.66,-0.15,3.81,NA,NA,9,NA,13,14,2,1,2,11,2,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Nico López,84709,16,-0.4,2.08,10,13.05,-0.13,13.180000000000001,NA,NA,7,NA,21,11,NA,NA,3,13,6,11,2,NA,5,NA,NA,NA,2019
267,Vasco,3,Suspenso,2,lat,Henrique,84893,16,4,3.59,8,4.75,0.3,4.45,NA,NA,16,NA,12,12,3,NA,3,11,1,2,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Romarinho,84523,16,0.7,2.77,14,4.9,-0.22,5.12,NA,NA,31,NA,28,12,NA,2,1,11,1,3,NA,1,1,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luan Peres ,84847,16,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Euller ,84890,16,0.6,0.75,2,3.15,-0.18,3.33,NA,NA,1,NA,5,1,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Felipe,84860,16,0,8.4,2,6.3,0,6.3,NA,NA,3,NA,9,4,1,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Lucas Frigeri,84854,16,0,11.7,1,6.17,0,6.17,6,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,16,0,1.7,1,4.35,0,4.35,NA,NA,3,NA,1,1,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Berrío ,85300,16,11.7,1.87,11,7.27,2.23,5.039999999999999,NA,NA,4,NA,15,8,NA,2,1,12,1,6,NA,1,NA,1,NA,NA,2019
314,Avaí,7,Provável,6,tec,Alberto Valentim,84863,16,2.57,2.78,7,6.29,0.15,6.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Marcos Felipe ,85004,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Uilson,85418,16,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Valdívia,85423,16,0,1.54,10,3.85,0,3.85,NA,NA,9,NA,14,5,NA,1,NA,10,3,5,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Alex Santana,85465,16,6.7,4.83,12,10.9,-0.09,10.99,NA,NA,16,NA,16,9,NA,NA,1,9,4,10,1,4,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,João Paulo,85425,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Léo,85626,16,-1,-1,1,3.67,-1.33,5,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,2,lat,Natanael,86264,16,-0.6,1.47,6,4.46,-0.89,5.35,NA,NA,4,NA,15,9,2,NA,2,8,NA,1,NA,NA,NA,NA,NA,1,2019
315,Chapecoense,6,Nulo,5,ata,Aylon,85930,16,0,0.97,6,2.15,0,2.15,NA,NA,6,NA,3,2,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Borja,86120,16,0,2.1,1,5.88,0,5.88,NA,NA,2,NA,2,NA,NA,NA,NA,2,2,1,NA,NA,1,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Hyoran,85931,16,0,6.17,3,6.59,0,6.59,NA,NA,4,NA,6,4,NA,1,NA,5,3,4,1,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Wanderson,86143,16,0,-2.5,1,1.68,0,1.68,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,4,mei,Mosquera,86116,16,0,0.5,2,2.69,0,2.69,NA,NA,2,NA,7,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,3,zag,Dedé,60819,16,0,5.18,13,15.79,0,15.79,NA,NA,12,NA,28,22,4,NA,2,10,4,6,NA,2,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Caíque Sá,87437,16,0,-0.25,2,3.03,0,3.03,NA,NA,1,NA,5,3,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Luanderson ,86380,16,0,3,2,2.62,0,2.62,NA,NA,5,NA,1,3,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Victor Luis,86410,16,0,0.2,2,5.22,0,5.22,NA,NA,NA,NA,3,2,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Derley,60791,16,0,-0.5,2,3.15,0,3.15,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Pablo Dyego,86444,16,0,-0.25,2,1.6,0,1.6,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Patric,60969,16,0,1.66,8,3.91,0,3.91,NA,NA,2,NA,23,6,3,1,3,18,1,5,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Uendel,60852,16,0,4.42,5,3.87,0,3.87,NA,NA,2,NA,10,11,2,NA,NA,9,1,3,NA,NA,3,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,4,mei,Rodriguinho,61033,16,0,2.48,5,5.52,0,5.52,NA,NA,7,NA,9,4,NA,NA,2,3,1,3,NA,1,1,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Ramon,68896,16,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Lucca,61149,16,6,2.43,6,6.09,0.78,5.31,NA,NA,11,NA,9,5,NA,NA,1,9,7,3,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,Fabrício,61228,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Camilo,62009,16,2.1,2.8,11,6.61,0.47,6.140000000000001,NA,NA,10,NA,27,9,NA,3,1,12,7,8,NA,NA,3,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Gilberto,61188,16,9.2,7.78,12,17.07,-1.36,18.43,NA,NA,7,NA,15,9,NA,2,NA,8,4,10,NA,8,4,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Jean,62047,16,0,-1,1,4.33,0,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,D'Alessandro,62023,16,0,1.26,8,6.15,0,6.15,NA,NA,6,NA,33,1,NA,1,NA,NA,4,4,NA,1,3,NA,1,NA,2019
266,Fluminense,6,Nulo,4,mei,Airton,61985,16,0,-0.55,6,2.46,0,2.46,NA,NA,9,NA,6,4,NA,NA,2,6,NA,NA,NA,NA,NA,1,NA,NA,2019
277,Santos,6,Nulo,2,lat,Pará,62086,16,0,1.93,7,4.44,0,4.44,NA,NA,5,NA,10,9,2,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandão,62033,16,0,2.44,14,6.43,-0.59,7.02,NA,NA,12,NA,9,5,NA,NA,NA,5,6,12,NA,2,4,1,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Johnny ,106002,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Robinho,62104,16,0.8,0.92,11,6.15,0.15,6,NA,NA,12,NA,57,11,NA,1,4,19,3,7,NA,1,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,Vanderlei,62121,16,0,7.97,6,22.89,0,22.89,15,NA,2,6,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,6,tec,Enderson Moreira,62137,16,2.43,3.58,16,10.85,-0.04,10.889999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,5,ata,Walter,62128,16,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Maicon,62968,16,2.2,2.52,5,6.05,-0.22,6.27,NA,NA,3,NA,4,4,NA,2,1,4,NA,1,NA,NA,1,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Wellington,62129,16,2.7,-0.98,12,0.77,-0.01,0.78,NA,NA,3,NA,26,8,NA,NA,4,19,NA,NA,NA,NA,NA,NA,NA,NA,2019
