clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,FD,FF,FS,PE,RB,CA,DD,GS,SG,DP,FT,I,G,A,CV,PP,GC,ano
284,Grêmio,6,Nulo,3,zag,Emanuel,100840,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Jean Pyerre,98832,8,12.2,5.7,5,10.33,2.59,7.74,3,1,7,6,11,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Juninho Capixaba,94968,8,0,3.92,5,6.36,0,6.36,13,NA,NA,11,13,14,3,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Marcelo Boeck,37788,8,-2,-2.3,1,3.31,-0.76,4.07,NA,NA,NA,NA,2,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Thonny Anderson,101484,8,-1.6,0.2,3,2.57,-0.92,3.4899999999999998,5,1,1,3,8,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Dudu,102852,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Bruno,42499,8,0,3.5,3,5.46,0,5.46,3,NA,1,4,6,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Antonini,103069,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Giovanni Augusto,68938,8,6,1.37,6,4.24,1.09,3.1500000000000004,7,2,3,6,27,8,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2019
315,Chapecoense,7,Provável,6,tec,Ney Franco,37246,8,0.41,3.34,8,8.24,-0.4,8.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,8,0,1.64,5,4.29,0,4.29,NA,NA,NA,NA,6,NA,NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Heitor,104649,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Diego Souza,68911,8,10,2.11,7,6.25,1.13,5.12,9,2,4,9,16,1,1,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Ezequiel ,80318,8,0,4.4,1,4.11,0,4.11,2,NA,NA,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Rafael Barbosa,105396,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Fábio Sanches,71604,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Geovane,71667,8,0,1.71,7,3.89,-0.94,4.83,16,1,7,4,21,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Gilberto,73789,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Airton,61985,8,0,-1.75,4,1.57,0,1.57,5,NA,NA,3,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
266,Fluminense,5,Contundido,3,zag,Digão,68886,8,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,1,gol,Tiepo,98412,8,-3.3,3.32,8,12.84,-0.93,13.77,NA,NA,NA,2,8,NA,NA,14,13,1,1,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,5,Contundido,3,zag,Matheus Ferraz,38632,8,0,3.56,7,6.23,0,6.23,7,4,3,2,6,11,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,6,tec,Fernando Diniz,72391,8,3.4,2.81,8,6.4,0.46,5.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Luciano,80287,8,4.6,4.33,6,6.83,-0.23,7.0600000000000005,12,6,7,8,16,7,3,NA,NA,NA,NA,NA,3,2,1,NA,1,NA,2019
356,Fortaleza,5,Contundido,5,ata,Wellington Paulista,38279,8,0,3.94,5,10.59,0,10.59,13,2,4,6,3,3,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,2019
266,Fluminense,5,Contundido,4,mei,Bruno Silva,68698,8,0,5.33,3,9.58,0,9.58,4,1,2,7,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Dodi,89883,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,5,Contundido,3,zag,Paulo Ricardo,88224,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Rafael Sobis,37798,8,2.4,1.1,5,5.72,0.28,5.4399999999999995,3,4,4,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Yago,77500,8,-0.3,1.52,7,3.15,-0.19,3.34,4,NA,NA,2,8,4,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Pablo Dyego,86444,8,0,0,1,2.17,0,2.17,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,3,Suspenso,5,ata,Brenner,80080,8,-0.4,1.57,3,4.52,-1.51,6.029999999999999,9,1,1,8,6,1,3,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,2019
266,Fluminense,2,Dúvida,2,lat,Igor Julião,81951,8,4.8,2.98,4,4.01,0.72,3.29,6,NA,1,5,3,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,5,ata,Gonzalo Carneiro,101796,8,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Paes,101837,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,4,mei,Liziero,100761,8,0,2.13,3,4.74,0,4.74,4,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Renatinho,80395,8,0,0.23,3,2.48,0,2.48,1,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Nino,91708,8,0,1.79,7,2.41,0,2.41,9,1,NA,6,9,9,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Arrascaeta,87863,8,0,6.35,4,13.35,0,13.35,5,1,3,9,14,4,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Marlone,80944,8,1.4,2.46,5,5.99,-0.12,6.11,1,NA,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,3,zag,Roger Carvalho,51415,8,0,0.62,6,3.87,0,3.87,1,NA,1,2,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Everaldo ,91151,8,-0.5,0.57,3,2.6,-0.87,3.47,5,NA,1,4,2,NA,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Marlon,91706,8,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Berrío ,85300,8,-0.9,2.96,5,6.11,-0.38,6.49,6,NA,2,2,6,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
