clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,A,CA,FD,FF,FS,FT,G,I,PE,RB,CV,PP,DD,DP,GS,SG,GC,ano
276,São Paulo,6,Nulo,1,gol,Lucas Perri,91260,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,5,Contundido,5,ata,Everaldo ,91151,28,0,2.62,10,3.91,0,3.91,15,1,2,2,8,15,NA,1,3,7,8,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,5,Contundido,4,mei,Ramires,50293,28,0,1.17,3,6.79,0,6.79,2,NA,NA,NA,1,2,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Arboleda,91573,28,9.8,3.21,19,8.24,-0.38,8.620000000000001,22,1,5,5,5,15,NA,1,1,34,18,NA,NA,NA,NA,NA,7,NA,2019
266,Fluminense,6,Nulo,4,mei,Guilherme,50294,28,0,-0.66,5,2.63,0,2.63,4,NA,2,NA,NA,3,NA,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Gustavo Blanco,91191,28,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Leonardo Valencia,91508,28,0.6,1.4,14,3.68,-0.42,4.1000000000000005,4,1,2,3,8,5,NA,1,1,23,5,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Rony,91607,28,17.5,5.8,21,15.52,2.15,13.37,43,5,5,19,31,42,1,5,8,42,22,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Alexandre Pato,49675,28,3.8,4.28,18,9.22,0.19,9.030000000000001,19,NA,1,12,20,28,NA,5,13,35,14,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Maurício Ramos,42477,28,-1.8,1.64,11,3.78,-0.53,4.31,15,NA,1,2,1,9,NA,NA,NA,14,6,NA,NA,NA,NA,NA,3,NA,2019
266,Fluminense,7,Provável,3,zag,Nino,91708,28,7.8,3.08,25,5.34,1.34,4,23,1,6,2,6,16,NA,1,NA,22,36,NA,NA,NA,NA,NA,5,NA,2019
293,Athlético-PR,2,Dúvida,2,lat,Márcio Azevedo,42491,28,0,2.31,19,5.13,0.31,4.82,24,2,4,1,4,19,NA,NA,3,37,15,NA,NA,NA,NA,NA,6,NA,2019
290,Goiás,7,Provável,5,ata,Leandro Barcia,91242,28,0,3.16,24,8.36,-1.45,9.809999999999999,38,1,6,9,16,27,1,5,3,31,22,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Pepê,91201,28,0.5,2.96,22,5.28,0.16,5.12,15,1,1,8,13,16,NA,5,7,33,10,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Wilson,50284,28,0,1.97,3,4.21,0,4.21,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,8,NA,9,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Bruno,42499,28,0,2.77,7,4.62,0,4.62,7,NA,1,NA,1,5,NA,NA,NA,13,7,1,NA,NA,NA,NA,4,NA,2019
276,São Paulo,5,Contundido,4,mei,Everton,50301,28,0,1.68,16,7.34,0,7.34,32,2,3,3,3,22,NA,1,7,31,18,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Matheus Alves,91712,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rhodolfo,42501,28,0,2.12,5,4.62,0,4.62,4,NA,NA,1,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,2,NA,2019
284,Grêmio,6,Nulo,3,zag,Rodriguez,91251,28,0,6.17,6,4.69,0,4.69,2,1,NA,NA,1,1,NA,NA,2,11,14,NA,NA,NA,NA,NA,3,NA,2019
356,Fortaleza,7,Provável,4,mei,Felipe,91733,28,3.2,2.68,22,6.67,-0.01,6.68,42,1,9,2,4,21,NA,NA,NA,74,66,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,David Braz,50317,28,0,4.65,14,8.88,0,8.88,10,NA,NA,3,9,1,NA,2,NA,14,18,NA,NA,NA,NA,NA,4,NA,2019
315,Chapecoense,7,Provável,4,mei,Elicarlos,50313,28,0.7,0.71,15,4.22,0.07,4.1499999999999995,22,NA,5,2,8,18,NA,NA,NA,24,14,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Tião,47134,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Ernando,49651,28,0,4.64,8,10.78,0,10.78,2,NA,NA,NA,NA,4,1,1,NA,3,4,NA,NA,NA,NA,NA,4,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Ramón Martínez,92155,28,0,1.78,7,4.73,0,4.73,5,NA,1,NA,1,4,NA,NA,1,6,11,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Adalberto,51549,28,0,-2.8,1,1.72,0,1.72,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Giovanny ,92085,28,0,-1.6,1,1.24,0,1.24,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Hudson,50324,28,0,2.13,15,8.89,-0.16,9.05,25,1,3,4,1,10,NA,1,1,18,22,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Ralf,52190,28,0.9,4.61,18,10.37,-1.2,11.569999999999999,19,NA,1,2,2,28,1,1,NA,22,48,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,André Luís,92146,28,-0.2,1.89,18,4.07,-0.45,4.5200000000000005,11,NA,4,5,3,35,3,2,4,20,3,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Everton Ribeiro,51772,28,5.7,3.83,23,12.55,0.55,12,22,6,3,9,13,42,NA,1,1,70,31,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Juninho,92182,28,8.7,4.03,18,7.38,1.55,5.83,14,NA,1,4,4,11,NA,1,1,35,14,NA,NA,NA,NA,NA,10,NA,2019
267,Vasco,2,Dúvida,4,mei,Raul,92496,28,2.2,4.37,20,7.83,-0.11,7.94,35,2,5,8,8,49,NA,NA,NA,36,50,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Caíque França,91808,28,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,David Duarte,91772,28,0,2.92,7,8.03,0,8.03,2,NA,NA,NA,3,3,NA,NA,NA,10,7,NA,NA,NA,NA,NA,2,NA,2019
282,Atlético-MG,7,Provável,3,zag,Réver,52253,28,3.2,5.05,20,12.13,-1.04,13.170000000000002,7,2,1,5,10,17,2,1,1,30,33,NA,NA,NA,NA,NA,4,NA,2019
284,Grêmio,5,Contundido,3,zag,Marcelo Oliveira,50328,28,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Marquinho,50407,28,0,1.15,6,4.67,0,4.67,9,NA,NA,2,1,3,NA,NA,1,6,6,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Kevin ,91888,28,0,0.68,4,5.05,0,5.05,1,NA,2,NA,1,2,NA,NA,NA,13,5,NA,NA,NA,NA,NA,1,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato Kayzer,92696,28,0,1.21,11,2.18,0,2.18,10,NA,NA,1,2,8,NA,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Victor,52950,28,0,3.32,9,6.56,0,6.56,NA,NA,1,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,17,NA,11,1,NA,2019
267,Vasco,6,Nulo,3,zag,Breno,50408,28,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Deyverson,92708,28,11.5,4.31,14,11.35,0.3,11.049999999999999,16,2,2,8,16,41,NA,3,19,24,8,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Anderson Martins,52618,28,0,2.05,10,3.52,0,3.52,12,NA,5,NA,NA,1,NA,NA,NA,12,13,NA,NA,NA,NA,NA,4,NA,2019
267,Vasco,6,Nulo,4,mei,Bruno César,52558,28,0,1.37,9,6.11,0,6.11,5,NA,1,NA,1,12,NA,2,1,10,1,NA,1,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Léo,50459,28,0,1.92,13,6.34,0,6.34,16,NA,1,NA,NA,4,NA,NA,NA,15,15,NA,NA,NA,NA,NA,3,NA,2019
264,Corinthians,7,Provável,2,lat,Fagner,42500,28,0,5.23,20,13.47,0,13.47,18,2,4,4,4,29,NA,1,NA,70,38,NA,NA,NA,NA,NA,9,NA,2019
315,Chapecoense,7,Provável,3,zag,Rafael Pereira,51194,28,-2,0.22,12,3.21,0,3.21,4,NA,4,NA,NA,3,NA,1,NA,20,6,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Derley,60791,28,0,-0.5,2,3.15,0,3.15,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Fernando Medeiros,92841,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,2,lat,Gilson,52674,28,0,1.68,18,5.35,0,5.35,20,1,3,NA,1,16,NA,NA,NA,37,19,2,NA,NA,NA,NA,5,NA,2019
282,Atlético-MG,7,Provável,4,mei,Elias,54395,28,0,1.46,22,7.94,0,7.94,28,1,3,5,6,17,1,1,NA,63,27,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Mateus Vital,93108,28,5.4,4.1,20,7.93,0.24,7.6899999999999995,11,2,1,9,16,49,NA,1,NA,22,20,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Ronaldo,92981,28,0,3.1,12,4.38,0,4.38,17,1,2,NA,3,10,NA,NA,NA,21,29,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,Fabrício,61228,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Lucas Fernandes,94931,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Apodi,51042,28,-2.1,2.82,25,5.09,-0.82,5.91,40,1,4,10,9,35,NA,3,8,44,10,NA,NA,NA,NA,NA,7,NA,2019
267,Vasco,6,Nulo,4,mei,Andrey,93787,28,0,2.73,14,5.89,0,5.89,13,NA,1,3,5,9,1,1,NA,21,20,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Airton,61985,28,0,-0.39,8,2.38,0,2.38,10,NA,2,NA,NA,11,NA,NA,NA,7,5,1,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Camilo,62009,28,1.3,2.54,20,6.41,-0.74,7.15,28,4,2,9,16,18,1,1,5,49,15,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Orinho,95542,28,0,4.92,4,2.97,0,2.97,6,NA,NA,1,2,3,NA,NA,NA,2,6,NA,NA,NA,NA,NA,2,NA,2019
266,Fluminense,7,Provável,4,mei,Daniel,93791,28,8,1.91,21,5.58,1.34,4.24,13,2,2,7,4,27,NA,1,NA,55,16,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,2,lat,Pará,62086,28,7,2.52,11,5.5,1.26,4.24,12,NA,3,NA,1,6,NA,NA,NA,12,13,NA,NA,NA,NA,NA,4,NA,2019
285,Internacional,7,Provável,4,mei,D'Alessandro,62023,28,0,0.93,14,6.07,0,6.07,3,1,3,9,6,13,NA,1,6,45,4,NA,1,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Matheus Cabral,93795,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Lucas França,93869,28,0,4,1,2.36,0,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,2019
263,Botafogo,7,Provável,2,lat,Marcinho,93797,28,-1,3.29,20,6.35,-0.72,7.069999999999999,27,3,2,6,11,14,1,1,1,52,17,NA,NA,NA,NA,NA,5,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandão,62033,28,0.7,1.75,24,6.03,-0.11,6.140000000000001,10,NA,1,9,15,13,NA,3,6,13,5,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,4,mei,Jean,62047,28,-0.9,-0.16,5,3.41,-0.51,3.92,2,NA,NA,NA,NA,1,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Keiller,93834,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,1,gol,Cleiton,93882,28,-1,1.8,15,2.28,-1.47,3.75,NA,NA,1,NA,NA,5,NA,NA,NA,12,NA,NA,NA,14,1,17,3,NA,2019
275,Palmeiras,6,Nulo,4,mei,Matheus Fernandes,94067,28,0,1.7,5,4.03,0,4.03,1,NA,NA,1,NA,3,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Marcos Júnior,93893,28,0,1.57,19,3.37,0,3.37,30,NA,4,4,6,24,1,1,NA,48,23,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Robinho,62104,28,-2.7,0.48,21,4.94,-0.81,5.75,31,1,7,5,13,21,NA,1,NA,91,18,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,5,ata,Walter,62128,28,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,Vanderlei,62121,28,0,7.97,6,22.89,0,22.89,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,15,NA,6,3,NA,2019
277,Santos,6,Nulo,1,gol,John Victor,94044,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Wellington,62129,28,-0.6,-0.49,21,0.77,-0.45,1.22,38,1,7,3,3,11,NA,NA,NA,44,13,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Werley,62974,28,0,-0.82,6,0.78,0,0.78,5,NA,NA,3,NA,1,NA,NA,3,5,1,NA,NA,NA,NA,NA,NA,1,2019
282,Atlético-MG,6,Nulo,5,ata,Maicon,62968,28,0,1.76,9,5.16,0,5.16,8,2,1,1,3,6,NA,NA,1,11,6,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Ribamar,94068,28,1.2,2.73,11,2.97,-0.04,3.0100000000000002,15,NA,NA,6,12,9,1,2,7,8,2,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Ganso,62977,28,0,1.71,21,7.2,-0.21,7.41,24,NA,7,8,12,27,NA,2,NA,66,22,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Lima,94288,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,5,ata,Felipe Vizeu,94138,28,0,0.67,9,2.41,0,2.41,9,NA,NA,NA,4,3,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,5,Contundido,4,mei,Diego Pituca,94156,28,1.2,1.25,26,3.32,-0.29,3.61,52,NA,7,11,12,25,2,1,NA,64,28,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,3,zag,Marcelo Benevenuto,95638,28,0,2,12,4.68,0,4.68,7,1,3,NA,1,12,1,2,NA,21,6,NA,NA,NA,NA,NA,2,2,2019
275,Palmeiras,2,Dúvida,2,lat,Marcos Rocha,63013,28,0,6.22,18,17.03,0,17.03,32,1,2,1,4,26,NA,1,1,62,57,NA,NA,NA,NA,NA,7,NA,2019
290,Goiás,6,Nulo,2,lat,Alan Ruschel,63110,28,0,1.95,9,4.6,0,4.6,19,NA,4,2,1,15,NA,1,NA,9,6,NA,NA,NA,NA,NA,2,NA,2019
354,Ceará,7,Provável,4,mei,William Oliveira,94297,28,7,1.13,10,3.3,1.06,2.2399999999999998,15,NA,5,2,3,12,NA,NA,1,8,14,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,1,gol,Rodolfo,63082,28,0,-0.67,6,2.22,0,2.22,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,7,NA,12,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Raphael Veiga,94509,28,0,2.48,10,6.73,0,6.73,8,NA,NA,3,9,7,NA,1,NA,8,6,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Alessandro Vinícius,94495,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Pedro Ken,50877,28,0,1.36,11,2.91,0,2.91,12,NA,2,NA,1,13,NA,NA,NA,6,13,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Paulão,63172,28,1.7,3.14,5,5.1,0.18,4.92,2,NA,NA,1,NA,3,NA,NA,NA,5,7,NA,NA,NA,NA,NA,1,NA,2019
315,Chapecoense,7,Provável,3,zag,Douglas,63128,28,0,0.29,17,2.44,0,2.44,21,NA,6,1,5,5,NA,NA,NA,13,9,NA,NA,NA,NA,NA,2,NA,2019
341,CSA,5,Contundido,4,mei,Didira,63178,28,0,1.39,13,5.3,0,5.3,14,NA,3,2,3,14,NA,NA,NA,21,17,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Carlinhos,63194,28,2.7,3,22,6.47,0.27,6.199999999999999,43,2,5,4,7,17,NA,1,1,45,43,1,NA,NA,NA,NA,3,NA,2019
285,Internacional,7,Provável,4,mei,Edenílson,63289,28,3.1,3.21,21,8.83,0.16,8.67,18,2,5,4,3,17,NA,5,NA,45,23,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Luan,63219,28,1.2,4.11,18,7.92,-0.53,8.45,33,1,5,5,15,36,NA,3,2,55,38,NA,1,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,André,68690,28,0,2.17,16,7.31,0,7.31,20,2,3,5,5,19,1,2,4,18,9,NA,1,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Rodrigo Moledo,63354,28,0,4.46,9,6.3,0,6.3,3,NA,1,2,1,2,NA,1,NA,5,12,NA,NA,NA,NA,NA,3,NA,2019
354,Ceará,7,Provável,5,ata,Bergson,68696,28,7.5,2.6,16,5.69,0.46,5.23,15,NA,2,13,11,20,NA,2,7,14,7,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Jucilei,63422,28,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Bruno Silva,68698,28,0.5,2.07,11,6.79,0.17,6.62,22,NA,4,3,2,15,NA,NA,1,21,24,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Dodô,68727,28,0,2.95,12,6.02,0,6.02,16,NA,1,3,2,5,1,NA,1,29,16,NA,NA,NA,NA,NA,4,NA,2019
341,CSA,6,Nulo,5,ata,Jarro Pedroso,94542,28,0,-0.38,4,1.21,0,1.21,3,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Camacho,68770,28,-0.6,0.3,2,3.25,-1.05,4.3,1,NA,NA,NA,NA,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Jonatan Gomez,94857,28,1.4,4.83,20,5.85,-0.01,5.859999999999999,23,2,4,12,16,57,NA,5,1,53,18,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Zeca,94976,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Marco Antônio,94975,28,1.3,3.53,3,2.77,-1.09,3.8600000000000003,2,1,NA,NA,1,6,NA,NA,1,4,3,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Juninho Capixaba,94968,28,0,3.47,15,7.24,0,7.24,27,1,7,2,2,33,NA,NA,3,35,24,NA,NA,NA,NA,NA,6,NA,2019
285,Internacional,7,Provável,6,tec,Zé Ricardo,95780,28,3.66,2.52,8,6.75,-0.06,6.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Geovane Itinga,94980,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Gustavo Bochecha,95798,28,0,1.67,19,6.05,0,6.05,8,1,2,5,7,15,NA,NA,NA,58,24,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Piris da Motta,95802,28,0,0.66,19,3.19,0,3.19,14,NA,3,1,3,16,NA,NA,NA,13,12,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Felipinho,94981,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Artur,95799,28,9.7,3.29,24,10.97,0.5,10.47,20,2,6,11,20,36,NA,6,5,74,16,NA,1,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Max,94982,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,5,Contundido,3,zag,Léo Santos,95820,28,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Matheus Jesus,95335,28,0,2.4,5,4.5,0,4.5,3,NA,NA,NA,NA,7,NA,NA,1,5,8,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Thalles,95222,28,0,2,1,1.89,0,1.89,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Matheus Lucas,95246,28,0,1.1,2,1.1,0,1.1,3,NA,NA,NA,1,4,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Jefferson,95220,28,3.4,4.57,25,11.66,0.33,11.33,20,2,4,3,7,27,NA,1,1,51,45,NA,NA,NA,NA,NA,8,NA,2019
314,Avaí,6,Nulo,3,zag,Kunde,95476,28,0,0.1,4,0.75,0,0.75,7,NA,2,NA,NA,1,NA,NA,NA,7,3,NA,NA,NA,NA,NA,1,NA,2019
314,Avaí,7,Provável,4,mei,Wesley,99462,28,2.4,-1.2,3,1.76,0.98,0.78,4,NA,1,NA,2,1,NA,NA,NA,4,3,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,2,lat,Felipe Jonatan,101708,28,7.8,3.81,18,9.86,0.23,9.629999999999999,11,NA,NA,7,7,9,NA,2,1,28,9,NA,NA,NA,NA,NA,7,NA,2019
265,Bahia,7,Provável,4,mei,Gregore,95464,28,7.5,2.3,25,10.61,0.97,9.639999999999999,87,1,5,2,10,20,NA,NA,NA,73,75,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Orejuela,95352,28,10.4,2.92,14,6.7,1.51,5.19,28,NA,2,3,2,13,NA,1,1,28,22,NA,NA,NA,NA,NA,3,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Lucas Halter,102253,28,0,1.61,9,3.09,0,3.09,5,NA,1,2,3,2,NA,NA,NA,8,7,NA,NA,NA,NA,NA,1,NA,2019
267,Vasco,6,Nulo,5,ata,Jairinho,102139,28,0,1.77,4,2.89,0,2.89,1,NA,NA,2,1,4,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Wenderson,99474,28,0,2.9,1,3.4,0,3.4,NA,NA,NA,NA,NA,4,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Leite,102301,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Brenner,99789,28,0,2.3,6,3.14,0,3.14,2,NA,NA,2,4,4,1,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Igor Cássio,99661,28,-0.9,1.62,5,1.15,-1.61,2.76,2,NA,1,NA,1,1,NA,1,NA,4,2,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Gabriel,102290,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Caio Paulista,102318,28,0,2.8,20,4.12,0,4.12,21,NA,NA,6,20,25,NA,NA,2,34,28,NA,NA,NA,NA,NA,NA,NA,2019
