clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,A,CA,FD,FF,FS,FT,G,I,PE,RB,CV,PP,DD,DP,GS,SG,GC,ano
314,Avaí,6,Nulo,4,mei,Jean,99459,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,3,zag,Dedé,60819,28,0,5.08,20,14.63,0,14.63,14,NA,2,4,6,21,NA,3,NA,45,28,NA,NA,NA,NA,NA,8,NA,2019
315,Chapecoense,5,Contundido,5,ata,Thiago Santos,93151,28,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Uendel,60852,28,0,3.64,12,5.39,0,5.39,13,1,1,2,4,4,NA,NA,4,28,20,NA,NA,NA,NA,NA,4,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Michael,93659,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Patric,60969,28,0,1.49,15,3.65,0,3.65,25,1,3,3,7,5,NA,NA,NA,39,14,NA,NA,NA,NA,NA,3,NA,2019
283,Cruzeiro,5,Contundido,4,mei,Rodriguinho,61033,28,0,2.48,5,5.52,0,5.52,3,NA,2,1,3,7,NA,1,1,9,4,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Gilberto,61188,28,-1.4,6.47,23,15.62,-0.91,16.529999999999998,26,3,1,10,24,13,2,11,7,27,19,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Lucas Veríssimo,93368,28,0,3.63,24,9.11,0,9.11,49,NA,6,3,10,17,2,1,1,56,48,2,NA,NA,NA,NA,10,1,2019
341,CSA,6,Nulo,5,ata,Alisson Safira,93782,28,0,0.65,4,3.13,0,3.13,7,1,1,NA,NA,6,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Jobson,93377,28,0.2,1.35,2,3.16,-0.41,3.5700000000000003,2,NA,2,NA,NA,4,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Eduardo,50645,28,2.8,2.46,17,8.13,0.18,7.950000000000001,18,1,3,1,NA,22,NA,NA,NA,49,23,NA,NA,NA,NA,NA,4,NA,2019
277,Santos,6,Nulo,2,lat,Alan Cardoso,93785,28,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Joel Carli,93414,28,-0.8,1.31,18,5.6,0.01,5.59,16,NA,7,1,2,13,1,NA,1,41,14,NA,NA,NA,NA,NA,5,NA,2019
356,Fortaleza,5,Contundido,3,zag,Roger Carvalho,51415,28,0,0.98,12,4.09,0,4.09,5,NA,NA,NA,3,3,NA,NA,NA,24,5,NA,NA,NA,NA,NA,2,NA,2019
354,Ceará,5,Contundido,3,zag,Tiago Alves,51495,28,0,2.27,18,5.9,0,5.9,14,1,1,1,2,2,1,1,2,28,13,NA,NA,NA,NA,NA,4,NA,2019
264,Corinthians,6,Nulo,1,gol,Walter,51413,28,0,6.97,4,6.45,0,6.45,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,8,NA,3,2,NA,2019
265,Bahia,6,Nulo,5,ata,Lucca,61149,28,0,2.25,12,5.39,0,5.39,14,NA,1,9,6,21,NA,NA,1,15,10,NA,NA,NA,NA,NA,NA,NA,2019
