clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,FC,FF,FS,I,PE,RB,SG,CV,FD,DD,GS,G,DP,PP,FT,GC,ano
293,Athlético-PR,3,Suspenso,5,ata,Marco Ruben,73741,31,-1.8,3.39,18,12.65,-0.63,13.280000000000001,3,3,34,12,11,6,15,11,NA,NA,10,NA,NA,3,NA,NA,3,NA,2019
276,São Paulo,7,Provável,2,lat,Reinaldo,78850,31,3.9,6.49,28,15.32,-0.12,15.44,1,5,36,21,34,NA,61,52,12,NA,8,NA,NA,5,NA,1,2,NA,2019
275,Palmeiras,7,Provável,4,mei,Thiago Santos,78855,31,-0.6,2.32,11,5.03,-0.84,5.87,NA,3,26,1,10,1,10,22,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Richard,78851,31,0,1.2,1,4.73,0,4.73,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,31,0,1.64,21,9.11,0,9.11,1,3,26,12,26,1,31,17,NA,1,10,NA,NA,NA,NA,NA,1,NA,2019
277,Santos,2,Dúvida,4,mei,Alison,73974,31,4,2.85,16,5.38,-0.15,5.53,1,6,27,7,20,NA,17,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,5,ata,Guilherme Parede,83438,31,-0.1,2.15,21,4.47,0,4.47,2,2,21,15,36,15,24,6,NA,NA,8,NA,NA,2,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,2,lat,Rodinei,73992,31,0,1.99,12,2.97,0,2.97,1,3,12,1,9,2,10,9,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,31,0.7,4.5,25,8.86,-1.79,10.649999999999999,NA,3,NA,NA,5,NA,13,NA,7,NA,NA,49,31,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Rafinha,83681,31,7.5,3.28,4,4.35,1.16,3.1899999999999995,NA,NA,3,NA,3,NA,3,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Diego Tavares,83869,31,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Patrick,83433,31,3.2,4.3,19,9.08,0.53,8.55,1,5,30,10,30,NA,33,46,NA,NA,3,NA,NA,2,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Clayson,83817,31,5,2.66,24,10.21,0.42,9.790000000000001,3,4,29,7,38,3,46,17,NA,NA,8,NA,NA,3,NA,NA,1,NA,2019
290,Goiás,6,Nulo,4,mei,Jean Carlos,84253,31,0,-2.8,1,0.78,0,0.78,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Fernando Sobral,84428,31,0,2.14,13,5.34,0,5.34,NA,1,17,6,11,1,23,22,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Rafinha,84381,31,0,2.48,6,4.18,0,4.18,NA,1,5,4,3,1,3,1,NA,NA,3,NA,NA,1,NA,NA,1,NA,2019
285,Internacional,6,Nulo,4,mei,Matheus Galdezani,82634,31,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,2,lat,Danilo Barcelos,84382,31,-4.4,3,18,4.63,-1.73,6.359999999999999,1,2,30,7,9,1,44,21,4,1,5,NA,NA,2,NA,NA,1,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,3,Suspenso,3,zag,Léo Pereira,83528,31,2.7,1.85,25,8.11,-0.11,8.219999999999999,NA,6,35,6,13,2,58,19,7,NA,3,NA,NA,2,NA,NA,NA,NA,2019
284,Grêmio,3,Suspenso,2,lat,Bruno Cortez,72079,31,4.2,4.35,16,6.47,-1.02,7.49,2,3,17,1,18,4,29,28,5,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Neilton,83772,31,0,2.25,12,6.11,0,6.11,NA,1,10,9,21,2,22,9,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Bruno Melo,84339,31,12.5,5.46,8,5.7,1.12,4.58,3,NA,9,2,12,1,12,5,2,1,1,NA,NA,2,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Max Walef,84338,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,3,Suspenso,5,ata,Bruno Alves,84462,31,0.7,-0.61,7,0.78,0,0.78,NA,3,11,2,4,NA,6,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,2,Dúvida,5,ata,Victor Rangel,82653,31,0,0.57,14,1.58,-0.38,1.96,NA,2,15,6,25,3,11,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Igor Fernandes,82635,31,3.4,3.12,23,5.11,0.08,5.03,NA,4,25,5,19,3,46,36,7,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcelo Rangel,82730,31,0,12.5,1,5.43,0,5.43,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,31,0,0.38,5,2.86,0,2.86,NA,1,NA,1,4,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Valdo,84509,31,5.3,2.66,26,5.46,0.79,4.67,1,3,23,6,16,NA,22,28,6,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Romarinho,84523,31,10.7,3.46,25,7.23,1.66,5.57,3,1,16,7,56,2,46,17,NA,NA,11,NA,NA,3,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Lucão,84554,31,1.2,1.2,1,1.85,-0.15,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Marcelo Hermes,82639,31,0,2.94,10,3.53,0,3.53,1,3,9,3,10,NA,17,11,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,3,zag,Luan Peres ,84847,31,0,1.5,5,2.63,0,2.63,NA,2,7,2,2,NA,12,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Lucas Frigeri,84854,31,-4,1.13,3,3.41,-0.47,3.88,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6,7,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Vinícius Araújo,82767,31,1.6,2.35,8,2.2,0.16,2.04,NA,NA,13,4,15,3,16,3,NA,NA,7,NA,NA,1,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Nico López,84709,31,0,2.57,20,12.52,0,12.52,3,6,25,20,13,13,42,21,NA,NA,14,NA,NA,1,NA,NA,2,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Joel,82787,31,0,1.3,1,1.94,0,1.94,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Felipe,84860,31,0,6.43,3,4.81,0,4.81,2,NA,6,NA,5,NA,9,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,31,0,1.7,1,4.35,0,4.35,NA,1,2,1,3,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Daniel Amorim,82880,31,0,1.37,9,5.13,0,5.13,NA,1,6,5,9,2,6,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Euller ,84890,31,0.3,1.17,10,3.19,-0.11,3.3,NA,1,8,6,5,NA,9,6,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2019
263,Botafogo,7,Provável,6,tec,Alberto Valentim,84863,31,0.81,2.94,21,6.66,-0.47,7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,5,Contundido,2,lat,Henrique,84893,31,0,2.88,16,4.83,0,4.83,NA,5,20,2,26,NA,18,17,6,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Marcos Felipe ,85004,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Berrío ,85300,31,0,1.17,16,5.06,0,5.06,2,1,15,6,4,NA,16,8,NA,1,1,NA,NA,1,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,João Paulo,85425,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Valdívia,85423,31,0,1.45,11,3.86,0,3.86,1,NA,10,5,10,NA,14,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,2,lat,Cristovam,82930,31,0,1.93,6,2.88,0,2.88,NA,4,12,1,16,NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Alex Santana,85465,31,1.1,4.25,19,9.7,-0.42,10.12,NA,2,11,15,26,NA,22,13,NA,NA,8,NA,NA,5,NA,NA,1,NA,2019
276,São Paulo,6,Nulo,2,lat,Léo,85626,31,0,2.3,2,4.47,0,4.47,NA,1,2,NA,1,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Raniel,86797,31,0,1.89,12,5.94,0,5.94,1,2,14,8,17,4,14,5,NA,1,7,NA,NA,1,NA,NA,2,1,2019
354,Ceará,7,Provável,2,lat,João Lucas,86740,31,8.2,2.62,26,10.58,0.41,10.17,NA,1,12,6,8,4,57,30,6,NA,7,NA,NA,1,NA,NA,NA,1,2019
282,Atlético-MG,5,Contundido,1,gol,Uilson,85418,31,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Hyoran,85931,31,0,3.3,6,4.6,0,4.6,1,NA,8,5,5,NA,6,5,NA,NA,3,NA,NA,NA,NA,NA,1,NA,2019
314,Avaí,6,Nulo,4,mei,Mosquera,86116,31,0,0.89,11,2.43,0,2.43,NA,2,8,3,14,NA,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Leandro Carvalho,88669,31,0,3.22,22,9.99,0,9.99,2,4,14,14,29,2,43,18,NA,NA,11,NA,NA,3,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Borja,86120,31,0,1.6,5,5.77,0,5.77,1,1,5,1,6,1,3,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Everton,86757,31,6.2,7.46,24,17.78,-0.31,18.09,5,3,15,25,21,1,42,30,NA,NA,16,NA,NA,10,NA,NA,2,NA,2019
267,Vasco,2,Dúvida,4,mei,Felipe Ferreira,86749,31,0,0.87,7,2.42,-0.13,2.55,NA,NA,1,3,3,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Wanderson,86143,31,0,-2.5,1,1.68,0,1.68,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Pablo Dyego,86444,31,1.8,1.3,5,1.99,-0.05,2.04,NA,NA,2,1,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,2,lat,Natanael,86264,31,0,1.47,6,4.46,0,4.46,NA,2,8,1,4,NA,15,9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2019
284,Grêmio,5,Contundido,5,ata,Luan,86759,31,0,5.3,20,11.16,0,11.16,6,NA,11,14,35,3,56,16,NA,NA,10,NA,NA,4,NA,NA,1,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Matheus Rossetto,86766,31,0,0.17,6,2.49,0,2.49,NA,2,11,NA,3,NA,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,João Paulo,86770,31,10.4,3.05,23,7.29,0.44,6.85,NA,5,37,10,33,NA,57,34,NA,NA,7,NA,NA,4,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,Jordi,86776,31,0,6.1,24,10.48,0,10.48,NA,4,3,NA,3,NA,15,NA,8,NA,NA,57,33,NA,2,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Victor Luis,86410,31,1.8,-1.6,3,4.47,0.3,4.17,NA,1,7,2,1,NA,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Luanderson ,86380,31,-1.4,3.17,7,2.27,-0.86,3.13,NA,1,8,1,14,NA,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,José Welison,86859,31,6.9,1.99,12,5.05,1.29,3.76,NA,2,13,5,8,NA,17,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Matheus Vargas,87929,31,0,1.6,2,2.2,0,2.2,NA,NA,3,NA,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Tchê Tchê,86686,31,2.3,2.04,29,5.33,-0.31,5.64,NA,5,36,14,36,1,61,38,NA,NA,10,NA,NA,1,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Ewandro,86842,31,0,-1.25,2,2.26,0,2.26,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Richard,86711,31,0,1.72,21,3.4,0,3.4,1,6,32,5,23,NA,31,33,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Ruan,95860,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Everton Felipe,86519,31,0,0.75,8,2.17,0,2.17,NA,1,3,3,10,NA,12,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Bruno Sávio,89101,31,0,0.68,5,1.34,0,1.34,NA,1,3,2,1,NA,8,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Gustavo,86932,31,0,1.84,18,3.82,0.16,3.6599999999999997,1,1,24,9,17,5,7,6,NA,NA,5,NA,NA,2,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Iago Maidana,89226,31,0,3.35,4,3.9,0,3.9,NA,2,5,2,2,NA,9,6,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2019
265,Bahia,2,Dúvida,2,lat,João Pedro ,89273,31,0,2.12,6,4.4,0,4.4,NA,2,9,3,5,NA,8,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Jean,89150,31,-2.5,0.07,4,2.73,-0.84,3.57,NA,1,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Gerson,89256,31,-1.1,3.9,21,8.9,-1.19,10.09,2,2,47,7,64,NA,43,31,NA,NA,5,NA,NA,2,NA,NA,2,NA,2019
314,Avaí,6,Nulo,4,mei,Gustavo Ferrareis,89815,31,0,0.74,10,2.67,0,2.67,NA,2,9,11,13,1,21,5,NA,1,4,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Saulo,89492,31,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Caju,89342,31,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Dodi,89883,31,0,0.68,4,2.44,0,2.44,NA,1,NA,NA,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Igor Rabello,89493,31,4.5,2.04,27,9.04,0.99,8.049999999999999,NA,2,30,6,16,1,28,32,5,1,2,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Bruno Henrique,90285,31,6.9,7.38,28,21.01,-2.01,23.020000000000003,4,7,49,34,63,9,48,22,NA,NA,23,NA,NA,15,NA,1,3,NA,2019
315,Chapecoense,7,Provável,2,lat,Bruno Pacheco,90061,31,2.4,3.88,28,13.05,-0.22,13.270000000000001,4,3,44,4,60,NA,64,54,5,1,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Yago Rocha,90118,31,1,1.92,15,2.07,-0.63,2.6999999999999997,NA,1,17,2,11,1,22,13,5,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Léo Sena,90572,31,7.6,4.86,25,9.6,1.36,8.24,1,5,26,7,105,NA,64,70,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,3,zag,Fabrício Bruno,90768,31,5.8,3.33,16,5.96,0.2,5.76,NA,3,3,3,11,NA,20,12,8,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Moisés,90444,31,1.7,5.16,23,13.16,0.39,12.77,2,4,45,10,11,2,39,59,10,1,4,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Pedro Rocha,90302,31,0,2.95,17,9.73,0,9.73,2,2,15,7,25,3,46,14,NA,NA,10,NA,NA,2,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Elias,90843,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,David,90309,31,1.2,1.29,28,4.75,-0.37,5.12,2,3,43,20,23,11,39,15,NA,NA,15,NA,NA,NA,NA,NA,1,NA,2019
266,Fluminense,7,Provável,4,mei,Yuri Lima,90569,31,-1,0.24,18,1.61,-0.65,2.2600000000000002,NA,8,29,3,8,NA,25,23,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,3,Suspenso,4,mei,Luiz Fernando ,90715,31,-4.4,1.15,27,3.16,-0.91,4.07,NA,4,31,15,34,4,38,18,NA,1,5,NA,NA,1,NA,NA,1,NA,2019
285,Internacional,6,Nulo,3,zag,Klaus,90846,31,0,1.23,10,3.11,0,3.11,NA,1,9,NA,3,NA,21,5,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Carlos Eduardo,90917,31,0,-0.18,5,2.82,0,2.82,NA,2,5,1,8,2,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,2,lat,Leonardo,86973,31,0,2.7,9,5.41,0,5.41,NA,2,9,3,1,NA,18,7,4,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Zé Marcos,90943,31,-0.5,-0.3,2,0.78,0.01,0.77,NA,NA,3,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Flávio,91102,31,-0.8,2.11,23,3.26,-0.53,3.79,NA,2,44,8,19,1,30,44,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandinho,91130,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Everaldo ,91151,31,0,2.62,10,3.91,0,3.91,1,2,15,8,15,3,7,8,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Nathan,87009,31,0,2.98,19,5.95,0,5.95,NA,2,24,6,8,NA,24,20,NA,NA,5,NA,NA,4,NA,NA,1,NA,2019
276,São Paulo,6,Nulo,1,gol,Jean,90933,31,0,-2,0,3.32,0,3.32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,3,zag,Pedro Henrique,87225,31,0,4.46,13,8.45,0,8.45,NA,NA,2,3,13,NA,16,15,6,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Gustavo Blanco,91191,31,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Pepê,91201,31,2,3.37,25,5.95,-0.75,6.7,2,1,15,15,18,7,36,13,NA,NA,8,NA,NA,6,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,2,lat,Zeca,87192,31,0,3.67,20,7.31,0,7.31,NA,4,13,3,6,NA,40,39,7,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Emerson Santos,86972,31,0,2.88,11,4.12,0,4.12,NA,3,13,NA,3,1,22,13,4,NA,2,NA,NA,1,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Leandro Barcia,91242,31,-2.6,2.58,27,7.73,-0.37,8.1,1,8,49,17,30,4,35,23,NA,NA,10,NA,NA,5,NA,NA,1,NA,2019
277,Santos,7,Provável,4,mei,Soteldo,87258,31,-0.8,3.35,27,7.07,-3.12,10.190000000000001,2,10,20,18,37,15,60,18,NA,NA,16,NA,NA,6,NA,NA,3,NA,2019
284,Grêmio,7,Provável,3,zag,Kannemann,87342,31,0,4.61,12,11.76,-1.79,13.55,NA,7,26,1,13,NA,15,31,5,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Rodriguez,91251,31,0,5.5,7,4.45,0,4.45,1,NA,2,1,1,2,11,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,2,Dúvida,4,mei,Raul,92496,31,1.7,4.23,23,7.94,-0.03,7.970000000000001,2,5,39,11,56,NA,41,55,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Perri,91260,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Caíque Sá,87437,31,0,-0.25,2,3.03,0,3.03,NA,1,4,NA,1,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Arboleda,91573,31,1.7,3.26,22,7.22,-0.52,7.74,1,5,24,6,20,1,38,21,8,NA,5,NA,NA,1,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Gabriel,87393,31,-3.4,3.18,29,8.11,-0.64,8.75,1,4,15,6,26,1,41,35,7,NA,2,NA,NA,1,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,4,mei,Thaciano,87470,31,0,2.73,22,4.83,0,4.83,1,4,21,7,15,3,18,27,NA,NA,9,NA,NA,2,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Nino,91708,31,5.9,3.23,28,5.36,0.34,5.0200000000000005,1,7,24,8,17,NA,24,39,7,NA,2,NA,NA,1,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Leonardo Valencia,91508,31,4.2,1.58,17,4.38,0.76,3.62,1,2,6,11,7,1,26,8,NA,NA,4,NA,NA,1,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Rony,91607,31,3.9,5.54,24,13.63,0.68,12.950000000000001,5,5,49,35,48,10,47,22,NA,NA,21,NA,NA,6,NA,NA,1,NA,2019
276,São Paulo,7,Provável,4,mei,Vitor Bueno,87552,31,2.2,3.2,21,6.27,-1.33,7.6,NA,NA,11,12,19,NA,33,20,NA,NA,3,NA,NA,3,NA,NA,2,NA,2019
285,Internacional,6,Nulo,5,ata,Tréllez,87679,31,0,1.58,4,4.35,0,4.35,NA,NA,5,6,4,5,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Yago Felipe,87747,31,0,3.4,24,5.41,0,5.41,2,5,30,4,43,2,35,42,NA,NA,4,NA,NA,1,NA,NA,2,NA,2019
290,Goiás,6,Nulo,1,gol,Matheus Alves,91712,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Caíque França,91808,31,0,0,1,2.32,0,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Giovanny ,92085,31,0,-1.6,1,1.24,0,1.24,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Sornoza,87877,31,0,1.7,18,4.35,0,4.35,1,4,20,12,16,1,20,14,NA,NA,7,NA,NA,NA,NA,NA,1,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Ramón Martínez,92155,31,0,1.78,7,4.73,0,4.73,NA,1,5,1,4,1,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,4,mei,Arrascaeta,87863,31,0,10.64,17,17.36,0,17.36,9,1,19,15,33,NA,68,30,NA,NA,5,NA,NA,11,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Felipe,91733,31,5.6,2.62,24,7.1,1.27,5.83,1,11,45,4,25,NA,76,69,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,David Duarte,91772,31,0,2.92,7,8.03,0,8.03,NA,NA,2,3,3,NA,10,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
