clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,FC,FF,FS,I,PE,RB,SG,CV,FD,DD,GS,G,DP,PP,FT,GC,ano
264,Corinthians,6,Nulo,1,gol,Cássio,42234,31,0,3.02,24,7.34,0,7.34,NA,6,1,NA,5,NA,12,NA,10,NA,NA,25,23,NA,1,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Willian,42116,31,1.3,3.04,15,7.74,0.09,7.65,1,1,10,4,14,2,20,4,NA,1,7,NA,NA,4,NA,NA,1,NA,2019
267,Vasco,7,Provável,6,tec,Vanderlei Luxemburgo,41327,31,0.08,3,26,7.96,-0.53,8.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,D'Alessandro,62023,31,-1.4,0.69,17,5.46,-0.18,5.64,1,5,5,7,14,6,57,6,NA,NA,9,NA,NA,1,NA,1,1,NA,2019
275,Palmeiras,6,Nulo,4,mei,Jean,62047,31,0,-0.04,7,3.5,0,3.5,NA,NA,2,1,1,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Maurício Ramos,42477,31,0,1.92,12,4.98,0,4.98,NA,1,15,1,9,NA,14,6,4,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,6,tec,Renato Gaúcho,41929,31,2.73,4.63,31,12.7,-0.8,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Robinho,62104,31,0.7,0.49,22,5.39,0.45,4.9399999999999995,1,7,33,15,23,NA,94,18,NA,NA,5,NA,NA,1,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Fernandão,62033,31,0.6,2.12,26,6.29,-1.76,8.05,NA,1,11,19,18,9,13,6,NA,1,9,NA,NA,4,NA,NA,NA,NA,2019
264,Corinthians,5,Contundido,2,lat,Fagner,42500,31,0,4.89,22,12.65,0,12.65,2,5,19,4,33,NA,73,40,9,NA,5,NA,NA,1,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,2,lat,Egídio,42145,31,7.7,4.38,21,10.34,0.53,9.81,1,1,25,7,19,1,61,37,8,NA,8,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Bruno,42499,31,0,2.35,8,4.24,0,4.24,NA,1,7,1,5,NA,15,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rhodolfo,42501,31,0,2.12,5,4.62,0,4.62,NA,NA,4,1,NA,NA,3,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Tião,47134,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Pará,62086,31,2,2.19,14,4.78,0.5,4.28,NA,4,16,1,8,NA,14,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Jucilei,63422,31,3,2.85,2,6.83,0.16,6.67,NA,NA,2,NA,2,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Apodi,51042,31,0,3,27,5.77,0,5.77,1,4,44,9,39,9,48,12,7,NA,11,NA,NA,4,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,1,gol,Walter,51413,31,5,6.58,5,7.28,0.83,6.45,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,11,5,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,André,68690,31,0,2.17,16,7.31,0,7.31,2,3,20,5,19,4,18,9,NA,NA,5,NA,NA,2,NA,1,1,NA,2019
265,Bahia,6,Nulo,3,zag,Ernando,49651,31,0,4.64,8,10.78,0,10.78,NA,NA,2,NA,4,NA,3,4,4,NA,NA,NA,NA,1,NA,NA,1,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Ricardo Oliveira,38910,31,0,2.77,19,12.63,0,12.63,2,NA,15,14,17,2,11,6,NA,NA,9,NA,NA,2,NA,1,1,NA,2019
277,Santos,6,Nulo,1,gol,Vanderlei,62121,31,0,7.97,6,22.89,0,22.89,NA,NA,NA,NA,2,NA,4,NA,3,NA,NA,15,6,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Bruno Silva,68698,31,6.7,2.46,12,7.84,1.05,6.79,NA,4,22,4,15,1,23,27,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Rafael Pereira,51194,31,0,0.79,15,3.7,-0.62,4.32,NA,4,5,NA,4,NA,20,8,1,NA,1,NA,NA,1,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,3,zag,Roger Carvalho,51415,31,0,0.98,12,4.09,0,4.09,NA,NA,5,3,3,NA,24,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Leonardo Silva,68925,31,0,1.55,14,4.46,0,4.46,NA,5,14,3,11,NA,14,11,1,NA,2,NA,NA,1,NA,NA,1,NA,2019
354,Ceará,3,Suspenso,5,ata,Bergson,68696,31,-0.9,2.73,19,4.65,0.52,4.130000000000001,1,3,20,13,26,11,17,9,NA,NA,14,NA,NA,3,NA,1,NA,NA,2019
354,Ceará,5,Contundido,3,zag,Tiago Alves,51495,31,0,2.27,18,5.9,0,5.9,1,1,14,2,2,2,28,13,4,NA,1,NA,NA,1,NA,NA,1,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Camacho,68770,31,1.3,2.26,5,3.77,-1.17,4.9399999999999995,NA,NA,5,NA,3,NA,8,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Ralf,52190,31,0,4.82,20,11.01,0,11.01,NA,1,21,2,31,NA,24,57,NA,NA,2,NA,NA,1,NA,NA,1,NA,2019
283,Cruzeiro,2,Dúvida,2,lat,Dodô,68727,31,11.1,3.32,15,7.46,1.89,5.57,NA,2,22,2,5,1,32,22,6,NA,4,NA,NA,NA,NA,NA,1,NA,2019
356,Fortaleza,6,Nulo,3,zag,Adalberto,51549,31,0,-2.8,1,1.72,0,1.72,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Paulo Miranda,68817,31,0,2.05,11,3.98,0,3.98,NA,2,14,NA,4,NA,14,11,3,NA,1,NA,NA,1,NA,NA,NA,1,2019
262,Flamengo,7,Provável,4,mei,Everton Ribeiro,51772,31,1.2,3.54,26,11.86,0.25,11.61,6,3,26,14,43,1,79,35,NA,NA,10,NA,NA,1,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,1,gol,Paulo Victor,68873,31,1,4.63,22,6.76,-0.54,7.3,NA,1,NA,NA,1,NA,11,NA,9,NA,NA,32,17,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Rafael Galhardo,68821,31,0,5.15,13,5.34,0,5.34,3,NA,11,2,6,1,23,13,5,1,4,NA,NA,2,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Réver,52253,31,7.6,4.84,23,12.95,1.8,11.149999999999999,2,2,10,11,19,1,37,39,5,NA,5,NA,NA,1,NA,NA,2,NA,2019
285,Internacional,6,Nulo,4,mei,Rithely,68834,31,0,3.18,8,5.28,0,5.28,1,NA,14,2,6,NA,13,17,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Bruno César,52558,31,-0.5,1.07,11,5.66,-0.16,5.82,NA,2,6,2,12,1,11,2,NA,NA,NA,NA,NA,2,NA,1,NA,NA,2019
285,Internacional,7,Provável,1,gol,Marcelo Lomba,68872,31,0,3.95,27,10.44,0,10.44,NA,1,NA,NA,8,NA,2,NA,9,1,NA,39,26,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,2,lat,Gilson,52674,31,0,1.68,18,5.35,0,5.35,1,3,20,1,16,NA,37,19,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Anderson Martins,52618,31,0,2.05,10,3.52,0,3.52,NA,5,12,NA,1,NA,12,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Gum,68887,31,0,1.56,20,5.21,0,5.21,NA,1,11,7,14,2,45,13,4,2,7,NA,NA,1,NA,NA,NA,1,2019
266,Fluminense,7,Provável,3,zag,Digão,68886,31,14.5,3.53,15,8,1.14,6.86,NA,1,15,3,10,1,17,21,6,2,1,NA,NA,1,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Wellington Silva,68895,31,1.2,2.24,19,5.5,-0.06,5.56,1,1,3,10,26,1,27,9,NA,NA,6,NA,NA,1,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Victor,52950,31,0,3.32,9,6.56,0,6.56,NA,1,NA,NA,NA,NA,7,NA,1,NA,NA,17,11,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,31,4.8,3.81,27,8,0.97,7.03,6,1,26,22,9,1,75,41,NA,NA,16,NA,NA,1,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Ramon,68896,31,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Elias,54395,31,1.8,1.45,24,8.31,0.11,8.200000000000001,1,3,29,8,17,NA,63,28,NA,1,5,NA,NA,1,NA,NA,1,NA,2019
283,Cruzeiro,5,Contundido,3,zag,Dedé,60819,31,0,5.08,20,14.63,0,14.63,NA,2,14,6,21,NA,45,28,8,NA,4,NA,NA,3,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Derley,60791,31,0,-0.43,3,2.96,0,2.96,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Rodrigo Pimpão,68901,31,0,0.65,19,1.84,0,1.84,3,6,28,9,6,3,40,13,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Patric,60969,31,5.6,2.1,17,4.72,-0.16,4.88,1,3,26,7,6,1,44,14,4,NA,5,NA,NA,1,NA,NA,NA,NA,2019
263,Botafogo,2,Dúvida,5,ata,Diego Souza,68911,31,0,2.5,26,5.98,0,5.98,1,3,30,12,48,9,50,7,NA,NA,11,NA,NA,5,NA,NA,1,NA,2019
315,Chapecoense,6,Nulo,5,ata,Henrique Almeida,68773,31,8.2,3.85,10,5.51,0.45,5.06,NA,3,11,8,8,1,12,10,NA,NA,4,NA,NA,3,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Nino Paraíba,68808,31,9.9,5.75,24,14.59,1.64,12.95,4,4,29,6,35,NA,58,38,10,NA,8,NA,NA,2,NA,NA,1,NA,2019
275,Palmeiras,7,Provável,5,ata,Dudu,68920,31,0.2,5.73,24,17.95,-0.38,18.33,4,3,24,24,90,6,66,11,NA,NA,20,NA,NA,6,NA,NA,2,NA,2019
285,Internacional,7,Provável,2,lat,Uendel,60852,31,-0.6,2.94,14,3.32,0.2,3.1199999999999997,1,1,16,4,5,4,33,20,4,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,4,mei,Rodriguinho,61033,31,0,2.48,5,5.52,0,5.52,NA,2,3,3,7,1,9,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Rafael,68928,31,0,2.73,3,3.99,0,3.99,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,5,6,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Lucca,61149,31,0,2.05,13,4.94,0,4.94,NA,1,14,6,21,1,16,10,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Kieza,68930,31,12.7,1.39,17,5.4,2.08,3.3200000000000003,NA,1,17,7,20,3,2,2,NA,NA,8,NA,NA,1,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,1,gol,Rodolfo,63082,31,0,-0.67,6,2.22,0,2.22,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,7,12,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,1,gol,Júlio César,49673,31,0,4.34,8,6.29,0,6.29,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,17,13,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,3,zag,Marcelo Oliveira,50328,31,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Douglas,63128,31,3.7,1.01,20,3.12,0.04,3.08,1,7,23,5,8,NA,14,13,3,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Marcos Rocha,63013,31,0,6.47,19,17.48,0,17.48,1,2,32,4,26,1,62,61,8,NA,1,NA,NA,1,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Marquinho,50407,31,0,1.15,6,4.67,0,4.67,NA,NA,9,1,3,1,6,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Alan Ruschel,63110,31,0,2.16,11,5.22,0,5.22,NA,4,20,1,16,NA,10,7,3,NA,2,NA,NA,1,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,David Braz,50317,31,0,4.92,15,9.62,0,9.62,1,NA,11,9,1,NA,15,21,4,NA,3,NA,NA,2,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Paulão,63172,31,-0.8,3.2,7,5.14,-1.35,6.49,NA,1,4,NA,4,NA,11,9,1,NA,1,NA,NA,1,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Hudson,50324,31,0,2.13,15,8.89,0,8.89,1,3,25,1,10,1,18,22,NA,NA,4,NA,NA,1,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Carlinhos,63194,31,0,2.78,23,5.63,0,5.63,2,5,47,7,17,1,45,43,3,1,4,NA,NA,1,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,5,ata,Walter,62128,31,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Didira,63178,31,0,1.29,14,4.69,-0.61,5.300000000000001,NA,3,15,3,15,NA,21,17,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Breno,50408,31,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Luan,63219,31,0.1,3.71,21,7.77,-0.35,8.12,1,5,41,18,44,5,64,41,NA,NA,6,NA,NA,3,NA,1,NA,NA,2019
285,Internacional,5,Contundido,3,zag,Rodrigo Moledo,63354,31,0,4.25,11,6.31,0,6.31,NA,1,6,2,6,NA,7,16,3,NA,2,NA,NA,1,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Edenílson,63289,31,0,2.89,23,7.9,0,7.9,2,6,23,3,17,NA,52,26,NA,NA,5,NA,NA,5,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Eduardo,50645,31,0,2.53,19,7.93,0,7.93,1,3,20,2,22,NA,52,24,5,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,3,zag,Léo,50459,31,0,1.83,14,6.11,0,6.11,NA,1,17,NA,5,NA,17,15,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,3,Suspenso,4,mei,Pedro Ken,50877,31,1.7,1.21,14,3.06,0.21,2.85,NA,3,16,1,14,NA,7,16,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Airton,61985,31,0,-0.39,8,2.38,0,2.38,NA,2,10,NA,11,NA,7,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Gilberto,61188,31,4.1,6.18,25,16.46,0.28,16.18,3,1,26,25,15,8,28,19,NA,NA,14,NA,NA,11,NA,NA,2,NA,2019
290,Goiás,6,Nulo,4,mei,Giovanni Augusto,68938,31,0,1.76,12,4.32,0,4.32,1,1,16,8,15,NA,37,14,NA,1,6,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,Fabrício,61228,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Wellington,62129,31,-3.9,-0.73,23,0.78,0,0.78,1,9,41,3,12,NA,49,13,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Alexandre Pato,49675,31,-1.8,3.81,20,8.27,-0.56,8.83,NA,2,19,20,29,13,37,14,NA,NA,13,NA,NA,5,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Ronaldo Alves,68950,31,0.6,1.68,6,4.15,-0.43,4.58,NA,1,9,6,5,NA,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2019
341,CSA,7,Provável,3,zag,Luciano Castán,68942,31,0,1.55,27,4.97,0,4.97,NA,9,25,1,7,1,39,26,9,NA,1,NA,NA,NA,NA,NA,NA,1,2019
341,CSA,7,Provável,1,gol,João Carlos,69010,31,-1.9,2.17,9,0.93,-1.84,2.77,NA,1,1,NA,1,NA,5,NA,1,1,NA,15,11,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Marquinhos Gabriel,68954,31,3.2,1.72,23,4.36,0.7,3.66,2,2,10,7,18,2,26,16,NA,NA,5,NA,NA,NA,NA,NA,1,NA,2019
277,Santos,2,Dúvida,5,ata,Marinho,68952,31,11.2,4.3,23,9.27,-0.29,9.559999999999999,2,8,36,18,58,6,35,23,NA,1,17,NA,NA,5,NA,NA,1,NA,2019
293,Athlético-PR,7,Provável,1,gol,Santos,69012,31,11,4.14,22,9.05,0.77,8.280000000000001,NA,1,1,NA,4,NA,18,NA,8,NA,NA,27,19,NA,2,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Camilo,62009,31,0,2.63,22,6.75,0,6.75,4,2,31,18,21,5,50,18,NA,NA,10,NA,NA,1,NA,NA,1,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,31,3.85,4.54,31,13.07,-0.17,13.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,João Vitor,68987,31,4.2,2.18,14,5.66,0.6,5.0600000000000005,NA,4,31,2,7,1,18,39,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Neto,69008,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Muriel,69041,31,8.2,5.45,19,8.27,0.79,7.4799999999999995,NA,1,1,NA,6,NA,6,NA,7,NA,NA,36,19,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,31,0,5.46,22,13.96,0,13.96,1,2,32,4,19,1,28,55,9,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,1,gol,Vladimir,69040,31,0,4.28,28,7.12,0,7.12,NA,3,NA,NA,3,NA,5,NA,7,NA,NA,57,40,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,31,0,0.18,12,3.14,0,3.14,NA,1,9,NA,6,3,14,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marcelo Cirino,69022,31,0,4.3,25,8.3,-1.24,9.540000000000001,2,NA,18,16,23,6,32,13,NA,NA,7,NA,NA,8,NA,NA,1,NA,2019
285,Internacional,6,Nulo,1,gol,Danilo Fernandes,69051,31,-1,6.14,5,6.1,-1.2,7.3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,12,5,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Pablo,69138,31,1.3,3.39,8,12.38,-0.3,12.680000000000001,NA,2,12,9,6,5,6,2,NA,NA,1,NA,NA,3,NA,NA,1,NA,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,31,0,0.68,4,3.66,0,3.66,NA,NA,5,1,7,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Boselli,69161,31,17.2,3.76,15,6.89,3.21,3.6799999999999997,2,3,10,6,14,2,16,2,NA,NA,7,NA,NA,5,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Manoel,69014,31,1.4,3.81,23,10.64,0.21,10.43,NA,1,21,6,10,NA,30,26,11,NA,2,NA,NA,1,NA,NA,NA,1,2019
356,Fortaleza,7,Provável,3,zag,Jackson,70934,31,0,1.08,11,3.63,0,3.63,NA,2,9,2,11,1,21,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,31,0,3.53,23,11.78,0,11.78,1,2,40,15,22,NA,51,31,NA,NA,5,NA,NA,5,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Ricardo Bueno,69141,31,0.5,3.67,22,14.02,-0.28,14.299999999999999,2,5,27,10,36,13,25,13,NA,NA,9,NA,NA,7,NA,1,NA,NA,2019
314,Avaí,3,Suspenso,2,lat,Léo,69177,31,-4.6,2.43,15,4.35,-1.3,5.6499999999999995,2,5,29,8,21,NA,25,21,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Léo Cittadini,70986,31,1.5,5.55,19,7.69,-1.37,9.06,1,2,16,9,26,NA,19,32,NA,NA,15,NA,NA,4,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,31,0,2.15,2,4.01,0,4.01,NA,1,2,2,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,31,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Matheus Barbosa,74069,31,0,1.9,16,3.7,0,3.7,1,1,15,6,11,1,37,21,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Naldo,78897,31,0,2.07,24,3.77,0,3.77,3,5,40,7,15,2,30,37,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,31,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Leo,71043,31,0,0.98,5,2.12,0,2.12,NA,1,NA,NA,1,NA,2,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,31,0,0.2,2,5.34,0,5.34,NA,NA,2,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Nikão,69705,31,4.4,4.55,18,15.54,-0.02,15.559999999999999,2,2,12,17,15,3,26,9,NA,NA,18,NA,NA,4,NA,NA,1,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,31,1.3,2.3,13,4.2,-0.54,4.74,2,NA,27,4,15,3,20,13,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,4,mei,Romulo,70009,31,-0.5,1.9,14,4.41,-1.12,5.53,NA,3,23,4,11,NA,18,15,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2019
265,Bahia,2,Dúvida,4,mei,Guerra,74213,31,6.7,1.19,15,4.5,0.37,4.13,2,5,15,5,6,1,16,8,NA,NA,3,NA,NA,1,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,31,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Élber,74140,31,3,3.06,24,6.69,0.4,6.29,1,3,10,6,61,3,42,21,NA,NA,9,NA,NA,2,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Felipe Baxola,71113,31,-0.2,1.24,17,3.84,-0.23,4.07,2,2,12,6,4,NA,30,10,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Victor Ferraz,70046,31,0,4.25,21,10.52,0,10.52,1,3,10,5,12,1,52,27,11,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Fellipe Bastos,70116,31,4.9,2.91,11,4.91,0.87,4.04,NA,4,10,12,6,NA,11,16,NA,NA,3,NA,NA,1,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Luiz Felipe,79035,31,-1,3.35,7,5.49,-1.16,6.65,NA,1,2,NA,5,NA,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,31,-0.5,0.39,14,0.78,-0.01,0.79,NA,4,17,4,17,7,17,9,NA,1,2,NA,NA,1,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,31,5.06,5.59,22,15.4,0.28,15.120000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Paolo Guerrero,75295,31,-0.6,4.25,17,11.58,-0.63,12.21,1,1,22,22,32,9,32,9,NA,1,11,NA,NA,5,NA,1,1,NA,2019
265,Bahia,7,Provável,3,zag,Lucas Fonseca,80189,31,-1.4,2.72,31,6.2,-0.13,6.33,1,2,8,3,10,NA,50,15,14,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,31,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Víctor Cuesta,79113,31,12.6,5.79,24,15.88,2.2,13.68,NA,7,27,4,29,NA,38,75,8,NA,4,NA,NA,NA,NA,NA,1,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,31,0,0.47,4,2.8,0,2.8,NA,NA,5,1,3,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
