clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,DD,DP,GS,PE,SG,A,FC,FS,RB,FD,FF,FT,G,PP,I,CA,CV,GC,ano
283,Cruzeiro,7,Provável,1,gol,Fábio,37656,12,0,3.75,9,10.75,0,10.75,12,1,12,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Nenê,38913,12,0,2.83,3,6.07,0,6.07,NA,NA,NA,5,NA,1,2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,5,ata,Ricardo Oliveira,38910,12,0,2.6,9,13.22,0,13.22,NA,NA,NA,8,NA,1,8,8,2,5,6,1,1,1,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Douglas,38738,12,0,-0.16,5,4.96,0,4.96,NA,NA,NA,12,NA,NA,1,3,1,NA,1,NA,NA,NA,1,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Hernanes,38648,12,3.5,4.21,11,14.05,-0.32,14.370000000000001,NA,NA,NA,10,NA,3,8,13,9,7,8,NA,1,NA,1,2,NA,NA,2019
283,Cruzeiro,7,Provável,6,tec,Mano Menezes,37281,12,0.53,3.29,12,9.24,-1.02,10.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,5,Contundido,3,zag,Matheus Ferraz,38632,12,0,3.56,7,6.23,0,6.23,NA,NA,NA,6,NA,NA,7,2,11,4,3,NA,1,NA,1,1,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Rafael Moura,37655,12,0,0,1,3.8,-1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Edu Dracena,37657,12,4.5,4.7,4,6.97,0.56,6.41,NA,NA,NA,1,2,NA,3,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,4,mei,Diego,38909,12,0,1.53,9,5.52,0,5.52,NA,NA,NA,25,NA,NA,10,16,9,6,7,2,NA,1,NA,5,NA,NA,2019
314,Avaí,7,Provável,3,zag,Betão,37646,12,2.4,2.06,11,3.79,-0.14,3.93,NA,NA,NA,23,3,NA,8,11,14,NA,NA,NA,NA,NA,NA,4,NA,NA,2019
277,Santos,6,Nulo,4,mei,Evandro,37614,12,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Paes,101837,12,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Carlos Augusto,101803,12,0,4.23,3,5.59,0,5.59,NA,NA,NA,7,1,NA,3,NA,3,NA,1,NA,1,NA,NA,1,NA,NA,2019
276,São Paulo,3,Suspenso,5,ata,Gonzalo Carneiro,101796,12,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Felipe Sousa,101861,12,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Gabriel Calabres,101911,12,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Toró,101885,12,-0.3,1.88,11,4.68,-1.46,6.14,NA,NA,NA,20,NA,NA,16,15,6,3,7,NA,2,NA,NA,1,1,NA,2019
314,Avaí,6,Nulo,2,lat,Iury,101846,12,0,2.93,3,6.76,0,6.76,NA,NA,NA,14,1,1,4,2,4,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Braian Romero,101997,12,0,4.8,5,5.73,0,5.73,NA,NA,NA,9,NA,1,13,9,8,NA,4,1,1,NA,1,1,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Vitinho,101960,12,0,3.98,5,3.62,0,3.62,NA,NA,NA,3,NA,2,6,2,NA,2,3,NA,1,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Vitor Eudes,102137,12,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Jairinho,102139,12,0,1.77,4,2.89,0,2.89,NA,NA,NA,2,NA,NA,1,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Guilherme Nunes,101912,12,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Lucas Halter,102253,12,0,1.85,4,2.64,0,2.64,NA,NA,NA,3,1,NA,4,NA,3,1,2,NA,NA,NA,NA,1,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Gabriel,102290,12,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Filipe Luís,38750,12,0,0,0,15,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Leite,102301,12,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Jonathan,37662,12,17.7,4.32,5,7.3,3.08,4.22,NA,NA,NA,7,2,NA,4,3,6,1,NA,NA,1,NA,NA,2,NA,NA,2019
341,CSA,6,Nulo,5,ata,Alecsandro,37673,12,0,-0.55,2,4.32,0,4.32,NA,NA,NA,2,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Marcelo Boeck,37788,12,0,-2.3,1,3.31,0,3.31,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Henrique,37694,12,0,3.62,8,8.04,0,8.04,NA,NA,NA,11,NA,NA,11,8,18,1,7,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Cícero,37688,12,9.7,6.05,11,14.54,0.65,13.889999999999999,NA,NA,NA,23,NA,1,4,34,16,2,7,NA,3,NA,1,1,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Léo Moura,37701,12,4.9,4.12,5,6.34,0.43,5.91,NA,NA,NA,13,2,1,2,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Fernando Prass,38140,12,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Edinho,37792,12,0,-3.4,1,1.89,0,1.89,NA,NA,NA,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
283,Cruzeiro,2,Dúvida,5,ata,Fred,38162,12,-3.9,0.1,9,4.22,-0.94,5.16,NA,NA,NA,19,NA,1,9,7,1,2,4,1,NA,NA,7,2,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Anderson,38001,12,0,-1,1,2.08,0,2.08,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,1,gol,Paulo Victor,68873,12,0,4.36,9,6.48,0,6.48,12,NA,7,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,2,lat,Rafinha,38144,12,10.1,6.55,2,10.22,1.55,8.67,NA,NA,NA,3,NA,2,3,3,4,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Fábio Santos,38229,12,5.5,3.55,9,10.73,0.28,10.450000000000001,NA,NA,NA,11,2,NA,7,10,6,NA,1,NA,2,NA,NA,1,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Maicon,38196,12,0,2.15,4,8.35,0,8.35,NA,NA,NA,14,NA,1,5,2,7,1,2,NA,NA,NA,NA,2,NA,NA,2019
285,Internacional,7,Provável,5,ata,Rafael Sobis,37798,12,0,3.59,8,7.04,0,7.04,NA,NA,NA,6,NA,1,7,6,4,9,9,NA,1,NA,NA,3,NA,NA,2019
283,Cruzeiro,2,Dúvida,4,mei,Thiago Neves,38277,12,0,4.43,9,7.65,0,7.65,NA,NA,NA,13,NA,1,6,6,1,5,11,1,3,NA,1,2,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Diego Tardelli,38231,12,1.5,1.6,8,8.04,-0.11,8.149999999999999,NA,NA,NA,24,NA,NA,3,7,6,7,2,NA,NA,NA,2,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Jadson,38315,12,0,-0.34,5,3.41,0,3.41,NA,NA,NA,11,NA,1,3,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Márcio Araújo,38311,12,6,4.18,12,9.96,0.11,9.850000000000001,NA,NA,NA,16,NA,NA,11,15,31,3,6,NA,NA,NA,NA,1,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Wellington Paulista,38279,12,6,5.16,8,11.09,1.21,9.879999999999999,NA,NA,NA,8,NA,1,19,10,5,5,9,1,3,NA,1,2,NA,NA,2019
341,CSA,7,Provável,2,lat,Carlinhos,38451,12,9,4.91,8,7.25,1.34,5.91,NA,NA,NA,25,3,NA,3,6,9,4,5,NA,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Adriano,38336,12,0,0,0,13,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego Cavalieri,38431,12,0,5.5,2,5.46,0,5.46,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Leandro Castan,38505,12,-1.9,4.35,2,8.48,-2.15,10.63,NA,NA,NA,6,NA,NA,2,6,2,NA,NA,NA,1,NA,1,1,NA,NA,2019
293,Athlético-PR,3,Suspenso,3,zag,Thiago Heleno,38394,12,0,-2.1,2,1.27,0,1.27,NA,NA,NA,3,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2019
314,Avaí,7,Provável,3,zag,Marquinhos Silva,38515,12,-1.9,1.62,5,5.39,-1.13,6.52,NA,NA,NA,17,NA,NA,6,4,10,NA,4,NA,NA,NA,NA,2,NA,NA,2019
262,Flamengo,7,Provável,1,gol,Diego Alves,38509,12,2,3.58,8,5.73,0.17,5.5600000000000005,12,NA,9,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,2,lat,Edílson,38523,12,0,2.97,3,6.2,0,6.2,NA,NA,NA,8,1,NA,6,4,7,NA,1,1,NA,NA,NA,1,1,NA,2019
275,Palmeiras,7,Provável,4,mei,Felipe Melo,38545,12,0,0.72,4,6.73,0,6.73,NA,NA,NA,9,NA,NA,6,9,3,2,4,NA,NA,NA,NA,3,NA,NA,2019
341,CSA,7,Provável,4,mei,Nilton,38573,12,4.7,0.11,7,3.48,1.24,2.24,NA,NA,NA,11,NA,NA,7,6,6,NA,2,NA,NA,NA,NA,3,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Maurício Ramos,42477,12,7,7,1,5.17,1.17,4,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Márcio Azevedo,42491,12,3.7,2.81,9,5.52,-0.07,5.59,NA,NA,NA,24,4,2,13,12,6,NA,NA,NA,NA,NA,NA,3,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Giovanni Augusto,68938,12,2.9,1.67,10,4.17,0.95,3.2199999999999998,NA,NA,NA,33,NA,1,14,12,13,5,5,NA,NA,NA,NA,1,1,NA,2019
341,CSA,5,Contundido,4,mei,Madson,42467,12,0,1.8,6,6.21,0,6.21,NA,NA,NA,14,NA,NA,2,11,3,1,6,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Ronaldo Alves,68950,12,0,-0.5,1,4.49,0,4.49,NA,NA,NA,1,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Luciano Castán,68942,12,5.2,1.81,10,5.64,0.74,4.8999999999999995,NA,NA,NA,18,4,NA,9,NA,12,NA,NA,NA,NA,NA,NA,5,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Kieza,68930,12,1.2,1.19,9,3.97,0.18,3.79,NA,NA,NA,2,NA,NA,7,13,NA,4,5,NA,NA,NA,1,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Marinho,68952,12,3.1,3.1,8,6.5,-0.4,6.9,NA,NA,NA,15,NA,NA,12,11,7,8,4,1,1,NA,1,2,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Fagner,42500,12,0.2,6.92,8,12.53,-0.31,12.84,NA,NA,NA,28,5,2,6,15,17,1,2,NA,NA,NA,NA,2,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Bruno,42499,12,0,3.5,3,5.46,0,5.46,NA,NA,NA,6,2,NA,3,4,2,NA,1,NA,NA,NA,NA,1,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Marquinhos Gabriel,68954,12,0,0.57,6,3.43,0,3.43,NA,NA,NA,7,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,2,lat,Ernandes,68956,12,0,1.9,2,2.32,0,2.32,NA,NA,NA,3,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,João Vitor,68987,12,7.2,7.2,1,6.32,2.32,4,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Neto,69008,12,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Santos,69012,12,4.7,2.82,10,6.72,-0.32,7.04,11,NA,10,11,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Manoel,69014,12,-0.5,4.62,9,10.32,-0.95,11.27,NA,NA,NA,11,5,NA,5,3,17,NA,3,NA,NA,NA,NA,1,NA,1,2019
341,CSA,7,Provável,1,gol,João Carlos,69010,12,0,-6,1,0.69,0,0.69,1,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2019
276,São Paulo,6,Nulo,2,lat,Daniel Alves,38939,12,0,0,0,17,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marcelo Cirino,69022,12,5.9,3.91,11,8.01,0.73,7.279999999999999,NA,NA,NA,14,NA,1,7,10,5,6,5,NA,3,NA,4,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Vagner Love,38959,12,0,2.16,9,5.01,0,5.01,NA,NA,NA,12,NA,NA,11,15,4,2,4,NA,2,NA,5,2,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Papagaio,102302,12,-0.3,0.3,3,1.18,-0.27,1.45,NA,NA,NA,2,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Digão,68886,12,0,-0.8,2,4.62,0,4.62,NA,NA,NA,3,NA,NA,3,2,3,NA,1,NA,NA,NA,1,NA,1,NA,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,12,0,0.68,4,3.66,0,3.66,NA,NA,NA,7,NA,NA,5,7,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,2,Dúvida,1,gol,Vladimir,69040,12,0,3.47,11,6.16,0,6.16,17,NA,13,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Renato,39572,12,0,2.55,4,5.74,0,5.74,NA,NA,NA,2,NA,NA,NA,9,1,2,3,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Wellington Silva,68895,12,3.1,2.07,4,5.21,-0.07,5.28,NA,NA,NA,7,NA,NA,NA,6,2,3,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Gum,68887,12,5.4,2.26,12,7.34,1.1,6.24,NA,NA,NA,24,2,NA,6,10,6,2,5,NA,1,NA,2,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Danilo Fernandes,69051,12,0,4,1,6.19,0,6.19,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Muriel,69041,12,-4,-4,1,1.82,-2.18,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,6,tec,Vanderlei Luxemburgo,41327,12,1.91,3.01,8,7.46,-0.29,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Ramon,68896,12,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Pablo,69138,12,0,10.2,1,15.1,0,15.1,NA,NA,NA,1,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Ricardo Bueno,69141,12,-0.8,3.96,9,15.05,-0.9,15.950000000000001,NA,NA,NA,9,NA,2,15,8,7,3,6,NA,3,1,6,2,NA,NA,2019
284,Grêmio,7,Provável,6,tec,Renato Gaúcho,41929,12,3.59,3.97,12,11.47,0.02,11.450000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Osvaldo,42222,12,-0.1,1.78,9,4.76,-0.16,4.92,NA,NA,NA,13,NA,2,7,4,4,3,1,NA,1,NA,NA,1,1,NA,2019
283,Cruzeiro,2,Dúvida,2,lat,Egídio,42145,12,0,5.44,5,9.58,0,9.58,NA,NA,NA,25,1,1,3,5,14,2,1,NA,NA,NA,1,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Willian,42116,12,0,1,2,7.82,0,7.82,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Dudu,68920,12,4.1,5.64,7,17.61,0.13,17.48,NA,NA,NA,18,NA,NA,4,28,2,2,15,NA,2,NA,1,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,12,0.9,0.9,1,6.35,-1.65,8,NA,NA,NA,3,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Amaral,42232,12,0,4,2,4.32,0,4.32,NA,NA,NA,NA,NA,NA,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Gil,68923,12,-0.9,2.33,3,9.22,-1.15,10.370000000000001,NA,NA,NA,3,1,NA,2,1,1,NA,3,NA,NA,NA,1,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,André Moritz,42208,12,0,1.13,3,3.64,0,3.64,NA,NA,NA,9,NA,NA,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Rodrigo Pimpão,68901,12,1.2,0.84,10,1.91,0.08,1.8299999999999998,NA,NA,NA,21,NA,2,14,1,7,3,7,NA,NA,NA,1,4,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Leonardo Silva,68925,12,0,0.42,4,4.32,0,4.32,NA,NA,NA,1,NA,NA,1,4,3,NA,NA,NA,NA,NA,NA,2,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Diego Souza,68911,12,8.9,2.11,11,6.26,1.8,4.46,NA,NA,NA,23,NA,1,15,18,1,3,5,1,2,NA,5,1,NA,NA,2019
264,Corinthians,7,Provável,1,gol,Cássio,42234,12,-2,4.68,9,7.39,-1.18,8.57,11,NA,6,3,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Rafael,68928,12,-1,2.73,3,3.99,-1.84,5.83,5,NA,6,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rhodolfo,42501,12,0,-1,1,4.63,0,4.63,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Nikão,69705,12,3.8,3.68,9,16.27,-0.1,16.37,NA,NA,NA,11,NA,1,6,9,5,8,11,NA,1,NA,NA,2,NA,NA,2019
277,Santos,2,Dúvida,2,lat,Victor Ferraz,70046,12,2.7,4.82,12,10.36,-1.31,11.67,NA,NA,NA,37,7,1,5,8,18,3,1,NA,NA,NA,NA,2,NA,NA,2019
276,São Paulo,6,Nulo,6,tec,Cuca,42411,12,3.75,3.87,12,10.13,-0.91,11.040000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Romulo,70009,12,1.9,2.28,6,5.14,0.05,5.09,NA,NA,NA,12,NA,NA,14,8,9,1,2,NA,1,NA,NA,2,NA,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,12,6.7,6.25,11,17.22,0.76,16.459999999999997,NA,NA,NA,19,NA,NA,8,9,15,4,7,1,5,NA,NA,1,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,12,0,1.03,6,3.74,0,3.74,8,NA,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,12,0,1.2,1,3.28,0,3.28,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,5,ata,Uribe,78415,12,-2,-0.72,4,4.29,-0.59,4.88,NA,NA,NA,3,NA,NA,3,NA,1,1,2,NA,NA,NA,2,1,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Alexandre Pato,49675,12,2.5,3.8,11,8.17,-0.04,8.209999999999999,NA,NA,NA,21,NA,NA,7,15,6,4,11,NA,3,NA,5,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Fellipe Bastos,70116,12,0,3.25,4,4.34,0,4.34,NA,NA,NA,5,NA,NA,3,1,9,NA,5,NA,NA,NA,NA,1,NA,NA,2019
275,Palmeiras,7,Provável,6,tec,Luiz Felipe Scolari,43618,12,2.5,4.61,7,11.97,-0.26,12.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,6,tec,Fábio Carille,70696,12,4.96,4.44,11,11.37,0.26,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Danilo Avelar,72142,12,13.5,5.69,8,9.61,2.55,7.06,NA,NA,NA,14,5,NA,11,10,11,3,2,NA,1,NA,1,2,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Marllon,70666,12,0,5.05,2,5.51,0,5.51,NA,NA,NA,4,1,NA,1,7,3,NA,1,NA,NA,NA,NA,1,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Tião,47134,12,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,12,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,3,zag,Ernando,49651,12,0,4.64,8,10.78,0,10.78,NA,NA,NA,3,4,NA,2,4,4,NA,NA,1,1,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,12,7.62,5.35,12,12.98,0.49,12.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,12,0,8.37,6,14.32,0,14.32,NA,NA,NA,5,3,NA,6,7,22,2,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,12,0.5,0.5,1,3.9,-1.1,5,NA,NA,NA,5,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,12,4.22,5.21,3,12.94,0.23,12.709999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Júlio César,49673,12,5,4.67,3,6.04,0.31,5.73,7,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,5,Contundido,4,mei,Ramires,50293,12,0,1.3,1,8.11,0,8.11,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Jackson,70934,12,0,-0.1,1,4.48,0,4.48,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,12,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Hudson,50324,12,0,3.43,10,11.16,0,11.16,NA,NA,NA,14,NA,1,19,8,20,4,1,NA,1,NA,1,2,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Guilherme,50294,12,0.5,-1.1,3,3.06,-0.25,3.31,NA,NA,NA,6,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Kelvin,71549,12,0,0.2,1,3.72,0,3.72,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
