clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,FD,FF,FS,I,PE,RB,CA,CV,FT,SG,G,A,PP,DD,GS,DP,GC,ano
293,Athlético-PR,6,Nulo,5,ata,Vinicius Mingotti,105909,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Jucilei,63422,18,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Edenílson,63289,18,5.5,3.96,12,9.34,-0.51,9.85,10,4,1,12,NA,27,12,3,NA,NA,NA,4,1,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Jonathan,105910,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Rodrigo Moledo,63354,18,0,4.47,7,6.55,0,6.55,2,1,1,1,NA,4,10,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Marco Antônio,105912,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Rômulo,105911,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,André,68690,18,0,2.27,10,8.69,0,8.69,10,4,4,11,3,11,6,1,NA,1,NA,1,1,1,NA,NA,NA,NA,2019
285,Internacional,3,Suspenso,4,mei,Bruno Silva,68698,18,-2.1,2.8,7,7.02,-1.07,8.09,14,2,2,12,1,18,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Welinton,105913,18,0,1.5,1,1.29,0,1.29,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Cadu Silva,105914,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Dodô,68727,18,0.2,3.05,11,5.86,-0.62,6.48,15,2,2,5,1,28,15,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Lucas Ramos,106000,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,3,Suspenso,4,mei,Camacho,68770,18,0,1.2,1,4.3,0,4.3,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Rafael Galhardo,68821,18,6.5,5.7,6,4.71,-0.05,4.76,2,1,1,3,1,11,5,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,João Pedro ,106017,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Daniel Oliveira,106076,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Johnny ,106002,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,18,2.9,5.78,17,16.9,-0.39,17.29,36,19,27,30,2,42,9,4,NA,NA,NA,8,1,1,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Henrique Almeida,68773,18,0,2.93,3,4.19,0,4.19,1,1,3,4,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Nino Paraíba,68808,18,15,6.32,13,14.83,1.77,13.06,17,3,4,20,NA,32,21,3,NA,NA,7,1,3,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,3,zag,Paulo Miranda,68817,18,0,1.48,6,4.61,0,4.61,8,NA,NA,3,NA,7,7,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2019
290,Goiás,6,Nulo,3,zag,Vanderley,106077,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Breno,106083,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Rithely,68834,18,0,3.53,7,5.3,0,5.3,10,1,2,6,NA,12,15,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Lucão,106160,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Marcelo Lomba,68872,18,8,4.61,16,11.92,1.14,10.78,NA,NA,NA,4,NA,1,NA,NA,NA,NA,6,NA,NA,NA,24,15,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Alexandre Melo,106159,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Jonathan,106161,18,0.2,0.75,2,1.95,-0.2,2.15,4,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Gabriel Pec,106199,18,1.3,1.3,1,1.38,0.38,0.9999999999999999,NA,NA,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Luiz Adriano,72772,18,-2.3,0.37,3,4.71,-0.89,5.6,6,1,1,4,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,1,gol,Paulo Victor,68873,18,7,3.7,11,6.31,1.68,4.63,NA,NA,NA,1,NA,9,NA,NA,NA,NA,4,NA,NA,NA,15,11,NA,NA,2019
276,São Paulo,2,Dúvida,2,lat,Juanfran,72620,18,2.2,3.87,4,11.31,-0.57,11.88,5,NA,NA,1,NA,10,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Digão,68886,18,4.4,1.9,6,5.88,0.25,5.63,8,NA,1,6,1,8,11,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Kaio Magno,106200,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Wellington Silva,68895,18,1.9,2.97,10,5.72,0.59,5.13,2,4,5,20,NA,17,4,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,3,zag,Gum,68887,18,-2.8,1.93,18,6.1,0.03,6.069999999999999,8,6,7,13,2,41,10,NA,1,NA,4,1,NA,NA,NA,NA,NA,1,2019
263,Botafogo,7,Provável,5,ata,Diego Souza,68911,18,9.1,3.28,17,7.5,0.77,6.73,20,7,9,25,7,36,4,1,NA,1,NA,5,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Dudu,68920,18,0.8,6.64,12,18.28,-0.34,18.62,8,9,15,48,4,32,7,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Rodrigo Pimpão,68901,18,0,0.72,13,1.69,0,1.69,18,4,7,4,2,32,11,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Ramon,68896,18,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Gil,68923,18,2.3,2.73,9,9.58,-0.53,10.11,4,NA,5,1,3,5,6,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Rafael,68928,18,0,2.73,3,3.99,0,3.99,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,5,6,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Leonardo Silva,68925,18,5,1.22,6,4.79,0.77,4.02,4,NA,NA,5,NA,4,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Éderson,73446,18,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Kieza,68930,18,0,0.97,10,3.56,0,3.56,9,4,5,13,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Giovanni Augusto,68938,18,0,1.76,12,4.32,0,4.32,16,6,8,15,NA,37,14,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Bruno Gomes,106202,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Lucas Figueiredo,106201,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Kawan,106219,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,18,4.65,2.77,9,6.2,0.59,5.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Luciano Castán,68942,18,4.7,2.53,15,6.22,0.81,5.41,12,NA,1,3,NA,28,18,6,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,18,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,18,7.3,4.62,11,12.11,0.71,11.399999999999999,4,4,2,5,NA,37,14,NA,NA,NA,3,3,NA,NA,NA,NA,NA,1,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,18,0.9,3.7,16,12.18,-0.68,12.86,14,4,7,33,2,41,23,5,NA,1,3,NA,2,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,18,0,0.66,4,1.55,0,1.55,4,2,2,3,NA,9,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,5,ata,Marinho,68952,18,1.2,4.41,12,7.3,-2.65,9.95,15,11,9,25,1,20,12,4,NA,1,NA,2,1,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,4,mei,Marquinhos Gabriel,68954,18,0.6,1.03,12,3.55,0.25,3.3,6,4,3,10,1,16,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,18,0,1.58,11,3.04,0,3.04,12,1,3,18,4,14,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,João Vitor,68987,18,-0.4,1.18,6,4.41,0.04,4.37,14,NA,NA,2,1,13,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Igor Fernandes,82635,18,0.9,2.54,14,3.93,-0.32,4.25,15,NA,2,10,2,27,21,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Marcelo Hermes,82639,18,1.6,1.96,5,3.1,-0.8,3.9000000000000004,6,NA,3,5,NA,12,7,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,18,0,2.1,2,4.02,0,4.02,NA,1,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Ronaldo Alves,68950,18,0,-1,2,3.9,0,3.9,6,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Arrascaeta,87863,18,0,12.73,10,19.02,0,19.02,11,5,6,24,NA,37,16,1,NA,NA,NA,8,7,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Santos,69012,18,0,4.48,13,8.31,0,8.31,1,NA,NA,2,NA,14,NA,1,NA,NA,6,NA,NA,NA,17,12,1,NA,2019
315,Chapecoense,5,Contundido,3,zag,Neto,69008,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Manoel,69014,18,-0.1,4.45,15,10.89,-1.04,11.93,11,1,4,6,NA,20,20,1,NA,NA,8,1,NA,NA,NA,NA,NA,1,2019
341,CSA,6,Nulo,1,gol,João Carlos,69010,18,0,-0.65,2,1.19,0,1.19,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,2,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marcelo Cirino,69022,18,0,4.24,14,7.85,0,7.85,8,6,8,13,4,19,6,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Daniel Amorim,82880,18,0,1.37,9,5.13,0,5.13,6,3,5,9,2,6,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,1,gol,Marcelo Rangel,82730,18,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,1,gol,Danilo Fernandes,69051,18,0,8.85,2,8.12,0,8.12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,5,1,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Victor Rangel,82653,18,0,-0.82,5,1.12,0,1.12,8,NA,NA,5,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Otero,83004,18,0,2.25,6,7.29,0,7.29,9,6,8,14,NA,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucão,83199,18,0,0,1,3.1,0,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,2,lat,Cristovam,82930,18,0,2.95,2,2.57,0,2.57,3,NA,NA,3,NA,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Pablo,69138,18,0,10.2,1,15.1,0,15.1,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Muriel,69041,18,19.4,3.82,6,7.03,4.42,2.6100000000000003,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,11,7,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,18,0,0.68,4,3.66,0,3.66,5,NA,1,7,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Vinícius Araújo,82767,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,1,gol,Vladimir,69040,18,-3,3.81,17,5.67,-3.99,9.66,NA,NA,NA,1,NA,2,NA,2,NA,NA,4,NA,NA,NA,31,22,NA,NA,2019
341,CSA,2,Dúvida,5,ata,Ricardo Bueno,69141,18,-0.1,2.95,12,14.08,-0.61,14.69,19,5,6,8,9,16,9,2,NA,NA,NA,3,2,1,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Patrick,83433,18,1.3,2.89,8,7.8,-0.26,8.06,7,1,3,7,NA,15,14,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Boselli,69161,18,0,3.25,8,3.99,0,3.99,2,4,4,4,1,10,1,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Gabriel,83257,18,11.7,10.94,14,21.42,-0.29,21.71,9,15,16,11,9,29,5,4,NA,NA,NA,15,3,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Léo,69177,18,0,2.72,6,4.97,0,4.97,13,NA,3,13,NA,12,11,2,1,NA,1,NA,1,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,18,0,0.2,2,5.34,0,5.34,2,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Neilton,83772,18,0,1.82,5,5.58,-0.2,5.78,2,1,2,9,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Guilherme Parede,83438,18,3.1,2.26,11,4.82,-0.19,5.010000000000001,12,5,5,18,6,12,5,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Romulo,70009,18,0,1.64,8,4.74,0,4.74,18,1,3,9,NA,15,11,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Léo Pereira,83528,18,-1.3,2.6,13,8.04,-0.17,8.209999999999999,16,3,3,5,1,32,11,3,NA,NA,5,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Nikão,69705,18,0,3.7,11,16.23,0,16.23,9,9,11,10,NA,13,5,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Geovane,71667,18,0,0.46,15,2.8,0,2.8,37,1,8,9,NA,34,21,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Rafinha,83681,18,0,2.95,2,3.92,0,3.92,2,NA,NA,3,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Victor Ferraz,70046,18,0,4.45,15,10.4,0,10.4,7,3,3,10,1,41,22,3,NA,NA,8,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,2,lat,Diego Tavares,83869,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Charles,84187,18,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,3,Suspenso,5,ata,Clayson,83817,18,-2.7,2.09,16,9,-0.45,9.45,23,6,3,26,1,34,12,3,NA,NA,NA,2,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Fellipe Bastos,70116,18,4,2.92,8,4.79,0.71,4.08,7,1,9,3,NA,7,10,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,18,0,1.03,6,3.74,0,3.74,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,18,0,1.2,1,3.28,0,3.28,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Jean Carlos,84253,18,0,-2.8,1,0.78,0,0.78,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Max Walef,84338,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,2,lat,Danilo Barcelos,84382,18,4.3,3.5,11,5.75,0.12,5.63,18,5,5,7,1,25,14,NA,1,1,2,1,1,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,18,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Marllon,70666,18,0,5.05,2,5.51,0,5.51,1,NA,1,7,NA,4,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,6,tec,Fábio Carille,70696,18,2.54,4.33,17,11.47,-0.58,12.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Bruno Melo,84339,18,-0.8,3.22,5,3.2,-1.05,4.25,7,NA,1,9,1,9,3,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,18,3.35,4.97,18,12.77,-0.07,12.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,18,2.5,6.83,17,17.78,-0.45,18.23,12,10,13,13,2,30,20,1,NA,2,NA,8,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,18,1.6,5.81,10,13.01,-0.17,13.18,17,2,2,9,NA,13,34,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Rafinha,84381,18,0,0.85,2,2.97,0,2.97,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Rogério,73540,18,0,2.95,7,9.4,0,9.4,7,5,4,11,2,7,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Fernando Sobral,84428,18,0,2.14,13,5.34,0,5.34,17,2,6,11,1,23,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,4,mei,Nenê Bonilha,73608,18,0,0.3,1,2.41,0,2.41,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Bruno Alves,84462,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,2,Dúvida,3,zag,Bruno Alves,73620,18,0,3.13,14,8.28,0,8.28,23,1,4,7,NA,17,19,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Nico López,84709,18,0,3.44,11,16.2,0,16.2,14,10,11,8,5,27,13,4,NA,2,NA,1,1,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Wescley,70925,18,5,0.54,7,4.38,0.6,3.78,5,1,NA,6,2,13,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Valdo,84509,18,3.2,2.71,14,4.6,-0.11,4.71,11,2,1,10,NA,14,19,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marco Ruben,73741,18,0,4.15,9,14.52,0,14.52,14,7,4,5,5,11,6,1,NA,2,NA,1,3,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,18,0,0.6,2,4.01,0,4.01,2,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Romarinho,84523,18,1.4,2.68,15,4.96,0.06,4.9,11,2,3,32,1,29,12,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,18,4.2,1.41,11,10.13,1.35,8.780000000000001,23,1,3,12,NA,22,12,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,5,ata,Wellington Nem,73619,18,2.3,1.74,5,5.1,0.18,4.92,6,2,5,15,NA,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Jackson,70934,18,-1.8,1.15,4,3.93,-1.06,4.99,3,1,1,1,1,8,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Gilberto,73789,18,2.8,1.07,3,2.63,0.59,2.04,3,NA,1,1,NA,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Léo Cittadini,70986,18,0,3.46,9,6.26,0,6.26,10,4,6,13,NA,13,12,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luan Peres ,84847,18,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,18,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,18,0,3.91,12,8.67,0,8.67,11,2,10,6,1,13,11,3,NA,NA,5,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,2,Dúvida,4,mei,Jean Cléber,73858,18,0,1.39,8,2.62,-0.5,3.12,9,NA,2,7,NA,10,7,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
