clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,value,ano
275,Palmeiras,7,Provável,5,ata,Dudu,68920,21,0,6.56,14,19.61,1.59,18.02,NA,2019
290,Goiás,6,Nulo,4,mei,Giovanni Augusto,68938,21,0,1.76,12,4.32,0,4.32,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Cacá,102340,21,0,2.66,7,2.49,0,2.49,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Gabriel,102290,21,0,0,0,1,0,1,NA,2019
341,CSA,6,Nulo,3,zag,Vital,102452,21,0,0,0,1,0,1,NA,2019
290,Goiás,6,Nulo,4,mei,Kaio,102563,21,0,1.45,2,0.78,-1.2,1.98,NA,2019
267,Vasco,7,Provável,2,lat,Danilo Barcelos,84382,21,0,3.76,13,6.64,0,6.64,NA,2019
277,Santos,3,Suspenso,5,ata,Marinho,68952,21,0,3.24,15,6,-1.37,7.37,NA,2019
290,Goiás,6,Nulo,4,mei,Miguel Figueira,102565,21,0,0.5,1,0.86,0,0.86,NA,2019
341,CSA,6,Nulo,3,zag,Ronaldo Alves,68950,21,0,-1,2,3.9,0,3.9,NA,2019
264,Corinthians,6,Nulo,4,mei,Araos,102352,21,0,0,0,4,0,4,NA,2019
276,São Paulo,6,Nulo,5,ata,Helinho,102598,21,0,-0.23,6,2.56,-0.71,3.27,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Marquinhos Gabriel,68954,21,0,1.25,14,4.48,1.32,3.16,NA,2019
341,CSA,7,Provável,3,zag,Luciano Castán,68942,21,0,2.39,18,5.43,-1.13,6.56,NA,2019
341,CSA,7,Provável,4,mei,João Vitor,68987,21,0,2.1,8,6.11,0,6.11,NA,2019
356,Fortaleza,6,Nulo,3,zag,Nathan,102607,21,0,0.38,5,1.64,0.2,1.44,NA,2019
264,Corinthians,6,Nulo,4,mei,Thiaguinho,102599,21,0,0,0,3,0,3,NA,2019
265,Bahia,6,Nulo,1,gol,Fernando Castro,102609,21,0,0,0,2,0,2,NA,2019
341,CSA,6,Nulo,1,gol,João Carlos,69010,21,0,-0.65,2,1.19,0,1.19,NA,2019
315,Chapecoense,5,Contundido,3,zag,Neto,69008,21,0,0,0,2,0,2,NA,2019
264,Corinthians,7,Provável,3,zag,Manoel,69014,21,0,4.28,16,10.93,0,10.93,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hulk,102700,21,0,0,0,3,0,3,NA,2019
267,Vasco,6,Nulo,5,ata,Moresche,102719,21,0,0,0,2,0,2,NA,2019
314,Avaí,6,Nulo,1,gol,Vladimir,69040,21,0,3.97,20,5.28,-2.77,8.05,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marcelo Cirino,69022,21,0,4.63,16,9.37,1.04,8.329999999999998,NA,2019
266,Fluminense,7,Provável,1,gol,Muriel,69041,21,0,3.94,9,6.1,1.79,4.31,NA,2019
267,Vasco,6,Nulo,4,mei,Dudu,102852,21,0,0,0,3,0,3,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Terans,102878,21,0,0.4,1,3.94,0,3.94,NA,2019
267,Vasco,6,Nulo,4,mei,Rodrigo Fernandes,102771,21,0,0,0,2,0,2,NA,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,21,0,0.68,4,3.66,0,3.66,NA,2019
276,São Paulo,7,Provável,5,ata,Pablo,69138,21,0,5.7,4,12.74,-1.68,14.42,NA,2019
356,Fortaleza,6,Nulo,5,ata,Romarinho Gouveia,102891,21,0,0,0,1,0,1,NA,2019
285,Internacional,6,Nulo,1,gol,Danilo Fernandes,69051,21,0,8.23,3,7.35,0,7.35,NA,2019
341,CSA,7,Provável,5,ata,Ricardo Bueno,69141,21,0,3.41,14,15.73,1.86,13.870000000000001,NA,2019
264,Corinthians,2,Dúvida,5,ata,Boselli,69161,21,0,2.83,9,3.69,0,3.69,NA,2019
315,Chapecoense,5,Contundido,4,mei,Yann Rolim,102892,21,0,0,0,4,0,4,NA,2019
314,Avaí,7,Provável,2,lat,Léo,69177,21,0,3.39,8,5.81,0,5.81,NA,2019
293,Athlético-PR,7,Provável,4,mei,Nikão,69705,21,0,4.65,12,17.44,1.21,16.23,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,21,0,0.2,2,5.34,0,5.34,NA,2019
267,Vasco,6,Nulo,4,mei,Fellipe Bastos,70116,21,0,2.92,8,4.79,0,4.79,NA,2019
284,Grêmio,7,Provável,4,mei,Romulo,70009,21,0,1.64,8,4.74,0,4.74,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Vinícius,71162,21,0,3.35,13,4.99,0,4.99,NA,2019
262,Flamengo,6,Nulo,1,gol,Yago Darub,102686,21,0,0,0,1,0,1,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,21,0,0.6,2,2.74,0,2.74,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Lucho González,71479,21,0,0.69,9,4.16,-0.5,4.66,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,21,0,5.84,12,14.73,0.24,14.49,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,21,0,1.03,6,3.74,0,3.74,NA,2019
267,Vasco,6,Nulo,4,mei,Guarín,71233,21,0,0,0,9,0,9,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,21,0,2.75,12,6.77,0,6.77,NA,2019
293,Athlético-PR,7,Provável,1,gol,Santos,69012,21,0,4.46,15,7.42,-0.99,8.41,NA,2019
290,Goiás,7,Provável,3,zag,Fábio Sanches,71604,21,0,3.96,8,4.44,0.56,3.8800000000000003,NA,2019
275,Palmeiras,7,Provável,3,zag,Gustavo Gómez,71684,21,0,3.4,9,13.18,0.78,12.4,NA,2019
275,Palmeiras,7,Provável,1,gol,Weverton,71631,21,0,3.23,14,12.28,-0.98,13.26,NA,2019
290,Goiás,6,Nulo,4,mei,Geovane,71667,21,0,0.46,15,2.8,0,2.8,NA,2019
266,Fluminense,6,Nulo,1,gol,Agenor,71724,21,0,2.37,6,3.05,0,3.05,NA,2019
265,Bahia,5,Contundido,4,mei,Elton,71719,21,0,1.71,9,5.22,0,5.22,NA,2019
267,Vasco,6,Nulo,2,lat,Raúl Cáceres,71680,21,0,-0.02,5,1.76,0,1.76,NA,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,21,0,0,1,3.8,0,3.8,NA,2019
354,Ceará,7,Provável,4,mei,Thiago Galhardo,71844,21,0,6.35,18,12.24,0.95,11.290000000000001,NA,2019
264,Corinthians,2,Dúvida,4,mei,Júnior Urso,71829,21,0,2.13,14,6.7,0,6.7,NA,2019
354,Ceará,6,Nulo,4,mei,Fernando Sobral,84428,21,0,2.14,13,5.34,0,5.34,NA,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,21,0,4.04,20,11.45,0.74,10.709999999999999,NA,2019
284,Grêmio,3,Suspenso,4,mei,Michel,71920,21,0,1.97,13,4.59,-0.27,4.859999999999999,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Anderson,102906,21,0,0,0,1,0,1,NA,2019
266,Fluminense,6,Nulo,2,lat,César,102912,21,0,0,0,1,0,1,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,21,0,3.8,17,7.35,0.45,6.8999999999999995,NA,2019
314,Avaí,6,Nulo,4,mei,Marcinho,102380,21,0,0,0,1,0,1,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,21,0,0,0,4,0,4,NA,2019
275,Palmeiras,6,Nulo,1,gol,Matheus Teixeira,102907,21,0,0,0,1,0,1,NA,2019
265,Bahia,6,Nulo,2,lat,Giovanni,72097,21,0,3.4,5,6.18,0,6.18,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,21,0,6.11,20,17.1,-0.57,17.67,NA,2019
284,Grêmio,6,Nulo,2,lat,Bruno Cortez,72079,21,0,4.43,8,6.57,0.67,5.9,NA,2019
315,Chapecoense,6,Nulo,4,mei,Vini Locatelli,102998,21,0,7.2,1,2.12,0,2.12,NA,2019
263,Botafogo,6,Nulo,5,ata,Rhuan,102958,21,0,-0.3,2,0.77,0,0.77,NA,2019
276,São Paulo,7,Provável,4,mei,Luan,102909,21,0,0.51,11,3.29,0.23,3.06,NA,2019
266,Fluminense,6,Nulo,4,mei,Zé Ricardo,102911,21,0,0,0,1,0,1,NA,2019
284,Grêmio,6,Nulo,3,zag,Antonini,103069,21,0,0,0,1,0,1,NA,2019
315,Chapecoense,6,Nulo,4,mei,Tharlis,102997,21,0,1.7,2,2.84,0,2.84,NA,2019
315,Chapecoense,6,Nulo,4,mei,Régis,102999,21,0,0.89,8,3.55,0,3.55,NA,2019
354,Ceará,7,Provável,5,ata,Mateus Gonçalves,103076,21,0,1.27,11,3,0.25,2.75,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,21,0,2.82,19,7.95,-2.03,9.98,NA,2019
283,Cruzeiro,7,Provável,4,mei,Éderson,103099,21,0,1.05,6,2.22,0.42,1.8000000000000003,NA,2019
264,Corinthians,7,Provável,2,lat,Danilo Avelar,72142,21,0,5.61,12,8.76,0,8.76,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,21,0,4.69,20,9.95,-0.59,10.54,NA,2019
264,Corinthians,6,Nulo,3,zag,Marllon,70666,21,0,5.05,2,5.51,0,5.51,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,21,0,1,1,6.4,0,6.4,NA,2019
263,Botafogo,6,Nulo,1,gol,Andrew,103183,21,0,0,0,2,0,2,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,21,0,2.79,15,7.45,0.96,6.49,NA,2019
276,São Paulo,7,Provável,5,ata,Antony,103455,21,0,4.05,15,11.01,-0.4,11.41,NA,2019
262,Flamengo,6,Nulo,4,mei,Yuri ,103446,21,0,0,0,2,0,2,NA,2019
354,Ceará,5,Contundido,3,zag,Luiz Otávio,72359,21,0,1.62,14,9,0,9,NA,2019
264,Corinthians,7,Provável,6,tec,Fábio Carille,70696,21,0,4.28,19,11.73,0,11.73,NA,2019
356,Fortaleza,6,Nulo,1,gol,Felipe Alves,72372,21,0,3.33,19,8.2,0,8.2,NA,2019
277,Santos,6,Nulo,5,ata,Kaio Jorge,103445,21,0,0,1,0.75,0,0.75,NA,2019
285,Internacional,7,Provável,4,mei,Rodrigo Lindoso,72362,21,0,6.34,13,10.96,-0.39,11.350000000000001,NA,2019
314,Avaí,2,Dúvida,4,mei,Matheus Barbosa,74069,21,0,2.22,11,4.44,0.59,3.8500000000000005,NA,2019
284,Grêmio,6,Nulo,1,gol,Phelipe,103524,21,0,0,0,1,0,1,NA,2019
341,CSA,6,Nulo,2,lat,Celsinho,72494,21,0,1.3,4,3.07,0,3.07,NA,2019
315,Chapecoense,5,Contundido,4,mei,Gustavo Campanharo,72497,21,0,4.53,17,6.23,0,6.23,NA,2019
277,Santos,6,Nulo,3,zag,Kaique Rocha,103684,21,0,0,0,2,0,2,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadsom Silva,103695,21,0,0,1,0.76,0,0.76,NA,2019
265,Bahia,6,Nulo,3,zag,Ignácio,103523,21,0,0,0,2,0,2,NA,2019
276,São Paulo,7,Provável,6,tec,Fernando Diniz,72391,21,0,2.82,15,6.9,0,6.9,NA,2019
275,Palmeiras,7,Provável,3,zag,Vitor Hugo,72605,21,0,2.47,6,6.17,-1.25,7.42,NA,2019
276,São Paulo,2,Dúvida,2,lat,Juanfran,72620,21,0,3.44,5,10.77,0,10.77,NA,2019
276,São Paulo,6,Nulo,1,gol,Júnior,103662,21,0,0,0,1,0,1,NA,2019
266,Fluminense,6,Nulo,5,ata,Marcos Paulo,103645,21,0,3.63,11,4.25,0,4.25,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Michel,103579,21,0,0,0,2,0,2,NA,2019
275,Palmeiras,7,Provável,5,ata,Luiz Adriano,72772,21,0,3.67,6,8.65,3.63,5.0200000000000005,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,21,0,0,0,7,0,7,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,21,0,3.09,12,6.38,-0.45,6.83,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,21,0,4.49,21,12.25,-0.19,12.44,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,21,0,0,0,7,0,7,NA,2019
264,Corinthians,6,Nulo,3,zag,Bruno Méndez,103700,21,0,3.27,3,5.01,0,5.01,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Neto,103706,21,0,0,0,1,0,1,NA,2019
277,Santos,6,Nulo,4,mei,Anderson Ceará,103724,21,0,0,0,1,0,1,NA,2019
356,Fortaleza,7,Provável,3,zag,Jackson,70934,21,0,1.47,7,4.69,0.46,4.23,NA,2019
275,Palmeiras,6,Nulo,5,ata,Veron,103764,21,0,0,0,1,0,1,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,21,0,3.29,14,13.43,3.4,10.03,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,21,0,0.3,10,3.41,-0.04,3.45,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,21,0,0,0,4,0,4,NA,2019
293,Athlético-PR,7,Provável,4,mei,Léo Cittadini,70986,21,0,4.86,11,9.04,2.77,6.27,NA,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,21,0,3.65,18,12.36,-0.15,12.51,NA,2019
356,Fortaleza,6,Nulo,5,ata,Éderson,73446,21,0,0,0,6,0,6,NA,2019
266,Fluminense,7,Provável,5,ata,João Pedro,104026,21,0,5.12,15,7,0.49,6.51,NA,2019
266,Fluminense,6,Nulo,3,zag,Luccas Claro,73465,21,0,0,0,3,0,3,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,21,0,5.28,14,12.81,-0.33,13.14,NA,2019
354,Ceará,2,Dúvida,4,mei,Felipe Baxola,71113,21,0,0.25,9,3.79,-0.48,4.27,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,21,0,2.2,11,4.56,0,4.56,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Leo,71043,21,0,5.85,2,2.47,0,2.47,NA,2019
266,Fluminense,7,Provável,6,tec,Marcão,73476,21,0,0,0,6.9,0,6.9,NA,2019
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,21,0,6.13,13,14.23,0.01,14.22,NA,2019
315,Chapecoense,6,Nulo,2,lat,Roberto,71116,21,0,0,0,4,0,4,NA,2019
276,São Paulo,6,Nulo,3,zag,Walce,104074,21,0,3.57,3,3.67,0,3.67,NA,2019
263,Botafogo,6,Nulo,1,gol,André,104080,21,0,0,0,1,0,1,NA,2019
285,Internacional,7,Provável,3,zag,Bruno Fuchs,104085,21,0,3.13,3,2.72,0,2.72,NA,2019
285,Internacional,6,Nulo,1,gol,Carlos Miguel,104084,21,0,0,0,1,0,1,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,21,0,2,1,2.69,-0.31,3,NA,2019
285,Internacional,5,Contundido,3,zag,Roberto,104086,21,0,0.17,3,1.69,0,1.69,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,21,0,0.53,5,1.68,0,1.68,NA,2019
265,Bahia,6,Nulo,5,ata,Rogério,73540,21,0,2.95,7,9.4,0,9.4,NA,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,21,0,1.58,11,3.04,0,3.04,NA,2019
285,Internacional,6,Nulo,5,ata,Pedro Lucas,104087,21,0,-0.33,3,2.69,0,2.69,NA,2019
265,Bahia,6,Nulo,3,zag,Jaques,104128,21,0,0,0,1,0,1,NA,2019
263,Botafogo,6,Nulo,4,mei,Alessandro,104081,21,0,0,0,1,0,1,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Matheus Stockl,104088,21,0,0,0,1,0,1,NA,2019
356,Fortaleza,5,Contundido,4,mei,Nenê Bonilha,73608,21,0,0.3,1,2.41,0,2.41,NA,2019
264,Corinthians,6,Nulo,3,zag,João Victor,104250,21,0,0,0,2,0,2,NA,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,21,0,3.15,17,7.33,0.34,6.99,NA,2019
266,Fluminense,6,Nulo,5,ata,Wellington Nem,73619,21,0,1.35,6,4.42,-0.68,5.1,NA,2019
262,Flamengo,6,Nulo,2,lat,João Lucas,104257,21,0,6.47,3,3.49,0,3.49,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marco Ruben,73741,21,0,4.24,11,14.69,1.32,13.37,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,21,0,0.6,2,4.01,0,4.01,NA,2019
266,Fluminense,6,Nulo,2,lat,Calegari,104276,21,0,0,0,1,0,1,NA,2019
314,Avaí,6,Nulo,4,mei,Falcão,104104,21,0,0,0,2,0,2,NA,2019
341,CSA,3,Suspenso,4,mei,Jean Cléber,73858,21,0,0.61,11,1.68,-0.57,2.25,NA,2019
290,Goiás,7,Provável,4,mei,Gilberto,73789,21,0,2.85,6,3.47,0.63,2.8400000000000003,NA,2019
315,Chapecoense,6,Nulo,1,gol,Arthur,104325,21,0,0,0,1,0,1,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,21,0,2.36,17,11.16,0,11.16,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,21,0,3.48,15,8,-0.35,8.35,NA,2019
314,Avaí,6,Nulo,4,mei,Dudu,104327,21,0,0,0,1,0,1,NA,2019
341,CSA,6,Nulo,5,ata,Bruno Alves,84462,21,0,-1.75,2,0.77,0,0.77,NA,2019
314,Avaí,6,Nulo,3,zag,Nuno,104326,21,0,0,0,2,0,2,NA,2019
277,Santos,7,Provável,4,mei,Alison,73974,21,0,2.9,12,5.71,0.03,5.68,NA,2019
314,Avaí,6,Nulo,1,gol,Rodrigo,104328,21,0,0,0,1,0,1,NA,2019
341,CSA,6,Nulo,3,zag,Lucas Dias,104356,21,0,0,0,2,0,2,NA,2019
262,Flamengo,6,Nulo,2,lat,Rodinei,73992,21,0,0.34,7,2.24,0,2.24,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,21,0,4.87,18,8.5,-1.37,9.870000000000001,NA,2019
314,Avaí,6,Nulo,4,mei,Julian,104333,21,0,0,0,2,0,2,NA,2019
356,Fortaleza,6,Nulo,5,ata,Gustavo Coutinho,104362,21,0,0,0,1,0,1,NA,2019
314,Avaí,6,Nulo,1,gol,João Vitor,104329,21,0,0,0,1,0,1,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Gabriel,104404,21,0,0,0,1,0,1,NA,2019
266,Fluminense,6,Nulo,4,mei,Miguel,105612,21,0,0.35,2,2.21,0,2.21,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Igor Reis,104408,21,0,0,0,1,0,1,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,21,0,2.15,2,4.01,0,4.01,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Vitor Mendes,104401,21,0,0,0,1,0,1,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Talison,104415,21,0,0,0,1,0,1,NA,2019
265,Bahia,7,Provável,4,mei,Élber,74140,21,0,2.58,15,6.49,0.78,5.71,NA,2019
354,Ceará,6,Nulo,5,ata,Rick,104459,21,0,0.82,4,1.82,0,1.82,NA,2019
277,Santos,6,Nulo,5,ata,Tailson,104578,21,0,0,0,1,0,1,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Vinícius,104513,21,0,2.06,5,5.07,0,5.07,NA,2019
277,Santos,6,Nulo,4,mei,Sandry,104580,21,0,0,0,1,0,1,NA,2019
285,Internacional,3,Suspenso,5,ata,Paolo Guerrero,75295,21,0,3.89,10,11.04,-1.12,12.16,NA,2019
265,Bahia,6,Nulo,4,mei,Guerra,74213,21,0,1.12,8,3.96,0.53,3.4299999999999997,NA,2019
290,Goiás,5,Contundido,3,zag,Yago,77500,21,0,1.27,13,2.95,0,2.95,NA,2019
277,Santos,2,Dúvida,5,ata,Derlis González,75372,21,0,0.59,11,1.52,0.53,0.99,NA,2019
265,Bahia,6,Nulo,5,ata,Caíque,104591,21,0,0,0,2,0,2,NA,2019
284,Grêmio,6,Nulo,4,mei,Darlan,104593,21,0,0.99,7,1.73,0,1.73,NA,2019
263,Botafogo,7,Provável,6,tec,Eduardo Barroca,77774,21,0,3.12,21,8.17,-0.51,8.68,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hélio Júnior,104622,21,0,0,0,1,0,1,NA,2019
285,Internacional,5,Contundido,5,ata,William Pottker,77809,21,0,5.02,5,9.48,0,9.48,NA,2019
265,Bahia,6,Nulo,2,lat,Douglas Borel,104634,21,0,0,0,1,0,1,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Weverton,104625,21,0,4.43,3,3.08,0,3.08,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,21,0,1.8,3,4.23,0,4.23,NA,2019
341,CSA,6,Nulo,2,lat,Warley,104646,21,0,0,0,2,0,2,NA,2019
263,Botafogo,7,Provável,2,lat,Lucas Barros,104650,21,0,2.43,4,1.39,-0.61,2,NA,2019
341,CSA,6,Nulo,1,gol,Igo,104991,21,0,0,0,1,0,1,NA,2019
290,Goiás,6,Nulo,5,ata,Vinícius,104660,21,0,0,0,1,0,1,NA,2019
267,Vasco,6,Nulo,5,ata,Tiago Reis,104678,21,0,1.74,8,4.08,0,4.08,NA,2019
285,Internacional,7,Provável,2,lat,Heitor,104649,21,0,3.55,4,2.08,0,2.08,NA,2019
263,Botafogo,6,Nulo,1,gol,Lucas Alves,104651,21,0,0,0,1,0,1,NA,2019
263,Botafogo,6,Nulo,5,ata,Luis Henrique ,105049,21,0,0,0,1,0,1,NA,2019
277,Santos,6,Nulo,5,ata,Bruninho,105111,21,0,0,0,2,0,2,NA,2019
277,Santos,6,Nulo,3,zag,Wagner Leonardo,104994,21,0,0,0,1,0,1,NA,2019
356,Fortaleza,6,Nulo,2,lat,Talison,105173,21,0,0,0,1,0,1,NA,2019
341,CSA,6,Nulo,5,ata,Gerson Júnior,104824,21,0,0,2,0.75,0,0.75,NA,2019
262,Flamengo,6,Nulo,4,mei,Reinier,105068,21,0,4.33,3,2.81,-1.74,4.55,NA,2019
