clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FC,FD,FF,FS,G,I,PE,PP,RB,A,FT,DD,GS,SG,CV,DP,GC,ano
284,Grêmio,6,Nulo,3,zag,Antonini,103069,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,3,zag,Igor Rabello,89493,19,0,2.5,16,8.09,0,8.09,NA,18,1,4,12,NA,1,23,NA,24,NA,NA,NA,NA,3,1,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Mateus Gonçalves,103076,19,0,1.25,9,2.23,0,2.23,1,5,NA,2,5,1,NA,18,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Saulo,89492,19,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Bruno Pacheco,90061,19,6.9,3.75,18,13.68,1.17,12.51,2,31,NA,1,40,NA,NA,48,NA,37,2,NA,NA,NA,4,1,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gustavo Ferrareis,89815,19,0,0.36,7,1.65,0,1.65,2,8,4,9,8,NA,1,15,NA,3,NA,NA,NA,NA,NA,1,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Yago Rocha,90118,19,0,-0.85,4,0.77,0,0.77,NA,4,NA,NA,3,NA,NA,8,NA,3,NA,NA,NA,NA,NA,1,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Bruno Henrique,90285,19,3.5,6.29,17,19.29,-0.8,20.09,4,24,15,21,38,7,4,24,NA,7,2,2,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Pedro Rocha,90302,19,2.4,3.25,14,10.49,-0.37,10.86,1,12,8,4,24,2,1,44,NA,11,2,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,19,1,7.73,18,13.97,-0.75,14.72,NA,NA,NA,NA,5,NA,NA,6,NA,1,NA,NA,36,14,10,NA,1,NA,2019
266,Fluminense,6,Nulo,4,mei,Dodi,89883,19,1.5,1.5,1,2.6,-0.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,5,ata,David,90309,19,2.8,1.45,17,5.1,0.83,4.27,1,22,8,11,13,NA,4,24,NA,8,2,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Crysan,90406,19,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Léo Sena,90572,19,6.4,5.32,14,8.72,-1.12,9.84,3,10,1,5,51,NA,NA,37,NA,44,1,NA,NA,NA,NA,1,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Éderson,103099,19,-4.7,0.68,4,1,-0.79,1.79,1,8,1,1,5,NA,NA,11,NA,3,NA,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Moisés,90444,19,0.5,5.41,15,12.82,-2.26,15.08,4,30,4,9,7,NA,1,30,NA,42,1,NA,NA,NA,7,1,NA,NA,2019
354,Ceará,2,Dúvida,4,mei,Ricardinho,78577,19,2.2,4.31,17,7.33,-0.31,7.64,1,20,13,14,5,1,NA,42,NA,27,4,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Yuri Lima,90569,19,-1.8,-0.09,10,1.45,-0.25,1.7,4,17,1,2,4,NA,NA,14,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Gabriel,78605,19,4.2,3.36,8,6.63,0.12,6.51,1,12,NA,1,4,NA,NA,13,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Luiz Fernando ,90715,19,0.7,1.52,17,4.15,0.11,4.04,2,10,4,6,20,1,2,22,NA,8,NA,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,3,zag,Fabrício Bruno,90768,19,0,4.14,5,5.69,0,5.69,NA,1,NA,NA,4,NA,NA,6,NA,4,NA,NA,NA,NA,3,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Elias,90843,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Lucas Mineiro,90634,19,0,1.36,11,5.12,0,5.12,4,17,1,8,11,NA,1,22,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Eduardo Brock,78654,19,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,5,ata,Carlos Eduardo,90917,19,0,-0.25,2,3.67,0,3.67,1,2,NA,1,2,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Klaus,90846,19,-0.6,1.65,7,3.15,-1.21,4.359999999999999,1,9,1,NA,2,NA,NA,17,NA,4,NA,NA,NA,NA,3,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Ramiro,78715,19,0,1.31,10,9.48,0,9.48,1,15,1,3,7,NA,NA,10,NA,9,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Pedro Castro,78840,19,2.2,2.76,19,5.31,0.16,5.1499999999999995,NA,25,6,9,25,1,1,48,NA,28,NA,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Flávio,91102,19,5.2,2.11,11,3.7,0.76,2.9400000000000004,1,15,1,NA,9,NA,1,18,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Jean,90933,19,0,-2,0,3.32,0,3.32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,5,Contundido,5,ata,Everaldo ,91151,19,0,2.62,10,3.91,0,3.91,2,15,2,8,15,1,3,7,NA,8,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandinho,91130,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Pepê,91201,19,0,2.66,14,4.81,0,4.81,1,7,5,10,7,3,7,19,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Rodriguez,91251,19,0,6.94,5,5.01,0,5.01,NA,1,NA,1,1,NA,1,7,NA,11,1,NA,NA,NA,3,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Gustavo Blanco,91191,19,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Andrew,103183,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,2,Dúvida,5,ata,Leandro Barcia,91242,19,0.4,3.59,16,8.5,0.01,8.49,4,25,7,12,20,3,3,25,NA,18,1,1,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Perri,91260,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Arboleda,91573,19,-0.3,1.46,11,5.88,-0.23,6.11,3,14,NA,3,7,NA,1,21,NA,10,NA,NA,NA,NA,3,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Yuri ,103446,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Leonardo Valencia,91508,19,0.7,0.45,6,3.46,-0.49,3.95,2,3,1,4,1,NA,1,9,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Kaio Jorge,103445,19,0,0,1,0.75,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luiz Felipe,79035,19,0,4.4,3,5.96,0,5.96,NA,NA,NA,NA,1,NA,NA,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Antony,103455,19,0.4,4.35,13,11,-0.21,11.21,1,9,10,8,36,1,NA,40,NA,13,2,2,NA,NA,NA,1,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Rony,91607,19,0,5.67,12,13.09,0,13.09,3,28,10,14,26,4,2,24,NA,10,2,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,3,zag,Nino,91708,19,2.5,2.53,17,3.79,-0.87,4.66,6,20,2,3,9,1,NA,16,NA,25,1,NA,NA,NA,2,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Ignácio,103523,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Matheus Alves,91712,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Michel,103579,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Felipe,91733,19,2.3,3.04,15,6.62,-0.34,6.96,5,28,2,2,17,NA,NA,55,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,David Duarte,91772,19,0,2.92,7,8.03,0,8.03,NA,2,NA,3,3,NA,NA,10,NA,7,NA,NA,NA,NA,2,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Phelipe,103524,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Júnior,103662,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Kevin ,91888,19,0,1.97,4,6.04,0,6.04,1,1,NA,1,2,NA,NA,13,NA,5,NA,NA,NA,NA,1,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Marcos Paulo,103645,19,0,3.83,10,4.24,0,4.24,NA,4,3,6,9,NA,NA,17,NA,13,2,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadsom Silva,103695,19,0,0,1,0.76,0,0.76,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Kaique Rocha,103684,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Bruno Méndez,103700,19,2.4,3.27,3,5.01,-0.3,5.31,1,2,NA,NA,NA,NA,NA,9,NA,7,NA,NA,NA,NA,1,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Giovanny ,92085,19,0,-1.6,1,1.24,0,1.24,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,2,Dúvida,5,ata,André Luís,92146,19,0,2.44,11,4.21,0,4.21,2,6,4,2,23,2,1,14,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,5,ata,João Paulo,91972,19,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Ramón Martínez,92155,19,1.7,1.28,6,4.07,0.18,3.89,1,3,NA,NA,3,NA,1,6,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,João Pedro,104026,19,3.6,4.91,13,6.08,-0.86,6.94,1,11,15,9,13,4,5,18,NA,7,1,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Neto,103706,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Anderson Ceará,103724,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Juninho,92182,19,1.2,4.54,9,5.66,-0.5,6.16,1,3,2,3,6,NA,NA,18,NA,8,NA,NA,NA,NA,6,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Veron,103764,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Raul,92496,19,8.3,4.99,16,9.06,0.78,8.280000000000001,4,28,7,7,41,NA,NA,29,NA,44,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Walce,104074,19,0,3.57,3,3.67,0,3.67,NA,1,NA,NA,NA,NA,NA,6,NA,2,NA,NA,NA,NA,2,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,André,104080,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Carlos Miguel,104084,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alessandro,104081,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,6,tec,Odair Hellmann,92273,19,5.4,4.4,19,11.31,-0.02,11.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato Kayzer,92696,19,0,1.05,8,2.28,0,2.28,NA,9,1,2,5,1,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Bruno Fuchs,104085,19,0,3.13,3,2.72,0,2.72,1,NA,1,NA,1,NA,NA,6,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Pedro Lucas,104087,19,0,-0.33,3,2.69,0,2.69,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,3,zag,Roberto,104086,19,0,0.17,3,1.69,0,1.69,1,4,NA,NA,3,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Hiago,97535,19,0,-0.5,1,1.45,0,1.45,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Fernando Medeiros,92841,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Deyverson,92708,19,0,4.33,8,10.68,0,10.68,1,10,6,10,20,1,11,17,NA,6,2,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Matheus Stockl,104088,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Falcão,104104,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Mateus Vital,93108,19,2.7,4.77,13,7.48,-0.69,8.17,1,4,6,10,29,1,NA,14,NA,15,2,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Jaques,104128,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Ronaldo,92981,19,0,4.26,7,5.57,0,5.57,2,13,NA,2,5,NA,NA,16,NA,24,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Thiago Santos,93151,19,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Calegari,104276,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,João Victor,104250,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Reinaldo,78850,19,15,6.97,17,16.37,2.46,13.91,3,18,5,12,20,4,NA,36,NA,31,1,NA,NA,NA,7,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Richard,78851,19,0,1.2,1,4.73,0,4.73,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Michael,93659,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,João Lucas,104257,19,0,6.47,3,3.49,0,3.49,NA,NA,NA,NA,1,NA,NA,2,NA,3,NA,NA,NA,NA,3,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Lucas Veríssimo,93368,19,1.3,4.58,17,9.54,-0.44,9.979999999999999,5,36,2,7,12,1,1,43,NA,41,NA,2,NA,NA,7,1,NA,NA,2019
277,Santos,6,Nulo,4,mei,Jobson,93377,19,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Thiago Santos,78855,19,0,1.55,8,5.6,0,5.6,2,20,1,1,6,NA,1,7,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,3,zag,Joel Carli,93414,19,0,1.81,15,6.17,0,6.17,5,13,1,2,10,NA,NA,39,NA,13,NA,1,NA,NA,5,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Rodrigo Dourado,78865,19,0,1.4,1,7.12,0,7.12,1,2,NA,NA,1,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Alan Cardoso,93785,19,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Alisson Safira,93782,19,1.7,3.2,2,4.48,-0.03,4.510000000000001,NA,3,NA,NA,4,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,19,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Andrey,93787,19,0,2.83,10,5.47,0,5.47,NA,10,3,3,5,1,NA,14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,2,lat,Marcinho,93797,19,5.9,4.18,13,7.55,0.71,6.84,2,16,4,8,8,1,NA,28,NA,11,2,NA,NA,NA,5,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Naldo,78897,19,4.1,1.63,16,3.87,0.54,3.33,3,21,2,5,8,NA,2,26,NA,24,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Keiller,93834,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Daniel,93791,19,0,1.47,13,4.58,0,4.58,2,10,6,3,21,NA,NA,40,NA,10,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Lucas França,93869,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,1,gol,Cleiton,93882,19,-3.3,2.02,9,1.81,-1.2,3.01,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,10,10,2,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Bryan,97536,19,0,1.38,7,2.71,0,2.71,2,6,1,1,5,NA,NA,11,NA,7,NA,NA,NA,NA,1,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,19,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Romário Rodrigues,79336,19,0,1,2,1.76,0,1.76,NA,1,NA,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Marcos Júnior,93893,19,4.5,2.13,12,4.19,1.15,3.0400000000000005,4,22,3,5,19,1,NA,35,NA,18,NA,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Víctor Cuesta,79113,19,0,5.93,13,14.51,0,14.51,4,11,NA,NA,12,NA,NA,23,NA,41,NA,NA,NA,NA,6,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,John Victor,94044,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Matheus Fernandes,94067,19,0,1.43,3,3.87,0,3.87,NA,1,NA,NA,3,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Ribamar,94068,19,9.5,4.1,3,3.9,1.45,2.45,NA,1,2,4,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Arthur,104325,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,5,ata,Felipe Vizeu,94138,19,0,0.67,9,2.41,0,2.41,NA,9,NA,4,3,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Nuno,104326,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Biro Biro,80949,19,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Guilherme Parede,83438,19,0.8,2.14,12,4.45,-0.37,4.82,2,15,6,8,18,1,7,13,NA,6,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,3,zag,Léo Pereira,83528,19,0,2.6,13,8.04,0,8.04,3,16,3,3,5,1,1,32,NA,11,NA,NA,NA,NA,5,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Dudu,104327,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Diego Pituca,94156,19,0,1.48,17,3.51,0,3.51,6,39,6,10,18,1,NA,44,NA,21,NA,2,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Luiz Adriano,72772,19,4.2,1.33,4,5.83,1.12,4.71,NA,8,1,1,5,NA,1,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Rafinha,83681,19,0,2.95,2,3.92,0,3.92,NA,2,NA,NA,3,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Rodrigo,104328,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Neilton,83772,19,9.3,3.07,6,7.23,1.65,5.58,NA,3,1,2,12,1,1,13,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,William Oliveira,94297,19,0,0.05,4,2.04,0,2.04,1,5,1,1,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julian,104333,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Alessandro Vinícius,94495,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,19,2.89,2.78,10,6.02,-0.18,6.199999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,19,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,João Vitor,104329,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Raphael Veiga,94509,19,0,3.21,7,7.88,0,7.88,NA,6,3,5,6,1,NA,7,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Clayson,83817,19,0,2.09,16,9,0,9,3,23,6,3,26,2,1,34,NA,12,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Lucas Dias,104356,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
