clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,CV,FC,FD,FF,FS,G,I,PE,RB,A,SG,PP,DD,DP,GS,FT,GC,ano
284,Grêmio,7,Provável,3,zag,Pedro Geromel,80853,32,0,6.07,16,12.57,0,12.57,4,NA,11,1,4,12,3,NA,26,36,NA,6,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Marlone,80944,32,0,1.21,15,4.68,0,4.68,1,NA,9,NA,6,9,1,1,19,7,NA,NA,NA,NA,NA,NA,1,NA,2019
282,Atlético-MG,7,Provável,4,mei,Cazares,81682,32,3.6,3.13,20,10.08,-0.21,10.290000000000001,2,1,18,19,22,7,4,NA,75,13,1,NA,NA,NA,NA,NA,1,NA,2019
275,Palmeiras,6,Nulo,2,lat,Mayke,81150,32,0,-0.4,3,5.75,0,5.75,NA,NA,1,NA,NA,1,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,1,2019
282,Atlético-MG,7,Provável,4,mei,Jair,81091,32,0,3.48,9,6.81,0,6.81,2,NA,16,NA,1,14,1,NA,13,21,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Clayton,81770,32,0,0.18,8,3.25,0,3.25,1,NA,7,5,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Carlos Sánchez,81677,32,5.1,6.02,28,14.79,0.48,14.309999999999999,4,NA,34,19,27,64,8,5,99,32,7,NA,1,NA,NA,NA,2,NA,2019
284,Grêmio,7,Provável,4,mei,Alisson,81845,32,0.5,5.13,18,7.83,-0.35,8.18,4,NA,17,13,8,36,3,NA,36,17,6,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Rossi,81798,32,3,1.85,24,4.77,0.3,4.47,7,NA,30,15,14,39,1,4,63,19,2,NA,1,NA,NA,NA,1,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Bruno Nazário,81776,32,-0.3,1.64,13,2.44,-0.07,2.51,1,NA,10,6,4,15,NA,NA,15,6,NA,NA,NA,NA,NA,NA,2,NA,2019
263,Botafogo,5,Contundido,2,lat,Gilson,52674,32,0,1.68,18,5.35,0,5.35,3,2,20,NA,1,16,NA,NA,37,19,1,5,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Henrique Dourado,81905,32,0,0.8,4,4.63,0,4.63,NA,NA,3,1,1,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,1,gol,João Ricardo,81881,32,1,4.63,7,5.49,-1.3,6.79,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,17,NA,9,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Berrío ,85300,32,0,1.17,16,5.06,0,5.06,1,1,15,1,6,4,1,NA,16,8,2,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Uilson,85418,32,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Igor Julião,81951,32,0,2.78,12,4.32,0,4.32,1,NA,14,2,1,13,NA,NA,11,14,NA,3,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Marcos Felipe ,85004,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Chico,82407,32,0,0.87,7,3.58,0,3.58,1,NA,15,1,1,11,NA,NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Valdívia,85423,32,0,1.45,11,3.86,0,3.86,NA,NA,10,3,5,10,NA,NA,14,5,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Zé Rafael,82455,32,5.5,3.33,19,9.82,0.14,9.68,4,NA,46,9,11,49,1,3,22,25,2,NA,NA,NA,NA,NA,1,NA,2019
341,CSA,7,Provável,3,zag,Alan Costa,82613,32,-1,1.81,21,4.18,-0.12,4.3,4,NA,17,1,5,5,NA,3,28,21,NA,5,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,32,9,7.51,30,17.45,-1.43,18.88,NA,NA,NA,NA,NA,7,NA,NA,17,NA,NA,10,NA,83,2,43,NA,NA,2019
277,Santos,6,Nulo,4,mei,Cueva,82411,32,0,0.38,5,5.15,0,5.15,1,NA,4,NA,NA,4,NA,NA,12,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Tinga,82628,32,0,2.24,18,1.99,0,1.99,NA,NA,8,NA,4,6,1,NA,63,16,2,3,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,João Paulo,85425,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,32,0,0.38,5,2.86,0,2.86,1,NA,NA,1,1,4,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Matheus Galdezani,82634,32,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Igor Fernandes,82635,32,0.8,3.02,24,4.73,-0.38,5.11,4,NA,26,4,6,20,NA,3,46,36,NA,7,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Marcelo Hermes,82639,32,0,2.94,10,3.53,0,3.53,3,NA,9,1,3,10,NA,NA,17,11,1,3,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucão,83199,32,0,-0.2,6,2.28,-0.07,2.3499999999999996,1,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Mosquera,86116,32,0,0.89,11,2.43,0,2.43,2,NA,8,NA,3,14,NA,NA,12,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Alex Santana,85465,32,2.3,4.15,20,9.93,0.23,9.7,2,NA,13,8,17,27,5,NA,23,14,NA,NA,NA,NA,NA,NA,1,NA,2019
314,Avaí,7,Provável,5,ata,Vinícius Araújo,82767,32,2.2,2.33,9,2.34,0.14,2.1999999999999997,NA,NA,13,8,4,17,1,3,16,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Hyoran,85931,32,0,3.3,6,4.6,0,4.6,NA,NA,8,3,5,5,NA,NA,6,5,1,NA,NA,NA,NA,NA,1,NA,2019
314,Avaí,6,Nulo,4,mei,Gegê,82474,32,0,2.78,11,2.99,0,2.99,2,NA,14,5,6,6,1,NA,14,14,NA,NA,NA,NA,NA,NA,1,NA,2019
290,Goiás,6,Nulo,1,gol,Marcelo Rangel,82730,32,0,12.5,1,5.43,0,5.43,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,NA,3,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Borja,86120,32,0.3,1.38,6,5.13,-0.64,5.77,1,NA,5,3,2,6,NA,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Léo,85626,32,0,2.3,2,4.47,0,4.47,1,NA,2,NA,NA,1,NA,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Daniel Amorim,82880,32,0,1.37,9,5.13,0,5.13,1,NA,6,3,5,9,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Victor Luis,86410,32,0,-1.6,3,4.47,0,4.47,1,1,7,NA,2,1,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Luanderson ,86380,32,1.9,3.01,8,2.82,0.55,2.2699999999999996,2,NA,11,1,1,17,NA,NA,13,18,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Victor Rangel,82653,32,0,0.57,14,1.58,0,1.58,2,NA,15,2,6,25,NA,3,11,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Wanderson,86143,32,0,-2.5,1,1.68,0,1.68,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Joel,82787,32,0,1.3,1,1.94,0,1.94,NA,NA,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,2,lat,Natanael,86264,32,0,1.47,6,4.46,0,4.46,2,NA,8,NA,1,4,NA,NA,15,9,NA,2,NA,NA,NA,NA,NA,1,2019
266,Fluminense,6,Nulo,5,ata,Pablo Dyego,86444,32,0,1.3,5,1.99,0,1.99,NA,NA,2,NA,1,3,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,2,lat,Cristovam,82930,32,0,1.93,6,2.88,0,2.88,4,NA,12,NA,1,16,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,32,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Gabriel,83257,32,18.2,9.38,24,22.59,2.68,19.91,9,NA,18,28,31,24,21,16,50,8,5,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Tchê Tchê,86686,32,6.1,2.18,30,6.06,0.73,5.33,5,NA,36,12,15,37,1,1,63,40,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Everton Felipe,86519,32,0,0.75,8,2.17,0,2.17,1,NA,3,1,3,10,NA,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Victor,52950,32,0,3.32,9,6.56,0,6.56,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,1,NA,17,NA,11,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Otero,83004,32,4.7,4.54,14,8.89,-0.85,9.74,3,NA,22,21,23,41,1,3,23,8,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,João Lucas,86740,32,0.7,2.55,27,9.45,-1.13,10.579999999999998,1,NA,13,7,6,8,1,4,58,31,NA,6,NA,NA,NA,NA,NA,1,2019
285,Internacional,7,Provável,4,mei,Patrick,83433,32,4.2,4.29,20,9.33,0.25,9.08,5,NA,32,4,11,31,2,NA,34,48,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Richard,86711,32,4.6,1.85,22,4.92,1.52,3.4,6,NA,33,4,5,26,NA,NA,33,35,1,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Elias,54395,32,0,1.45,24,8.31,0,8.31,3,1,29,5,8,17,1,NA,63,28,1,NA,NA,NA,NA,NA,1,NA,2019
266,Fluminense,7,Provável,4,mei,Ganso,62977,32,-2,1.66,24,7,-0.96,7.96,8,NA,25,10,13,31,2,NA,75,27,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Guilherme Parede,83438,32,0.9,2.09,22,4.64,0.17,4.47,2,NA,21,8,15,36,2,15,26,7,2,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Clayson,83817,32,-0.3,2.54,25,9.38,-0.83,10.21,4,NA,30,8,7,39,3,3,47,17,3,NA,NA,NA,NA,NA,1,NA,2019
285,Internacional,7,Provável,2,lat,Uendel,60852,32,-0.2,2.73,15,3.37,0.05,3.3200000000000003,1,NA,17,2,4,5,NA,4,37,21,1,4,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,3,zag,Dedé,60819,32,0,5.08,20,14.63,0,14.63,2,NA,14,4,6,21,3,NA,45,28,NA,8,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Neilton,83772,32,0,2.25,12,6.11,0,6.11,1,NA,10,2,9,21,1,2,22,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Derley,60791,32,0,-0.43,3,2.96,0,2.96,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Patric,60969,32,6.7,2.36,18,5.05,0.33,4.72,3,NA,26,5,8,6,1,1,46,15,1,5,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,4,mei,Rodriguinho,61033,32,0,2.48,5,5.52,0,5.52,2,NA,3,1,3,7,1,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Rafinha,83681,32,0,3.28,4,4.35,0,4.35,NA,NA,3,NA,NA,3,1,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Léo Pereira,83528,32,0,1.85,25,8.11,0,8.11,6,NA,35,3,6,13,2,2,58,19,NA,7,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Diego Tavares,83869,32,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Lucca,61149,32,0,2.05,13,4.94,0,4.94,1,NA,14,9,6,21,NA,1,16,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Jean Carlos,84253,32,0,-2.8,1,0.78,0,0.78,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,Fabrício,61228,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Camilo,62009,32,2.9,2.64,23,6.85,0.1,6.75,2,NA,31,11,18,22,1,5,51,19,4,NA,NA,NA,NA,NA,1,NA,2019
290,Goiás,6,Nulo,4,mei,Rafinha,84381,32,0,2.48,6,4.18,0,4.18,1,NA,5,3,4,3,1,1,3,1,NA,NA,NA,NA,NA,NA,1,NA,2019
265,Bahia,6,Nulo,5,ata,Gilberto,61188,32,-0.1,5.94,26,15.81,-0.65,16.46,1,NA,28,14,25,15,11,8,30,20,3,NA,NA,NA,NA,NA,2,NA,2019
266,Fluminense,6,Nulo,4,mei,Airton,61985,32,0,-0.39,8,2.38,0,2.38,2,1,10,NA,NA,11,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Bruno Melo,84339,32,4.5,5.35,9,4.58,-1.12,5.7,1,1,10,1,2,13,2,1,12,6,3,3,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Fernando Sobral,84428,32,0,2.14,13,5.34,0,5.34,1,NA,17,2,6,11,NA,1,23,22,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,D'Alessandro,62023,32,1.2,0.72,18,5.88,0.42,5.46,5,NA,5,9,7,14,1,6,63,8,1,NA,1,NA,NA,NA,1,NA,2019
356,Fortaleza,6,Nulo,1,gol,Max Walef,84338,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,2,lat,Danilo Barcelos,84382,32,9.1,3.32,19,6.91,2.28,4.630000000000001,2,1,30,5,7,9,2,1,47,21,2,5,NA,NA,NA,NA,1,NA,2019
341,CSA,6,Nulo,5,ata,Bruno Alves,84462,32,0,-0.61,7,0.78,0,0.78,3,NA,11,2,2,4,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Valdo,84509,32,-0.8,2.53,27,4.51,-0.95,5.46,4,NA,26,3,6,16,NA,NA,23,30,1,6,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Jean,62047,32,0,-0.04,7,3.5,0,3.5,NA,NA,2,NA,1,1,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Fernandão,62033,32,0,2.12,26,6.29,0,6.29,1,1,11,9,19,18,4,9,13,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Romarinho,84523,32,4.2,3.49,26,6.34,-0.89,7.2299999999999995,1,NA,16,11,7,62,3,2,47,18,3,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Pará,62086,32,0,2.19,14,4.78,0,4.78,4,NA,16,NA,1,8,NA,NA,14,14,NA,5,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Robinho,62104,32,2.2,0.56,23,5.67,0.28,5.39,7,NA,33,5,16,24,1,NA,96,19,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luan Peres ,84847,32,7,2.42,6,4.21,1.58,2.63,2,NA,7,NA,2,3,NA,NA,12,5,NA,3,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Nico López,84709,32,1.2,2.5,21,13.08,0.56,12.52,6,NA,26,15,20,14,1,13,42,21,3,NA,NA,NA,NA,NA,2,NA,2019
277,Santos,6,Nulo,1,gol,Vanderlei,62121,32,0,7.97,6,22.89,0,22.89,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,3,NA,15,NA,6,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Lucão,84554,32,0,1.2,1,1.85,0,1.85,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,5,ata,Walter,62128,32,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Lucas Frigeri,84854,32,0,1.13,3,3.41,0,3.41,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6,NA,7,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Wellington,62129,32,-2.3,-0.8,24,0.79,0.01,0.78,10,NA,43,3,3,14,NA,NA,50,13,1,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Alberto Valentim,84863,32,2.95,2.94,22,7.06,0.4,6.659999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Maicon,62968,32,0,1.76,9,5.16,0,5.16,1,NA,8,1,3,6,NA,1,11,6,2,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Felipe,84860,32,0,6.43,3,4.81,0,4.81,NA,NA,6,NA,NA,5,NA,NA,9,5,2,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,32,0,1.7,1,4.35,0,4.35,1,NA,2,1,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Werley,62974,32,7.5,0.37,7,1.83,1.05,0.78,NA,NA,5,3,NA,3,NA,3,5,2,NA,1,NA,NA,NA,NA,NA,1,2019
341,CSA,7,Provável,2,lat,Euller ,84890,32,7.2,1.72,11,4.46,1.27,3.19,1,NA,9,4,7,6,NA,1,13,9,NA,NA,NA,NA,NA,NA,1,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Iago Maidana,89226,32,0,3.35,4,3.9,0,3.9,2,NA,5,NA,2,2,1,NA,9,6,NA,NA,NA,NA,NA,NA,1,NA,2019
275,Palmeiras,7,Provável,2,lat,Marcos Rocha,63013,32,5.3,6.41,20,16.63,-0.85,17.48,3,NA,33,1,5,28,1,1,67,66,1,8,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Alan Ruschel,63110,32,-0.3,1.96,12,4.56,-0.66,5.22,5,NA,21,3,1,18,1,NA,10,7,NA,3,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,2,lat,Leonardo,86973,32,0,2.7,9,5.41,0,5.41,2,NA,9,4,3,1,NA,NA,18,7,NA,4,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,1,gol,Rodolfo,63082,32,0,-0.67,6,2.22,0,2.22,NA,NA,NA,NA,NA,1,NA,NA,5,NA,NA,NA,NA,7,NA,12,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Nathan,87009,32,0,2.98,19,5.95,0,5.95,2,NA,24,5,6,8,4,NA,24,20,NA,NA,NA,NA,NA,NA,1,NA,2019
285,Internacional,5,Contundido,2,lat,Zeca,87192,32,0,3.67,20,7.31,0,7.31,4,NA,13,1,3,6,NA,NA,40,39,NA,7,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,3,Suspenso,4,mei,Gerson,89256,32,3,3.86,22,9.59,0.69,8.9,2,NA,48,6,9,66,2,NA,44,31,2,NA,NA,NA,NA,NA,2,NA,2019
263,Botafogo,6,Nulo,1,gol,Saulo,89492,32,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Douglas,63128,32,1.5,1.03,21,2.82,-0.3,3.1199999999999997,7,NA,23,2,5,8,NA,NA,14,14,1,3,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Paulão,63172,32,5.9,3.54,8,6.43,1.29,5.14,1,NA,4,1,NA,4,1,NA,13,10,NA,2,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Didira,63178,32,0,1.29,14,4.69,0,4.69,3,NA,15,2,3,15,NA,NA,21,17,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandinho,91130,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Carlinhos,63194,32,0,2.78,23,5.63,0,5.63,5,1,47,4,7,17,1,1,45,43,2,3,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,João Pedro ,89273,32,3.2,2.27,7,4.82,0.42,4.4,2,NA,9,2,3,6,NA,NA,8,6,NA,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Caju,89342,32,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Luan,63219,32,1,3.59,22,7.93,0.16,7.77,5,NA,42,6,21,44,3,5,67,41,1,NA,1,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Rodrigo Moledo,63354,32,0.7,3.95,12,6.19,-0.12,6.3100000000000005,1,NA,7,2,2,6,1,NA,8,17,NA,3,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Edenílson,63289,32,0.4,2.79,24,8.32,0.42,7.9,6,NA,24,6,3,17,5,NA,53,26,2,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Vinícius Tanque,88651,32,0,-0.43,6,1,0,1,NA,NA,9,NA,1,5,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Leandro Carvalho,88669,32,-0.3,3.07,23,9.77,-0.22,9.99,5,NA,14,12,14,30,3,2,43,18,2,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Bruno Sávio,89101,32,0,0.68,5,1.34,0,1.34,1,NA,3,1,2,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Jean,89150,32,0.5,0.16,5,3.2,0.47,2.7300000000000004,1,NA,1,NA,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Pedro Henrique,87225,32,0,4.46,13,8.45,0,8.45,NA,NA,2,2,3,13,NA,NA,16,15,NA,6,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Jucilei,63422,32,2.2,2.63,3,6.75,-0.08,6.83,NA,NA,3,NA,NA,5,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,André,68690,32,0,2.17,16,7.31,0,7.31,3,NA,20,5,5,19,2,4,18,9,2,NA,1,NA,NA,NA,1,NA,2019
267,Vasco,6,Nulo,4,mei,Felipe Ferreira,86749,32,1.2,0.91,8,2.65,0.23,2.42,NA,NA,1,4,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Raniel,86797,32,-0.5,1.71,13,5.71,-0.23,5.94,2,1,15,7,8,18,1,5,14,5,1,NA,NA,NA,NA,NA,2,1,2019
285,Internacional,6,Nulo,4,mei,Bruno Silva,68698,32,0,2.46,12,7.84,0,7.84,4,NA,22,4,4,15,NA,1,23,27,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Everton,86757,32,1.5,7.22,25,17.09,-0.69,17.78,3,NA,16,16,26,21,10,1,43,31,5,NA,NA,NA,NA,NA,2,NA,2019
314,Avaí,3,Suspenso,4,mei,João Paulo,86770,32,-0.2,2.91,24,5.66,-1.63,7.29,5,1,41,8,11,36,4,NA,61,37,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,5,ata,Bergson,68696,32,0,2.73,19,4.65,0,4.65,3,NA,20,14,13,26,3,11,17,9,1,NA,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Matheus Rossetto,86766,32,0,0.17,6,2.49,0,2.49,2,NA,11,NA,NA,3,NA,NA,15,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,3,Suspenso,5,ata,Bruno Henrique,90285,32,10,7.47,29,21.72,0.71,21.009999999999998,8,NA,52,23,34,68,16,9,48,24,4,NA,1,NA,NA,NA,3,NA,2019
284,Grêmio,5,Contundido,5,ata,Luan,86759,32,0,5.3,20,11.16,0,11.16,NA,NA,11,10,14,35,4,3,56,16,6,NA,NA,NA,NA,NA,1,NA,2019
341,CSA,6,Nulo,1,gol,Jordi,86776,32,0,6.1,24,10.48,0,10.48,4,NA,3,NA,NA,3,NA,NA,15,NA,NA,8,NA,57,2,33,NA,NA,2019
