clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,DD,FS,GS,PE,SG,FC,FD,FF,RB,DP,A,G,I,PP,CV,FT,GC,ano
341,CSA,6,Nulo,5,ata,Bruno Alves,84462,33,1.5,-0.35,8,0.78,0,0.78,3,NA,5,NA,6,NA,12,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,33,0,2,1,2.69,0,2.69,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Filipe Luís,38750,33,0,5.88,13,13.55,0,13.55,NA,NA,10,NA,31,6,21,1,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Hernanes,38648,33,0,3.34,25,12.79,0,12.79,4,NA,24,NA,26,NA,23,13,15,24,NA,4,2,1,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Chico,82407,33,0,0.76,8,3.23,-0.35,3.58,1,NA,13,NA,8,NA,20,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Nenê Bonilha,73608,33,0,0.45,6,2.18,0,2.18,1,NA,4,NA,7,NA,6,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Valdo,84509,33,0,2.53,27,4.51,0,4.51,4,NA,16,NA,23,6,26,3,6,30,NA,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,33,0,1.58,11,3.04,0,3.04,NA,NA,18,NA,14,NA,12,1,3,6,NA,NA,1,4,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Diego,38909,33,0.8,1.23,12,4.73,0.08,4.65,5,NA,18,NA,31,NA,12,7,9,9,NA,NA,NA,NA,1,NA,2,NA,2019
265,Bahia,5,Contundido,5,ata,Rogério,73540,33,0,2.02,13,7.6,0,7.6,NA,NA,15,NA,10,NA,12,8,5,5,NA,NA,1,3,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,4,mei,Douglas,38738,33,0,0.27,12,5.08,0,5.08,1,NA,8,NA,34,NA,3,1,6,2,NA,1,NA,2,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Ricardo Oliveira,38910,33,0,2.63,20,12.31,0,12.31,NA,NA,17,NA,11,NA,15,9,14,6,NA,2,2,2,1,NA,1,NA,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,33,-1.4,3.75,29,7.65,-0.86,8.51,5,NA,22,NA,33,12,41,3,10,36,NA,1,1,1,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,2,lat,Zeca,87192,33,0,3.67,20,7.31,0,7.31,4,NA,6,NA,40,7,13,1,3,39,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Gilberto,73789,33,2.7,2.21,15,3.33,0.84,2.49,4,NA,11,NA,18,NA,24,3,2,32,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Nenê,38913,33,0,2.56,21,6.22,0,6.22,1,NA,32,NA,72,NA,19,5,18,15,NA,2,3,2,NA,1,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Wellington Nem,73619,33,-0.5,2.18,15,4.78,-1.5,6.28,2,NA,32,NA,9,NA,17,5,13,5,NA,NA,1,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rodrigo Caio,73800,33,5,4.21,25,9.67,0.29,9.38,3,NA,10,NA,24,12,27,4,15,23,NA,NA,2,1,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Lucão,84554,33,0,1.2,1,1.85,0,1.85,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,33,0,1.7,1,4.35,0,4.35,1,NA,3,NA,1,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Pablo Dyego,86444,33,0,1.3,5,1.99,0,1.99,NA,NA,3,NA,1,NA,2,NA,1,4,NA,NA,NA,1,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato,39572,33,2,2.1,13,5.05,-0.03,5.08,2,NA,25,NA,10,NA,8,5,6,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Everton Felipe,86519,33,0,0.75,8,2.17,0,2.17,1,NA,10,NA,12,NA,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,Yago,77500,33,0,1.27,13,2.95,0,2.95,3,NA,2,NA,11,4,9,NA,1,6,NA,NA,NA,1,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Daniel Alves,38939,33,13.9,5.67,15,17.31,2.13,15.18,4,NA,29,NA,58,5,32,3,11,28,NA,3,2,3,NA,NA,1,NA,2019
285,Internacional,6,Nulo,5,ata,Nico López,84709,33,0.2,2.4,22,12.75,-0.33,13.08,6,NA,15,NA,43,NA,26,15,20,21,NA,3,1,13,NA,NA,2,NA,2019
341,CSA,7,Provável,4,mei,Jean Cléber,73858,33,-0.5,1.42,20,2.74,-0.68,3.4200000000000004,5,NA,15,NA,24,NA,25,3,5,22,NA,2,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,33,-0.8,0.42,5,3.33,-0.47,3.8,NA,NA,3,NA,3,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,6,tec,Vagner Mancini,39850,33,1.86,3.48,8,6.92,-0.34,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,33,0,1.57,22,9.72,0.61,9.110000000000001,3,NA,26,NA,31,NA,26,10,12,17,NA,1,NA,1,NA,1,1,NA,2019
276,São Paulo,7,Provável,4,mei,Tchê Tchê,86686,33,2.2,2.18,31,5.43,-0.63,6.06,5,NA,38,NA,64,NA,38,12,15,42,NA,NA,1,1,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Alberto Valentim,84863,33,2.15,2.91,23,6.89,-0.17,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Romarinho,84523,33,2.5,3.45,27,6.05,-0.29,6.34,1,NA,68,NA,47,NA,17,11,7,18,NA,3,3,2,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luan Peres ,84847,33,0,2.42,6,4.21,0,4.21,2,NA,3,NA,12,3,7,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,33,0,0.98,5,3.83,0,3.83,1,NA,3,NA,9,NA,8,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,William Pottker,77809,33,1.5,4.96,9,7.25,-2.35,9.6,1,NA,2,NA,17,NA,11,3,7,10,NA,NA,4,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Vagner Love,38959,33,0.8,2.22,24,5.16,-0.06,5.22,4,NA,33,NA,33,NA,29,5,10,13,NA,NA,5,8,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Richard,86711,33,2,1.86,23,4.51,-0.41,4.92,6,NA,27,NA,33,NA,33,4,5,36,NA,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Madson,78077,33,0,4.62,23,7.24,0,7.24,2,NA,31,NA,43,7,22,4,4,26,NA,1,4,1,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,6,tec,Abel Braga,40006,33,4.02,3.71,18,10.04,-0.11,10.149999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Lucas Frigeri,84854,33,0,1.13,3,3.41,0,3.41,NA,6,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Alison,73974,33,8.6,2.98,18,6.2,1.52,4.68,7,NA,20,NA,21,NA,30,NA,8,45,NA,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,33,0,1.9,5,3.3,0,3.3,1,7,1,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
354,Ceará,7,Provável,2,lat,João Lucas,86740,33,0.3,2.47,28,9.26,-0.19,9.45,1,NA,8,NA,58,6,14,7,7,31,NA,NA,1,4,NA,NA,NA,1,2019
293,Athlético-PR,7,Provável,5,ata,Marco Ruben,73741,33,-0.8,3.17,19,12.58,-0.07,12.65,3,NA,11,NA,16,NA,35,10,12,11,NA,3,3,6,NA,NA,3,NA,2019
267,Vasco,6,Nulo,4,mei,Felipe Ferreira,86749,33,0,0.91,8,2.65,0,2.65,NA,NA,3,NA,3,NA,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,5,Contundido,2,lat,Henrique,84893,33,0,2.88,16,4.83,0,4.83,5,NA,26,NA,18,6,20,1,2,17,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Marcos Felipe ,85004,33,-4.3,-4.3,1,0.81,-1.19,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,6,tec,Vanderlei Luxemburgo,41327,33,1.64,3.05,28,8.25,-0.7,8.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,33,11.7,4.71,30,17.43,1.5,15.93,8,NA,50,NA,73,NA,65,25,46,14,NA,1,12,2,1,NA,1,NA,2019
354,Ceará,7,Provável,6,tec,Adilson Batista,41258,33,1.96,3.51,11,10.39,0.09,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,33,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Berrío ,85300,33,0,1.17,16,5.06,0,5.06,1,NA,4,NA,16,NA,15,1,6,8,NA,2,1,NA,NA,1,NA,NA,2019
277,Santos,7,Provável,4,mei,Soteldo,87258,33,0,4.06,28,11.31,0,11.31,10,NA,39,NA,61,NA,23,17,19,19,NA,3,8,16,NA,NA,3,NA,2019
354,Ceará,3,Suspenso,3,zag,Eduardo Brock,78654,33,-1.1,2.27,6,3.25,0.5,2.75,3,NA,1,NA,10,3,7,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Gustavo Henrique,78248,33,-0.5,2.83,28,6.34,1.1,5.24,8,NA,17,NA,41,13,33,4,7,17,NA,NA,3,NA,NA,2,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Vitinho,78435,33,0,3.83,21,8.82,0,8.82,1,NA,16,NA,33,NA,25,10,21,15,NA,3,4,3,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,33,0,-0.29,10,3.59,0,3.59,3,NA,NA,NA,9,NA,5,4,6,1,NA,NA,NA,2,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Uilson,85418,33,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,João Paulo,85425,33,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,6,tec,Renato Gaúcho,41929,33,2.18,4.57,33,12.6,-0.53,13.129999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Alex Amado,78475,33,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Valdívia,85423,33,0,1.45,11,3.86,0,3.86,NA,NA,10,NA,14,NA,10,3,5,5,NA,1,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Alex Santana,85465,33,3,4.1,21,9.97,0.04,9.930000000000001,2,NA,30,NA,23,NA,13,8,17,15,NA,NA,5,NA,NA,NA,1,NA,2019
262,Flamengo,6,Nulo,2,lat,Renê,78445,33,4.9,4.47,21,8.7,-0.44,9.139999999999999,2,NA,8,NA,62,11,21,2,2,36,NA,2,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Rodinei,73992,33,9.5,2.64,14,4.69,1.09,3.6000000000000005,4,NA,10,NA,10,4,14,1,1,16,NA,1,NA,2,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Willian Arão,78478,33,0,3.93,30,13.33,0,13.33,2,NA,20,NA,59,NA,44,7,14,57,NA,6,2,1,NA,NA,2,1,2019
284,Grêmio,7,Provável,5,ata,Everton,86757,33,5.5,7.15,26,17.59,0.5,17.09,3,NA,24,NA,44,NA,16,17,28,32,NA,5,10,1,NA,NA,2,NA,2019
284,Grêmio,5,Contundido,5,ata,Luan,86759,33,0,5.3,20,11.16,0,11.16,NA,NA,35,NA,56,NA,11,10,14,16,NA,6,4,3,NA,NA,1,NA,2019
276,São Paulo,2,Dúvida,2,lat,Léo,85626,33,0,2.3,2,4.47,0,4.47,1,NA,1,NA,3,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Matheus Rossetto,86766,33,0,0.17,6,2.49,0,2.49,2,NA,3,NA,15,NA,11,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,33,0,4.62,26,10.11,0,10.11,3,50,5,31,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Hyoran,85931,33,0,3.3,6,4.6,0,4.6,NA,NA,5,NA,6,NA,8,3,5,5,NA,1,NA,NA,NA,NA,1,NA,2019
275,Palmeiras,6,Nulo,5,ata,Willian,42116,33,0.8,2.68,17,7.53,0.15,7.38,1,NA,15,NA,22,NA,12,7,6,4,NA,1,4,3,NA,1,1,NA,2019
314,Avaí,7,Provável,4,mei,João Paulo,86770,33,0,2.91,24,5.66,0,5.66,5,NA,36,NA,61,NA,41,8,11,37,NA,NA,4,NA,NA,1,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,33,0,-0.5,1,2.23,0,2.23,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Mosquera,86116,33,0,0.89,11,2.43,0,2.43,2,NA,14,NA,12,NA,8,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,33,0,1.6,6,2.43,0,2.43,NA,NA,11,NA,10,NA,7,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Jean Mota,78548,33,-0.8,1.84,24,7.13,-1.3,8.43,2,NA,28,NA,44,NA,21,9,11,15,NA,1,1,NA,NA,NA,1,NA,2019
314,Avaí,6,Nulo,4,mei,Matheus Barbosa,74069,33,0.8,1.84,17,3.74,0.04,3.7,1,NA,12,NA,37,NA,16,4,7,21,NA,1,NA,1,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,33,0.8,3.61,29,7.32,-0.1,7.42,1,NA,9,NA,83,NA,27,16,24,43,NA,6,1,1,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,33,0,2.15,2,4.01,0,4.01,1,NA,NA,NA,6,NA,2,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,33,4,5.97,32,14.5,0.35,14.15,NA,58,9,32,7,14,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Antônio Carlos ,79702,33,0,2.16,7,6.13,0,6.13,2,NA,2,NA,8,3,7,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Élber,74140,33,4.2,3.14,26,6.97,0.03,6.9399999999999995,3,NA,67,NA,46,NA,11,11,6,24,NA,1,2,3,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,5,ata,Borja,86120,33,13.3,3.08,7,7.37,2.24,5.13,1,NA,7,NA,5,NA,6,4,6,2,NA,1,1,2,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Euller ,84890,33,2.7,1.8,12,3.79,-0.67,4.46,1,NA,8,NA,14,NA,9,5,8,9,NA,NA,NA,1,NA,NA,1,NA,2019
341,CSA,6,Nulo,1,gol,Jordi,86776,33,0,6.1,24,10.48,0,10.48,4,57,3,33,15,8,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Gabriel,78605,33,0,2.92,11,5.81,0,5.81,3,NA,5,NA,18,NA,18,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Wanderson,86143,33,-0.6,-1.55,2,1.36,-0.32,1.6800000000000002,1,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Egídio,42145,33,0,4.38,21,10.34,0,10.34,1,NA,19,NA,61,8,25,8,7,37,NA,1,NA,1,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Ramiro,78715,33,0,0.74,16,8.55,0,8.55,1,NA,12,NA,22,NA,26,1,6,11,NA,1,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Raniel,86797,33,0,1.71,13,5.71,0,5.71,2,NA,18,NA,14,NA,15,7,8,5,NA,1,1,5,NA,1,2,1,2019
314,Avaí,7,Provável,4,mei,Luanderson ,86380,33,0.6,2.74,9,2.6,-0.22,2.8200000000000003,2,NA,19,NA,16,NA,13,1,1,19,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Pedro Castro,78840,33,3.4,2.52,26,5.51,0.34,5.17,1,NA,34,NA,58,NA,31,8,11,39,NA,NA,1,1,1,NA,1,NA,2019
285,Internacional,5,Contundido,2,lat,Natanael,86264,33,0,1.47,6,4.46,0,4.46,2,NA,4,NA,15,2,8,NA,1,9,NA,NA,NA,NA,NA,NA,NA,1,2019
276,São Paulo,2,Dúvida,2,lat,Reinaldo,78850,33,-0.2,6.04,30,14.46,-0.18,14.64,6,NA,35,NA,64,12,43,9,23,54,NA,1,5,1,1,NA,2,NA,2019
266,Fluminense,6,Nulo,5,ata,Ewandro,86842,33,0,-1.25,2,2.26,0,2.26,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Osvaldo,42222,33,0,2.63,27,6.6,0,6.6,3,NA,16,NA,34,NA,23,7,16,13,NA,5,3,NA,NA,1,2,NA,2019
354,Ceará,6,Nulo,5,ata,Willian Popp,86890,33,0,-1.8,1,1.81,0,1.81,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Paolo Guerrero,75295,33,1.3,3.81,19,11.7,0.24,11.459999999999999,2,NA,38,NA,33,NA,26,12,23,9,NA,1,5,10,1,1,1,NA,2019
282,Atlético-MG,7,Provável,4,mei,José Welison,86859,33,3.1,1.72,14,4.41,0.96,3.45,2,NA,10,NA,24,NA,19,1,5,23,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Felipe,84860,33,0,6.43,3,4.81,0,4.81,NA,NA,5,NA,9,1,6,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,33,0,0.39,14,0.78,0,0.78,4,NA,17,NA,17,NA,17,2,4,9,NA,NA,1,7,NA,1,NA,NA,2019
265,Bahia,2,Dúvida,4,mei,Guerra,74213,33,0,1.13,16,3.51,0,3.51,5,NA,7,NA,17,NA,15,3,5,8,NA,2,1,1,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Gustavo,86932,33,1.1,1.8,19,3.95,0.13,3.8200000000000003,1,NA,17,NA,7,NA,24,5,11,6,NA,1,2,6,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Richard,78851,33,0,1.2,1,4.73,0,4.73,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,3,zag,Pedro Henrique,87225,33,0,4.46,13,8.45,0,8.45,NA,NA,13,NA,16,6,2,2,3,15,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Thiago Santos,78855,33,1.2,1.93,13,5.21,0.39,4.82,4,NA,14,NA,13,NA,34,1,1,25,NA,NA,1,1,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,2,lat,Leonardo,86973,33,0,2.7,9,5.41,0,5.41,2,NA,1,NA,18,4,9,4,3,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Ruan,95860,33,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Victor Luis,86410,33,0,-1.6,3,4.47,0,4.47,1,NA,1,NA,3,NA,7,NA,2,3,NA,NA,NA,NA,NA,1,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Lucas Lima,80583,33,1.4,1.41,16,4.46,-0.84,5.3,3,NA,14,NA,21,NA,17,4,2,8,NA,3,1,NA,NA,1,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Rodrigo Dourado,78865,33,0,1.4,1,7.12,0,7.12,1,NA,1,NA,2,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Luan,80692,33,0.2,3.45,12,8.78,-0.17,8.95,1,NA,10,NA,15,3,13,3,3,19,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,5,ata,Di Santo,80748,33,6,1.64,15,6.94,0.94,6,2,NA,12,NA,13,NA,22,7,5,6,NA,NA,3,8,1,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Michel,80664,33,0,2.31,10,4,0,4,1,NA,10,NA,13,3,15,NA,NA,9,NA,NA,1,NA,NA,1,NA,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,33,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Naldo,78897,33,0,2.07,24,3.77,0,3.77,5,NA,15,NA,30,NA,40,5,7,37,NA,3,NA,2,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Biro Biro,80949,33,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Emerson Santos,86972,33,0,2.88,11,4.12,0,4.12,3,NA,3,NA,22,4,13,2,NA,13,NA,NA,1,1,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Pedro Geromel,80853,33,3.3,5.91,17,12.95,0.38,12.569999999999999,4,NA,12,NA,26,6,12,1,5,38,NA,NA,3,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,6,tec,Marquinhos Santos,81031,33,5.46,2.93,13,8.73,0.59,8.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Marlone,80944,33,0,1.21,15,4.68,0,4.68,1,NA,9,NA,19,NA,9,NA,6,7,NA,NA,1,1,NA,NA,1,NA,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,33,2.19,3.98,33,11.56,-0.03,11.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Artur,95799,33,0,2.86,28,9.65,0,9.65,6,NA,42,NA,85,NA,22,11,21,17,NA,2,6,5,1,NA,NA,NA,2019
264,Corinthians,5,Contundido,3,zag,Léo Santos,95820,33,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,33,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Yago Felipe,87747,33,0,3.42,25,5.87,0,5.87,5,NA,45,NA,36,NA,31,4,5,44,NA,2,1,2,NA,NA,2,NA,2019
283,Cruzeiro,2,Dúvida,5,ata,Sassá,79578,33,6.5,1.96,21,6.86,1.62,5.24,1,NA,22,NA,9,NA,23,8,9,6,NA,NA,3,3,NA,1,1,NA,2019
263,Botafogo,6,Nulo,4,mei,Gustavo Bochecha,95798,33,0,1.45,21,5.33,0,5.33,2,NA,15,NA,65,NA,8,5,8,24,NA,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Hugo Borges,95875,33,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Quintero,96382,33,6.2,1.5,32,4.28,0.71,3.5700000000000003,4,NA,11,NA,44,7,18,1,2,18,NA,NA,1,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Lima,96340,33,0.5,4.04,13,5.53,-0.27,5.800000000000001,2,NA,23,NA,22,NA,12,10,10,17,NA,1,1,2,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Arthur Gomes,96966,33,-0.5,2.48,24,4.57,-0.19,4.760000000000001,2,NA,42,NA,27,NA,20,3,9,16,NA,NA,3,2,NA,NA,1,NA,2019
284,Grêmio,7,Provável,3,zag,Kannemann,87342,33,0,4.59,13,12.54,0,12.54,7,NA,13,NA,17,6,26,NA,1,31,NA,NA,1,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,Yony González,97080,33,5.9,5.28,29,13.58,0.16,13.42,2,NA,52,NA,36,NA,39,25,41,28,NA,2,5,5,NA,NA,3,NA,2019
