clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FC,FD,FF,FS,I,PE,RB,CV,SG,DD,GS,DP,A,G,PP,FT,GC,ano
293,Athlético-PR,6,Nulo,4,mei,Everton Felipe,86519,29,0,0.75,8,2.17,0,2.17,1,3,1,3,10,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luiz Felipe,79035,29,0,4.07,6,6.65,0,6.65,NA,1,NA,NA,2,NA,2,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Matheus Rossetto,86766,29,0,0.17,6,2.49,0,2.49,2,11,NA,NA,3,NA,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,29,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,João Paulo,86770,29,0,2.72,22,6.85,0,6.85,5,35,6,10,31,NA,56,33,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Víctor Cuesta,79113,29,-0.3,5.71,22,13.75,-0.76,14.51,7,25,4,2,27,NA,37,67,NA,8,NA,NA,NA,NA,NA,NA,1,NA,2019
284,Grêmio,5,Contundido,5,ata,Luan,86759,29,0,5.3,20,11.16,0,11.16,NA,11,10,14,35,3,56,16,NA,NA,NA,NA,NA,6,4,NA,1,NA,2019
341,CSA,6,Nulo,1,gol,Jordi,86776,29,0,6.1,24,10.48,0,10.48,4,3,NA,NA,3,NA,15,NA,NA,8,57,33,2,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Romário Rodrigues,79336,29,0,1,2,1.76,0,1.76,NA,1,NA,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Ewandro,86842,29,0,-1.25,2,2.26,0,2.26,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Caíque Sá,87437,29,0,-0.25,2,3.03,0,3.03,1,4,NA,NA,1,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,2,Dúvida,5,ata,Raniel,86797,29,3,1.96,11,6.3,0.5,5.8,2,12,6,8,13,3,12,5,1,NA,NA,NA,NA,1,1,NA,2,1,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,29,0.51,4.22,29,11.39,-0.49,11.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Tréllez,87679,29,0,1.58,4,4.35,0,4.35,NA,5,3,6,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadson,80129,29,0,1.6,13,3.78,0,3.78,2,12,1,4,18,NA,12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Gabriel,87393,29,2.3,3.52,27,9.16,-0.34,9.5,3,14,2,6,25,1,38,35,NA,7,NA,NA,NA,1,1,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Kannemann,87342,29,0,4.31,10,12.3,0,12.3,6,22,NA,NA,12,NA,13,24,NA,4,NA,NA,NA,NA,1,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Vitor Bueno,87552,29,2,2.81,19,5.97,-0.89,6.859999999999999,NA,11,3,11,18,NA,28,16,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2019
354,Ceará,6,Nulo,5,ata,Willian Popp,86890,29,0,-1.8,1,1.81,0,1.81,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,4,mei,Thaciano,87470,29,0.5,2.73,22,4.83,-1.43,6.26,4,21,9,7,15,3,18,27,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2019
264,Corinthians,5,Contundido,3,zag,Léo Santos,95820,29,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Yago Felipe,87747,29,2.1,3.47,23,5.49,0.23,5.26,5,29,3,4,40,2,34,42,NA,NA,NA,NA,NA,2,1,NA,2,NA,2019
315,Chapecoense,7,Provável,2,lat,Bruno Pacheco,90061,29,13.4,3.9,26,14.71,1.18,13.530000000000001,3,40,1,4,58,NA,61,48,1,5,NA,NA,NA,4,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Gustavo,86932,29,2.2,2.13,16,4.22,0.4,3.82,1,20,4,9,14,3,5,6,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Emerson Santos,86972,29,0,2.88,11,4.12,0,4.12,3,13,2,NA,3,1,22,13,NA,4,NA,NA,NA,NA,1,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Arrascaeta,87863,29,-0.5,10.95,16,16.59,-1.72,18.31,1,17,5,14,32,NA,64,29,NA,NA,NA,NA,NA,8,11,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Sassá,79578,29,0,1.73,18,5.8,0.21,5.59,1,16,7,8,16,3,7,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2019
284,Grêmio,5,Contundido,2,lat,Leonardo,86973,29,0,2.7,9,5.41,0,5.41,2,9,4,3,1,NA,18,7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Lucas Fonseca,80189,29,0.9,2.98,29,6.68,0.25,6.43,2,7,2,3,10,NA,45,15,NA,14,NA,NA,NA,1,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Sornoza,87877,29,-0.6,1.7,18,4.35,-0.28,4.63,4,20,7,12,16,1,20,14,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2019
285,Internacional,7,Provável,2,lat,Zeca,87192,29,1.4,3.67,20,7.31,0.04,7.27,4,13,1,3,6,NA,40,39,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Edinho,80193,29,-0.3,2.28,22,7.28,-0.89,8.17,1,12,7,16,35,2,26,8,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Antônio Carlos ,79702,29,0,2.16,7,6.13,0,6.13,2,7,NA,NA,2,NA,8,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Matheus Vargas,87929,29,0,1.6,2,2.2,0,2.2,NA,3,NA,NA,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Nathan,87009,29,5.6,2.92,18,6.19,0.83,5.36,2,24,4,5,7,NA,24,19,NA,NA,NA,NA,NA,NA,4,NA,1,NA,2019
267,Vasco,7,Provável,4,mei,Yago Pikachu,80196,29,6.8,2.54,27,9.88,0.78,9.100000000000001,5,16,4,18,47,1,62,26,NA,NA,NA,NA,NA,1,3,2,1,NA,2019
275,Palmeiras,7,Provável,4,mei,Gustavo Scarpa,87999,29,13.6,4.24,20,7.71,1.06,6.65,1,13,17,17,13,2,47,14,NA,NA,NA,NA,NA,3,4,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Pedro Henrique,87225,29,0,4.46,13,8.45,0,8.45,NA,2,2,3,13,NA,16,15,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Yuri,88125,29,0.8,0.57,10,2,0.19,1.81,2,13,2,3,7,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Ezequiel ,80318,29,0,0.85,6,3.23,0,3.23,3,13,NA,NA,2,1,8,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Fabiano,79887,29,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Jorge,88065,29,11.5,7.05,24,16.91,0.56,16.35,3,27,12,12,38,2,46,45,NA,13,NA,NA,NA,4,1,NA,NA,NA,2019
341,CSA,5,Contundido,1,gol,Alexandre Cajuru,80276,29,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Arthur Caíke,80337,29,0,2.61,21,9.3,0,9.3,NA,14,7,16,10,3,23,6,1,NA,NA,NA,NA,1,4,NA,1,NA,2019
267,Vasco,6,Nulo,2,lat,Ramon,68896,29,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Vinícius Tanque,88651,29,0.8,-0.42,5,1.24,0.03,1.21,NA,8,NA,1,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Raul,92496,29,5.7,4.43,21,8.53,0.7,7.829999999999999,5,35,8,10,50,NA,39,53,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Brenner,80080,29,0,0.63,13,3.12,0,3.12,4,26,3,7,19,7,15,3,1,NA,NA,NA,NA,NA,2,NA,1,NA,2019
354,Ceará,6,Nulo,5,ata,Leandro Carvalho,88669,29,0,3.31,21,9.83,0,9.83,4,14,10,14,28,2,42,18,NA,NA,NA,NA,NA,2,3,NA,NA,NA,2019
284,Grêmio,2,Dúvida,5,ata,Luciano,80287,29,10.4,4.43,17,8.23,0.06,8.17,6,19,12,11,20,3,33,16,NA,NA,NA,NA,NA,4,4,1,1,NA,2019
290,Goiás,6,Nulo,3,zag,Paulo Ricardo,88224,29,0,-0.3,1,2.22,0,2.22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Bruno Sávio,89101,29,-3.1,0.68,5,1.34,-0.88,2.22,1,3,1,2,1,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Jean,89150,29,0,0.93,3,3.57,0,3.57,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Rodrigo Pimpão,68901,29,0,0.65,19,1.84,0,1.84,6,28,6,9,6,3,40,13,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Ariel Cabral,80363,29,6,1.51,13,3.72,0.58,3.14,2,12,1,4,7,NA,19,15,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Diego Souza,68911,29,0.8,2.5,26,5.98,-0.4,6.380000000000001,3,30,11,12,48,9,50,7,NA,NA,NA,NA,NA,1,5,NA,1,NA,2019
356,Fortaleza,6,Nulo,4,mei,Gabriel Dias,88368,29,0,1.31,22,3.79,0,3.79,5,28,4,4,29,1,20,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,2,lat,Daniel Guedes ,88225,29,0,2.31,14,5.6,0,5.6,2,23,1,2,7,2,35,22,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Marlon,88427,29,0,0.39,16,3.31,0,3.31,2,12,NA,NA,11,1,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,2,lat,Gilberto ,80313,29,1.6,2.85,21,6.69,0.56,6.130000000000001,1,26,6,10,18,1,62,23,NA,5,NA,NA,NA,2,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Gerson,89256,29,0.5,4.01,19,9.1,-0.39,9.49,2,44,5,6,60,NA,41,31,NA,NA,NA,NA,NA,1,2,NA,2,NA,2019
265,Bahia,7,Provável,2,lat,João Pedro ,89273,29,-2.8,2.3,5,3.85,-0.76,4.61,2,8,1,2,5,NA,6,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Iago Maidana,89226,29,0,3.35,4,3.9,0,3.9,2,5,NA,2,2,NA,9,6,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2019
264,Corinthians,7,Provável,3,zag,Gil,68923,29,0.3,4.3,18,10.57,-0.28,10.85,4,7,2,7,2,4,7,22,NA,7,NA,NA,NA,1,1,NA,1,NA,2019
275,Palmeiras,7,Provável,5,ata,Dudu,68920,29,12.9,6.09,22,20.03,1.76,18.27,3,22,20,23,85,6,65,10,NA,NA,NA,NA,NA,4,6,NA,2,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Leonardo Silva,68925,29,2.8,1.55,14,4.46,0.66,3.8,5,14,2,3,11,NA,14,11,NA,1,NA,NA,NA,NA,1,NA,1,NA,2019
263,Botafogo,6,Nulo,1,gol,Saulo,89492,29,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Fabinho,80393,29,-1.6,2.31,27,5.97,-0.66,6.63,7,43,4,3,25,3,36,53,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2019
277,Santos,6,Nulo,2,lat,Caju,89342,29,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Kieza,68930,29,1.2,0.65,15,3.34,-0.02,3.36,1,15,6,7,16,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Marinho,68952,29,2,3.45,21,7.3,-0.21,7.51,7,32,13,17,54,5,33,21,1,NA,NA,NA,NA,1,3,NA,1,NA,2019
341,CSA,6,Nulo,3,zag,Ronaldo Alves,68950,29,0,1.9,5,4.58,0,4.58,1,8,NA,4,5,NA,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Igor Rabello,89493,29,-1.1,2.07,25,8.2,-0.18,8.379999999999999,2,26,2,6,15,1,28,32,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Luciano Castán,68942,29,-0.3,1.64,26,5.16,0.01,5.15,8,23,NA,1,7,NA,39,25,NA,9,NA,NA,NA,NA,NA,NA,NA,1,2019
290,Goiás,6,Nulo,4,mei,Giovanni Augusto,68938,29,0,1.76,12,4.32,0,4.32,1,16,6,8,15,NA,37,14,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,4,mei,Marquinhos Gabriel,68954,29,-0.6,1.77,21,3.77,-1.46,5.23,2,9,5,6,17,1,23,14,NA,NA,NA,NA,NA,2,NA,NA,1,NA,2019
314,Avaí,6,Nulo,4,mei,Gustavo Ferrareis,89815,29,0,0.74,9,3.21,0,3.21,2,8,4,11,10,1,20,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Rafael,68928,29,0,2.73,3,3.99,0,3.99,NA,NA,NA,NA,1,NA,1,NA,NA,1,5,6,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Dodi,89883,29,0,0.4,3,2.25,0,2.25,1,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,João Vitor,68987,29,2.5,2.08,12,5.3,0.92,4.38,4,25,1,1,6,1,17,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Neto,69008,29,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,1,gol,Matheus Inácio,80394,29,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Bruno Henrique,90285,29,4.2,6.83,26,20.12,0.21,19.91,7,44,22,31,56,9,41,21,NA,NA,NA,NA,NA,3,12,NA,3,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Pedro Rocha,90302,29,0,2.95,17,9.73,0,9.73,2,15,10,7,25,3,46,14,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Yago Rocha,90118,29,0.7,1.72,13,1.82,0.1,1.72,1,14,NA,2,11,1,22,11,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Lucas Lima,80583,29,0,1.08,13,4.69,0,4.69,2,14,2,1,10,NA,17,8,1,NA,NA,NA,NA,3,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,5,ata,Di Santo,80748,29,-3.8,1.78,11,5.57,-0.68,6.25,1,13,6,3,5,4,10,6,NA,NA,NA,NA,NA,NA,2,1,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Michel,80664,29,0,2.03,7,3.46,0,3.46,1,9,NA,NA,7,NA,11,7,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Marlone,80944,29,0,1.21,15,4.68,0,4.68,1,9,NA,6,9,1,19,7,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2019
275,Palmeiras,6,Nulo,3,zag,Luan,80692,29,0,4.09,10,9.14,0,9.14,1,11,3,3,8,NA,12,18,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Pedro Geromel,80853,29,0,5.9,14,12.65,0,12.65,4,10,1,4,9,NA,18,34,NA,5,NA,NA,NA,NA,2,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Renatinho,80395,29,0,0.91,8,2.11,0,2.11,1,4,4,4,7,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,6,tec,Marquinhos Santos,81031,29,6.85,2.6,9,8.61,0.95,7.659999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Jair,81091,29,0,3.48,9,6.81,0,6.81,2,16,NA,1,14,NA,13,21,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Oswaldo Henríquez,81241,29,0,2.72,18,4.85,0,4.85,4,10,2,1,4,NA,22,17,NA,7,NA,NA,NA,NA,NA,NA,1,NA,2019
275,Palmeiras,2,Dúvida,2,lat,Mayke,81150,29,0,-0.3,1,7.71,0,7.71,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Carlos Sánchez,81677,29,13.1,6.17,25,15.83,1.61,14.22,4,29,17,20,54,5,85,30,NA,NA,NA,NA,NA,6,8,1,2,NA,2019
282,Atlético-MG,3,Suspenso,4,mei,Cazares,81682,29,-2.6,2.98,18,9.05,-0.75,9.8,2,17,18,18,6,NA,69,12,1,NA,NA,NA,NA,NA,4,NA,1,NA,2019
265,Bahia,7,Provável,2,lat,Moisés,90444,29,4.2,5.58,21,13.66,-0.26,13.92,4,40,4,10,10,2,36,56,1,10,NA,NA,NA,2,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Léo Sena,90572,29,9.2,4.95,23,9.75,1.14,8.61,5,23,1,7,99,NA,55,64,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Biro Biro,80949,29,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Clayton,81770,29,0,0.2,7,3.33,0,3.33,1,7,5,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Yuri Lima,90569,29,-3.9,0.13,16,1.13,-0.44,1.5699999999999998,8,27,1,2,8,NA,23,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,David,90309,29,0.7,1.19,26,4.6,-0.39,4.989999999999999,3,39,13,18,21,10,38,13,NA,NA,NA,NA,NA,2,NA,NA,1,NA,2019
263,Botafogo,7,Provável,4,mei,Luiz Fernando ,90715,29,0.6,1.36,26,4.07,-0.11,4.180000000000001,4,28,4,15,34,4,36,17,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2019
283,Cruzeiro,3,Suspenso,3,zag,Fabrício Bruno,90768,29,5.2,3.17,15,5.76,0.46,5.3,3,3,1,2,11,NA,20,12,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Bruno Nazário,81776,29,3,1.66,10,2.85,0.27,2.58,1,8,5,4,13,NA,12,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2019
267,Vasco,7,Provável,5,ata,Rossi,81798,29,0,1.98,21,5.58,0,5.58,6,25,13,14,29,3,54,17,NA,NA,NA,NA,NA,2,1,1,1,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato Kayzer,92696,29,0,1.21,11,2.18,0,2.18,NA,10,1,2,8,2,5,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
341,CSA,7,Provável,1,gol,João Carlos,69010,29,-2,1.63,7,0.78,-1.5,2.2800000000000002,1,1,NA,NA,1,NA,2,NA,1,1,10,8,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Elias,90843,29,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Jean,90933,29,0,-2,0,3.32,0,3.32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Klaus,90846,29,0,1.23,10,3.11,0,3.11,1,9,1,NA,3,NA,21,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,1,gol,Santos,69012,29,8,3.6,20,8.21,1.74,6.470000000000001,1,1,NA,NA,4,NA,18,NA,NA,6,24,19,2,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Flávio,91102,29,-3.1,2.22,21,2.9,-1.16,4.06,2,37,1,6,18,1,27,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Deyverson,92708,29,0.6,4.06,15,9.75,-1.6,11.35,2,18,9,16,45,21,26,8,NA,NA,NA,NA,NA,2,3,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Manoel,69014,29,-0.6,3.92,22,10.43,-0.71,11.14,1,20,2,5,9,NA,27,25,NA,11,NA,NA,NA,NA,1,NA,NA,1,2019
275,Palmeiras,6,Nulo,5,ata,Carlos Eduardo,90917,29,0,-0.18,5,2.82,0,2.82,2,5,1,1,8,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marcelo Cirino,69022,29,1,4.31,23,8.34,-1.38,9.719999999999999,NA,18,7,16,22,6,32,13,NA,NA,NA,NA,NA,2,7,NA,1,NA,2019
314,Avaí,6,Nulo,3,zag,Zé Marcos,90943,29,0,-0.1,1,0.77,0,0.77,NA,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Fernando Medeiros,92841,29,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,1,gol,Vladimir,69040,29,-3,4.44,27,6.79,-0.44,7.23,2,NA,NA,NA,3,NA,5,NA,NA,7,55,38,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Everaldo ,91151,29,0,2.62,10,3.91,0,3.91,2,15,2,8,15,3,7,8,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2019
264,Corinthians,2,Dúvida,4,mei,Mateus Vital,93108,29,0.8,3.94,21,7.28,-0.65,7.930000000000001,1,11,9,17,49,NA,22,20,NA,NA,NA,NA,NA,2,1,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandinho,91130,29,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Gustavo Blanco,91191,29,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Pepê,91201,29,9.7,3.25,23,6.95,1.67,5.28,1,15,8,13,17,7,34,11,NA,NA,NA,NA,NA,1,6,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Leandro Barcia,91242,29,-3.3,2.9,25,7.79,-0.57,8.36,7,43,9,16,28,4,32,23,NA,NA,NA,NA,NA,1,5,NA,1,NA,2019
265,Bahia,3,Suspenso,4,mei,Ronaldo,92981,29,0.5,2.9,13,4.39,0.01,4.38,3,18,NA,3,10,NA,21,31,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Thiago Santos,93151,29,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Lucas Veríssimo,93368,29,4.7,3.67,25,9.71,0.6,9.110000000000001,7,51,3,10,17,1,57,50,2,11,NA,NA,NA,NA,1,NA,2,1,2019
283,Cruzeiro,7,Provável,3,zag,Léo,50459,29,0,1.92,13,6.34,0,6.34,1,16,NA,NA,4,NA,15,15,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Matheus Prado,101375,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Brenno,100830,29,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Igor Campos,101421,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Rodriguez,91251,29,1.5,5.5,7,4.45,-0.24,4.69,NA,2,NA,1,1,2,11,15,NA,3,NA,NA,NA,1,NA,NA,NA,NA,2019
