clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FC,FD,FF,FS,I,PE,RB,CV,SG,DD,GS,DP,A,G,PP,FT,GC,ano
277,Santos,6,Nulo,5,ata,Bruninho,105111,29,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Walter,51413,29,0,6.97,4,6.45,0,6.45,NA,NA,NA,NA,1,NA,2,NA,NA,2,8,3,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Khellven ,105175,29,0,-0.03,3,0.77,0,0.77,1,4,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,3,zag,Roger Carvalho,51415,29,0,0.98,12,4.09,0,4.09,NA,5,NA,3,3,NA,24,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Talison,105173,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Raphael Lopes,105198,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,3,zag,Tiago Alves,51495,29,0,2.27,18,5.9,0,5.9,1,14,1,2,2,2,28,13,NA,4,NA,NA,NA,1,1,NA,1,NA,2019
284,Grêmio,2,Dúvida,4,mei,Michel,71920,29,-3,1.82,17,4,-0.91,4.91,4,31,5,7,2,NA,27,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2019
293,Athlético-PR,6,Nulo,5,ata,Luiz Fernando,105176,29,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Adalberto,51549,29,0,-2.8,1,1.72,0,1.72,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Vinícius,105199,29,0,-0.15,2,1.49,0,1.49,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Everton Ribeiro,51772,29,2.4,3.77,24,12.15,-0.4,12.55,3,22,10,13,42,1,71,32,NA,NA,NA,NA,NA,6,1,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Bento,105208,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Flávio,105340,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Diguinho,105282,29,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Bruno César,52558,29,0,1.23,10,5.82,-0.29,6.11,1,5,NA,1,12,1,10,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Ralf,52190,29,9.5,4.87,19,11.95,1.58,10.37,1,21,2,2,28,NA,22,55,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2019
290,Goiás,6,Nulo,3,zag,Iago Mendonça,105278,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Heron,105339,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Réver,52253,29,5.2,5.06,21,12.61,0.48,12.129999999999999,1,9,5,11,17,1,32,37,NA,4,NA,NA,NA,2,1,NA,2,NA,2019
290,Goiás,6,Nulo,3,zag,Filipe Trindade,105341,29,0,1.5,1,1.05,0,1.05,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Ivonei,105899,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Anderson Martins,52618,29,0,2.05,10,3.52,0,3.52,5,12,NA,NA,1,NA,12,13,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Alan,105395,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Rafael Barbosa,105396,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Felipe Mosquete,105397,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Allanzinho,105900,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,2,lat,Gilson,52674,29,0,1.68,18,5.35,0,5.35,3,20,NA,1,16,NA,37,19,2,5,NA,NA,NA,1,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,Fabrício,61228,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Luiz Otávio,72359,29,7,3.15,19,10.06,1.11,8.950000000000001,5,27,1,3,10,NA,19,23,NA,5,NA,NA,NA,1,2,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Edson,105901,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Maicon,62968,29,0,1.76,9,5.16,0,5.16,1,8,1,3,6,1,11,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Victor,52950,29,0,3.32,9,6.56,0,6.56,1,NA,NA,NA,NA,NA,7,NA,NA,1,17,11,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Lucas Ramos,106000,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Alexander,105553,29,0,6,2,9.79,0,9.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Lucas Piton,105584,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Elias,54395,29,0.8,1.43,23,8.2,0.26,7.9399999999999995,3,28,5,7,17,NA,63,27,1,NA,NA,NA,NA,1,1,NA,1,NA,2019
267,Vasco,6,Nulo,2,lat,Riquelme,105566,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,29,0,2.93,24,6.94,0,6.94,4,41,10,18,18,NA,55,36,NA,NA,NA,NA,NA,3,2,NA,NA,1,2019
266,Fluminense,6,Nulo,4,mei,Airton,61985,29,0,-0.39,8,2.38,0,2.38,2,10,NA,NA,11,NA,7,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Rodrigo Lindoso,72362,29,9,5.87,19,11.35,1.7,9.65,2,25,6,9,18,1,30,44,NA,NA,NA,NA,NA,2,4,NA,2,NA,2019
264,Corinthians,6,Nulo,4,mei,Roni,105585,29,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,José Gabriel,105902,29,0,-0.2,2,0.77,0,0.77,NA,3,NA,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,José Aldo,105903,29,0,3.5,1,1.53,0,1.53,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Lucas Bergantin,105589,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Adriano,105906,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Miguel,105612,29,0,0.35,2,2.21,0,2.21,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Camilo,62009,29,4,2.61,21,6.94,0.53,6.41,2,29,9,17,20,5,50,17,NA,NA,NA,NA,NA,4,1,NA,1,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,29,2.7,5.01,28,11.49,-0.69,12.18,NA,NA,NA,NA,8,NA,22,NA,NA,12,41,20,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Alisson,81845,29,0,5.48,15,7.85,0,7.85,4,14,10,8,29,NA,24,15,NA,NA,NA,NA,NA,5,3,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,D'Alessandro,62023,29,0.3,0.89,15,5.83,-0.24,6.07,4,3,9,7,13,6,50,4,NA,NA,NA,NA,NA,1,1,1,1,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Geovane,105635,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,29,-2.9,3.01,23,7.66,-1.01,8.67,3,1,NA,NA,1,NA,29,NA,NA,3,40,29,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Vinicius Mingotti,105909,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Alisson Taddei,105907,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Mauricio,105647,29,0,1.76,7,1.47,0,1.47,NA,3,1,2,4,1,10,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Talles Magno,105786,29,0,2.11,14,2.55,0,2.55,4,22,6,12,29,1,24,6,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandão,62033,29,0,1.75,24,6.03,0,6.03,1,10,9,15,13,6,13,5,1,NA,NA,NA,NA,NA,3,NA,NA,NA,2019
276,São Paulo,7,Provável,6,tec,Fernando Diniz,72391,29,2.94,3.39,23,7.26,-0.58,7.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Da Silva,105836,29,0,0.17,3,0.78,0,0.78,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Celsinho,72494,29,7.4,2.31,9,4.24,0.19,4.05,1,6,NA,NA,4,NA,19,13,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Derley,60791,29,-0.3,-0.43,3,2.96,-0.19,3.15,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Jonathan,105910,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Luan,105807,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Rômulo,105911,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,3,zag,Dedé,60819,29,0,5.08,20,14.63,0,14.63,2,14,4,6,21,NA,45,28,NA,8,NA,NA,NA,NA,3,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,29,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gustavo Campanharo,72497,29,0,4.14,19,6.02,0,6.02,NA,26,4,10,31,NA,33,40,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Marco Antônio,105912,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Guilherme Azevedo,105837,29,0,-0.5,1,0.78,0,0.78,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Vitor Hugo,72605,29,9.2,2.9,13,8.05,1.45,6.6000000000000005,NA,9,4,4,7,4,8,10,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,4,mei,Jean,62047,29,0.5,-0.05,6,3.64,0.23,3.41,NA,2,NA,1,1,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Erik,105838,29,0,2.55,2,2.05,0,2.05,NA,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Pará,62086,29,1.7,2.45,12,4.76,-0.74,5.5,4,15,NA,1,7,NA,13,13,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Bruno Cortez,72079,29,0.7,3.82,14,5.6,-0.8,6.3999999999999995,1,15,NA,NA,15,4,25,18,NA,4,NA,NA,NA,2,1,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Welinton,105913,29,0,1.5,1,1.29,0,1.29,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,2,Dúvida,2,lat,Giovanni,72097,29,0,3.59,10,6.01,0,6.01,1,7,NA,1,3,NA,18,13,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Uendel,60852,29,0,3.64,12,5.39,0,5.39,1,13,2,4,4,4,28,20,NA,4,NA,NA,NA,1,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Iván Angulo,105841,29,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Patric,60969,29,0,1.49,15,3.65,0,3.65,3,25,3,7,5,NA,39,14,NA,3,NA,NA,NA,1,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Cadu Silva,105914,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,4,mei,Robinho,62104,29,0,0.48,21,4.94,0,4.94,7,31,5,13,21,NA,91,18,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2019
264,Corinthians,3,Suspenso,2,lat,Danilo Avelar,72142,29,-2.3,4.23,19,7.64,-0.79,8.43,6,27,6,4,26,1,38,24,NA,10,NA,NA,NA,NA,1,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,4,mei,Rodriguinho,61033,29,0,2.48,5,5.52,0,5.52,2,3,1,3,7,1,9,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Edu,105842,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,2,Dúvida,2,lat,Juanfran,72620,29,0,3.3,9,10.28,0,10.28,NA,13,NA,NA,3,NA,16,13,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Welligton Rocha,105846,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Johnny ,106002,29,0,0,1,0.77,0,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,29,2.9,3.03,27,8.75,0.44,8.31,4,22,8,9,42,NA,81,39,NA,NA,NA,NA,NA,1,3,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Luiz Adriano,72772,29,0,2.77,8,5.92,0,5.92,NA,12,1,3,11,2,8,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Lucca,61149,29,0,2.25,12,5.39,0,5.39,1,14,9,6,21,1,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,Vanderlei,62121,29,0,7.97,6,22.89,0,22.89,NA,NA,NA,NA,2,NA,4,NA,NA,3,15,6,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,João Celeri,105866,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,29,0,2.2,1,5.84,0,5.84,NA,1,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,João Pedro ,106017,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,29,0,3,2,6.78,0,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Daniel Marcos,105868,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Pablo Marí,105897,29,3.4,4.81,17,8.22,0.18,8.040000000000001,3,22,NA,4,4,1,25,23,NA,8,NA,NA,NA,1,2,NA,2,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,29,2.38,2.94,20,6.74,0.05,6.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Gilberto,61188,29,1.7,6.27,24,16.18,0.56,15.62,1,26,11,25,13,7,28,19,NA,NA,NA,NA,NA,3,11,NA,2,NA,2019
290,Goiás,3,Suspenso,5,ata,Walter,62128,29,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,29,8,4.25,23,9.79,-0.06,9.85,1,1,NA,NA,9,NA,34,NA,NA,11,28,20,1,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Breno,106083,29,0,-0.77,7,0.78,0.01,0.77,1,4,1,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,João Ricardo,81881,29,0,4.34,5,5.7,0,5.7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,12,7,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Daniel Oliveira,106076,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Vanderley,106077,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,3,Suspenso,4,mei,Wellington,62129,29,-2.6,-0.59,22,0.78,0.01,0.77,8,39,3,3,12,NA,46,13,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Henrique Dourado,81905,29,0,0.73,3,4.72,0,4.72,NA,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Werley,62974,29,0,-0.82,6,0.78,0,0.78,NA,5,3,NA,1,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019
267,Vasco,6,Nulo,2,lat,Alexandre Melo,106159,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Valdo,84509,29,7.2,2.61,24,5.65,1.02,4.630000000000001,3,20,3,2,16,NA,21,28,NA,5,NA,NA,NA,1,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Lucão,106160,29,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Ganso,62977,29,4.3,1.83,22,7.98,0.78,7.2,7,24,9,13,28,NA,70,24,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Luan,63219,29,1.1,3.95,19,7.95,0.03,7.92,5,33,5,17,37,4,60,39,NA,NA,NA,NA,NA,1,3,1,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Igor Julião,81951,29,0,2.78,12,4.32,0,4.32,1,14,2,1,13,NA,11,14,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Chico,82407,29,0,0.65,6,3.68,0,3.68,1,14,1,1,8,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Rodrigo Moledo,63354,29,4.9,4.5,10,6.84,0.54,6.3,1,4,2,1,5,NA,7,15,NA,3,NA,NA,NA,NA,1,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Jucilei,63422,29,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Edenílson,63289,29,1.2,3.12,22,8.6,-0.23,8.83,5,21,5,3,17,NA,50,25,NA,NA,NA,NA,NA,2,5,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Gabriel Pec,106199,29,0.2,1.3,4,1.38,-0.39,1.77,NA,1,NA,1,5,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,3,Suspenso,5,ata,Jonathan,106161,29,-1.8,2.85,10,4.59,-0.1,4.6899999999999995,3,18,2,9,17,2,17,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,29,7.5,3.48,25,12.93,0.61,12.32,9,30,4,14,49,3,60,34,NA,7,NA,NA,NA,2,NA,NA,1,NA,2019
266,Fluminense,3,Suspenso,1,gol,Rodolfo,63082,29,0,-0.67,6,2.22,0,2.22,NA,NA,NA,NA,1,NA,5,NA,NA,NA,7,12,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,29,6.6,5.5,22,13.17,1.13,12.04,NA,8,10,18,17,NA,86,24,NA,8,NA,NA,NA,1,5,NA,NA,1,2019
275,Palmeiras,6,Nulo,2,lat,Marcos Rocha,63013,29,11,6.47,19,17.48,0.45,17.03,2,32,1,4,26,1,62,61,NA,8,NA,NA,NA,1,1,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,André,68690,29,0,2.17,16,7.31,0,7.31,3,20,5,5,19,4,18,9,NA,NA,NA,NA,NA,2,2,1,1,NA,2019
267,Vasco,6,Nulo,5,ata,Kaio Magno,106200,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Bruno Silva,68698,29,0,2.07,11,6.79,0,6.79,4,22,3,2,15,1,21,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,5,ata,Bergson,68696,29,15.6,3.36,17,7.35,1.66,5.6899999999999995,2,16,13,13,23,7,14,7,NA,NA,NA,NA,NA,1,3,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Lucas Figueiredo,106201,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Camacho,68770,29,0,0.2,3,3.35,0.1,3.25,NA,1,NA,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Éderson,73446,29,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Bruno Gomes,106202,29,1.3,1.44,5,1.49,0.72,0.77,2,8,NA,2,7,NA,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Dodô,68727,29,2.5,2.92,13,5.92,-0.1,6.02,2,17,3,2,5,1,29,16,NA,5,NA,NA,NA,NA,NA,NA,1,NA,2019
315,Chapecoense,3,Suspenso,5,ata,Henrique Almeida,68773,29,6.8,3.37,9,5.06,1.36,3.6999999999999993,3,10,4,8,8,NA,11,9,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Alan Ruschel,63110,29,2,1.96,10,4.86,0.26,4.6000000000000005,4,19,2,1,16,NA,9,7,NA,2,NA,NA,NA,NA,1,NA,NA,NA,2019
